time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,train/std,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
4106,1,512,0,,,,,,,,,,,,,
1894,2,1024,0,0.014276137,1.0005353689193726,-43.99638748168945,-0.027280746027827263,-0.1929386854171753,16,0.2,0.25732421875,0.10551480073627317,-0.02842485747532919,0.0004092704424510632,,
1608,3,1536,0,0.018473763,1.001595377922058,-44.01831924915314,-0.04186267405748367,0.005178570747375488,32,0.2,0.254638671875,0.0026218076091026887,-0.023347373033175245,0.0004092704424510632,1223.0,-2.302964
1498,4,2048,1,0.021235721,1.0020291805267334,-44.043063044548035,-0.031348466873168945,0.00457078218460083,48,0.2,0.343017578125,0.021868467796593904,-0.03220593338483013,0.0004092704424510632,1223.0,-2.302964
1436,5,2560,1,0.015306293,1.0023783445358276,-44.05112934112549,-0.03660982474684715,0.11911886930465698,64,0.2,0.2537841796875,0.0017872357293526875,-0.024100512790028006,0.0004092704424510632,1223.0,-2.3702625
1394,6,3072,2,0.01696748,1.001706600189209,-44.05051124095917,-0.019204549491405487,0.0030132532119750977,80,0.2,0.2208251953125,0.02939271688228473,-0.020537609241728205,0.0004092704424510632,1223.0,-2.3702625
1365,7,3584,2,0.01830186,0.9978530406951904,-43.98284697532654,-0.030337300151586533,0.022419869899749756,96,0.2,0.259033203125,0.0021984474260534626,-0.02848424657713622,0.0004092704424510632,1223.0,-2.3702625
1289,8,4096,3,0.015589154,0.9962335824966431,-43.88190519809723,-0.03882293775677681,0.005123913288116455,112,0.2,0.22314453125,0.0031006764656922314,-0.02422778174513951,0.0004092704424510632,1223.0,-2.3685473333333333
1283,9,4608,3,0.024990074,0.993585467338562,-43.82636380195618,-0.01553720235824585,0.004875361919403076,128,0.2,0.3160400390625,0.04570253542624414,-0.029742695449385792,0.0004092704424510632,1223.0,-2.3685473333333333
1279,10,5120,4,0.019819133,0.9944688081741333,-43.78538179397583,-0.03489815443754196,0.1834275722503662,144,0.2,0.24169921875,0.0013266585465316894,-0.024093178857583553,0.0004092704424510632,1223.0,-2.33598575
1274,11,5632,4,0.017433692,0.9931308627128601,-43.79456949234009,-0.014260344207286835,0.023407697677612305,160,0.2,0.253173828125,0.04699207143858075,-0.025038108527951408,0.0004092704424510632,1223.0,-2.33598575
1271,12,6144,4,0.018256595,0.9945245981216431,-43.77579140663147,-0.02721228636801243,-0.044492125511169434,176,0.2,0.2298583984375,0.0015725189114164095,-0.023085638298653066,0.0004092704424510632,1223.0,-2.323175
1269,13,6656,5,0.01799315,0.9955993294715881,-43.82887148857117,-0.026127737015485764,0.07697713375091553,192,0.2,0.231689453125,0.04508078086655587,-0.027175254333997145,0.0004092704424510632,1223.0,-2.323175
1266,14,7168,5,0.018318087,0.9949499368667603,-43.834734201431274,-0.03220810741186142,-0.11762762069702148,208,0.2,0.2369384765625,0.004139969147217926,-0.02631112592644058,0.0004092704424510632,1223.0,-2.323175
1265,15,7680,6,0.017277066,0.9944206476211548,-43.80825626850128,-0.035058196634054184,0.038098812103271484,224,0.2,0.23779296875,0.0024955092849268112,-0.021770028833998367,0.0004092704424510632,1223.0,-2.2983796666666665
1263,16,8192,6,0.03079377,0.9931963086128235,-43.78310012817383,-0.015062965452671051,0.021384835243225098,240,0.2,0.261962890625,0.05938183388207108,-0.027417187360697426,0.0004092704424510632,1223.0,-2.2983796666666665
1260,17,8704,6,0.017988894,0.9932569861412048,-43.760013699531555,-0.03618331626057625,-1.3048491477966309,256,0.2,0.2425537109375,0.003367671399246319,-0.026779330102726817,0.0004092704424510632,1223.0,-2.2948404285714283
1258,18,9216,7,0.025179587,0.9930130243301392,-43.76683509349823,-0.010496649891138077,0.041851580142974854,272,0.2,0.2677001953125,0.06104648287873715,-0.03042765373538714,0.0004092704424510632,1223.0,-2.2948404285714283
1257,19,9728,7,0.01933068,0.9945827722549438,-43.76981496810913,-0.03968162462115288,-0.30916738510131836,288,0.2,0.2249755859375,0.003922607415006496,-0.026378196613222826,0.0004092704424510632,1223.0,-2.2948404285714283
1255,20,10240,8,0.017188385,0.9971328377723694,-43.84516954421997,-0.04291044920682907,0.13302767276763916,304,0.2,0.263671875,0.003321369982586475,-0.031884399242699146,0.0004092704424510632,1223.0,-2.3028013749999996
1254,21,10752,8,0.023298938,0.9971659183502197,-43.88998353481293,-0.004696909338235855,0.0751645565032959,320,0.2,0.22314453125,0.06462445389479399,-0.022052302432712168,0.0004092704424510632,1223.0,-2.3028013749999996
1254,22,11264,8,0.015772047,0.9983997344970703,-43.89483845233917,-0.030701331794261932,-1.7861950397491455,336,0.2,0.1424560546875,0.010785204292915296,-0.01610336716112215,0.0004092704424510632,1223.0,-2.3144539999999996
1253,23,11776,9,0.015541362,0.9995197057723999,-43.9419549703598,0.008152931928634644,0.09495240449905396,352,0.2,0.2237548828125,0.08706422580871731,-0.022381416201824322,0.0004092704424510632,1223.0,-2.3144539999999996
1252,24,12288,9,0.018244121,0.9993607401847839,-43.953391551971436,-0.0459776446223259,-0.8375025987625122,368,0.2,0.2288818359375,0.007993713199539343,-0.027061681117629632,0.0004092704424510632,1223.0,-2.3285297999999996
1250,25,12800,10,0.020886112,0.9988418221473694,-43.94196689128876,0.02473883330821991,0.0171167254447937,384,0.2,0.2353515625,0.12366163963451982,-0.022679640096612275,0.0004092704424510632,1223.0,-2.3285297999999996
1250,26,13312,10,0.022089656,0.9979477524757385,-43.91798138618469,-0.040908824652433395,-0.5413461923599243,400,0.2,0.2467041015625,0.00640045951877255,-0.027972188661806285,0.0004092704424510632,1223.0,-2.3285297999999996
1250,27,13824,11,0.016843792,0.997189998626709,-43.89155077934265,-0.039842650294303894,-0.3164881467819214,416,0.2,0.23876953125,0.003368983496329747,-0.024887426719942596,0.0004092704424510632,1223.0,-2.340681636363636
