time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,train/std,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
4075,1,512,0,,,,,,,,,,,,,
1877,2,1024,0,0.018312335,1.0003902912139893,-43.99024975299835,-0.026495784521102905,-0.1278233528137207,16,0.2,0.2877197265625,0.17056366924225586,-0.02829247576300986,0.0004092704424510632,,
1586,3,1536,0,0.019181266,0.9999984502792358,-43.99408411979675,-0.03192225471138954,0.013041198253631592,32,0.2,0.253662109375,0.0026754060017992742,-0.026058990333694965,0.0004092704424510632,1223.0,-2.356431
1484,4,2048,1,0.018810928,1.0006308555603027,-43.99588429927826,-0.034783732146024704,-0.029731154441833496,48,0.2,0.2772216796875,0.005745280119299423,-0.026199336440186016,0.0004092704424510632,1223.0,-2.356431
1428,5,2560,1,0.019145057,1.0007245540618896,-44.006298303604126,-0.04538187012076378,0.012039721012115479,64,0.2,0.3028564453125,0.0014297647576313466,-0.030517788603901863,0.0004092704424510632,1223.0,-2.2961964999999998
1395,6,3072,2,0.015416731,0.9990254640579224,-43.98119902610779,-0.03524733707308769,0.004239380359649658,80,0.2,0.2421875,0.0027488818632264156,-0.023262219663592987,0.0004092704424510632,1223.0,-2.2961964999999998
1368,7,3584,2,0.017742865,0.997251570224762,-43.92415964603424,-0.036835044622421265,0.011406242847442627,96,0.2,0.2744140625,0.002159365489205811,-0.027967872825684026,0.0004092704424510632,1223.0,-2.2961964999999998
1350,8,4096,3,0.01670258,0.9961903691291809,-43.877469539642334,-0.030728766694664955,0.005576908588409424,112,0.2,0.22021484375,0.002256089588627219,-0.02358760088100098,0.0004092704424510632,1223.0,-2.2841023333333332
1336,9,4608,3,0.016685735,0.9970253109931946,-43.869616866111755,-0.029387524351477623,0.010284006595611572,128,0.2,0.258544921875,0.005533842733711936,-0.024509009963367134,0.0004092704424510632,1223.0,-2.2841023333333332
1328,10,5120,3,0.016732387,0.9968218803405762,-43.88801097869873,-0.03768361732363701,0.03620821237564087,144,0.2,0.266357421875,0.0015807440158823738,-0.027081302017904818,0.0004092704424510632,1223.0,-2.3022825
1317,11,5632,4,0.018264664,0.9963927268981934,-43.87325143814087,-0.02609051764011383,0.00938117504119873,160,0.2,0.26318359375,0.009261170504032634,-0.027174214788828976,0.0004092704424510632,1223.0,-2.3022825
1309,12,6144,4,0.015830237,0.9939436316490173,-43.829201340675354,-0.02797268144786358,0.012691974639892578,176,0.2,0.2403564453125,0.001526584566818201,-0.02795670850900933,0.0004092704424510632,1223.0,-2.2914882
1301,13,6656,5,0.0130498465,0.9918745756149292,-43.74903082847595,-0.01929660513997078,0.01099616289138794,192,0.2,0.1895751953125,0.012986296351300552,-0.019490756472805515,0.0004092704424510632,1223.0,-2.2914882
1295,14,7168,5,0.01606568,0.9912239909172058,-43.705811500549316,-0.036038655787706375,0.09263122081756592,208,0.2,0.2222900390625,0.0024665675300639123,-0.02400145193678327,0.0004092704424510632,1223.0,-2.2914882
1290,15,7680,5,0.019372728,0.9915586113929749,-43.696943283081055,-0.03274296224117279,0.0026507973670959473,224,0.2,0.2503662109375,0.0031141057479544543,-0.030812940560281277,0.0004092704424510632,1223.0,-2.2840978333333335
1286,16,8192,6,0.01871565,0.9914262890815735,-43.71168291568756,-0.031618110835552216,0.010810017585754395,240,0.2,0.2952880859375,0.021271530422382057,-0.027562577422941104,0.0004092704424510632,1223.0,-2.2840978333333335
1281,17,8704,6,0.016738813,0.9908960461616516,-43.68909966945648,-0.04320916160941124,0.07922571897506714,256,0.2,0.2459716796875,0.0016035179141908884,-0.025860697678581346,0.0004092704424510632,1223.0,-2.2728010000000003
1277,18,9216,7,0.019797409,0.9892017245292664,-43.666085958480835,-0.03281586617231369,0.02973705530166626,272,0.2,0.2537841796875,0.02745924942428246,-0.02558235554897692,0.0004092704424510632,1223.0,-2.2728010000000003
1275,19,9728,7,0.015366238,0.9897335171699524,-43.627742528915405,-0.02919730916619301,0.19773095846176147,288,0.2,0.1845703125,0.00317137445017579,-0.022288701904471964,0.0004092704424510632,1223.0,-2.2728010000000003
1272,20,10240,8,0.016614296,0.9913899898529053,-43.66978216171265,-0.03792388364672661,0.000619351863861084,304,0.2,0.264892578125,0.0023785640696587507,-0.030374039226444438,0.0004092704424510632,1223.0,-2.2574011250000003
1270,21,10752,8,0.020969704,0.990503191947937,-43.69071805477142,-0.016377806663513184,0.0020723938941955566,320,0.2,0.27734375,0.045427083037793636,-0.02533401214168407,0.0004092704424510632,1223.0,-2.2574011250000003
1266,22,11264,8,0.02445155,0.9893181920051575,-43.6509153842926,-0.04735727980732918,-0.01319587230682373,336,0.2,0.306396484375,0.0021386443804658484,-0.03466349958034698,0.0004092704424510632,1223.0,-2.2705711111111118
1264,23,11776,9,0.025850821,0.9899098873138428,-43.63533282279968,-0.018486764281988144,0.005177438259124756,352,0.2,0.288330078125,0.05198354856111109,-0.03191872213210445,0.0004092704424510632,1223.0,-2.2705711111111118
1262,24,12288,9,0.015575794,0.9894613027572632,-43.64364778995514,-0.04699556156992912,-0.16671228408813477,368,0.2,0.2601318359375,0.0014087930976529606,-0.028808800067054108,0.0004092704424510632,1223.0,-2.2849471000000006
1261,25,12800,10,0.018135853,0.9876462817192078,-43.60090613365173,-0.007764508947730064,0.005739092826843262,384,0.2,0.19287109375,0.05262893880717456,-0.021253898041322827,0.0004092704424510632,1223.0,-2.2849471000000006
1260,26,13312,10,0.015210306,0.9863860607147217,-43.55015301704407,-0.02389073558151722,0.05694246292114258,400,0.2,0.2197265625,0.002492768398951739,-0.022766024281736463,0.0004092704424510632,1223.0,-2.2849471000000006
1259,27,13824,10,0.023134803,0.9864786267280579,-43.52649784088135,-0.03315117582678795,-0.0033301115036010742,416,0.2,0.2374267578125,0.0029216094699222594,-0.026823503689229256,0.0004092704424510632,1223.0,-2.2847760909090913
1258,28,14336,11,0.01620027,0.983771562576294,-43.50044333934784,-0.005596872419118881,0.011426389217376709,432,0.2,0.22216796875,0.06739791680593044,-0.02485853286634665,0.0004092704424510632,1223.0,-2.2847760909090913
1258,29,14848,11,0.015849391,0.9834092259407043,-43.43287253379822,-0.02905588038265705,-1.243945837020874,448,0.2,0.20263671875,0.003363045969308587,-0.02490040830889484,0.0004092704424510632,1223.0,-2.2838905833333336
1257,30,15360,12,0.016113453,0.9848349094390869,-43.45326793193817,-0.003995537757873535,0.02547001838684082,464,0.2,0.1802978515625,0.06318074348382652,-0.0172792162920814,0.0004092704424510632,1223.0,-2.2838905833333336
1256,31,15872,12,0.01670333,0.9844401478767395,-43.47063326835632,-0.037154071033000946,-0.2637060880661011,480,0.2,0.198974609375,0.0035634408268379048,-0.023040887608658522,0.0004092704424510632,1223.0,-2.2838905833333336
1256,32,16384,13,0.016600754,0.9848058819770813,-43.46645760536194,-0.025231342762708664,0.2893443703651428,496,0.2,0.1929931640625,0.0042050298434332944,-0.022473846867796965,0.0004092704424510632,1223.0,-2.2798700769230775
1255,33,16896,13,0.0340464,0.98243248462677,-43.44741177558899,-0.016032269224524498,0.19539302587509155,512,0.2,0.273193359375,0.04533274011919275,-0.024827505578286946,0.0004092704424510632,1223.0,-2.2798700769230775
1254,34,17408,13,0.014906412,0.9800999760627747,-43.36196219921112,-0.019011497497558594,-2.167907476425171,528,0.2,0.1834716796875,0.0037577426992356777,-0.017955949369934388,0.0004092704424510632,1223.0,-2.277094642857143
1253,35,17920,14,0.025870495,0.9793416261672974,-43.30694603919983,-0.014694878831505775,0.06107574701309204,544,0.2,0.31005859375,0.07160591217689216,-0.030292254203232005,0.0004092704424510632,1223.0,-2.277094642857143
1253,36,18432,14,0.013628958,0.9798769950866699,-43.30362355709076,-0.03063301183283329,-2.264331817626953,560,0.2,0.1806640625,0.00842520785954548,-0.020389682809764054,0.0004092704424510632,1223.0,-2.2750049333333338
1252,37,18944,15,0.025576185,0.9800003170967102,-43.31968426704407,-0.021725857630372047,0.07896119356155396,576,0.2,0.2608642578125,0.06129217508714646,-0.02686059000552632,0.0004092704424510632,1223.0,-2.2750049333333338
1252,38,19456,15,0.01725841,0.9774170517921448,-43.281508684158325,-0.04601128771901131,-0.6908243894577026,592,0.2,0.2432861328125,0.004086744942469522,-0.02864667001995258,0.0004092704424510632,1223.0,-2.2750049333333338
1252,39,19968,15,0.022248149,0.9761594533920288,-43.20936095714569,-0.03601008281111717,0.00713115930557251,608,0.2,0.290771484375,0.0030449783807853237,-0.03064699820242822,0.0004092704424510632,1223.0,-2.2758324375
1252,40,20480,16,0.02995342,0.9745846390724182,-43.17021405696869,0.004749227315187454,0.02145516872406006,624,0.2,0.26123046875,0.11921854165848345,-0.02074284716582042,0.0004092704424510632,1223.0,-2.2758324375
1251,41,20992,16,0.011607882,0.9732579588890076,-43.12564492225647,-0.021204352378845215,-3.669160842895508,640,0.2,0.1630859375,0.014373837533639744,-0.020249811466783285,0.0004092704424510632,1223.0,-2.2779017058823534
1251,42,21504,17,0.021836624,0.9707556962966919,-43.06447124481201,0.006913948804140091,0.009549736976623535,656,0.2,0.238037109375,0.13485476933419704,-0.023405162908602506,0.0004092704424510632,1223.0,-2.2779017058823534
1250,43,22016,17,0.018038295,0.9693889617919922,-42.99566721916199,-0.03660348057746887,-0.9887288808822632,672,0.2,0.21826171875,0.011191212921403348,-0.02689674965222366,0.0004092704424510632,1223.0,-2.283116555555556
1250,44,22528,18,0.026472703,0.9697825312614441,-42.971909523010254,0.01260182075202465,0.38849008083343506,688,0.2,0.2486572265625,0.10365391545929015,-0.028109051163482945,0.0004092704424510632,1223.0,-2.283116555555556
1250,45,23040,18,0.020036446,0.9710707664489746,-43.003626227378845,-0.03839168697595596,-0.37802910804748535,704,0.2,0.2408447265625,0.008492642475175671,-0.025877755280816928,0.0004092704424510632,1223.0,-2.283116555555556
1249,46,23552,18,0.015322203,0.9720966219902039,-43.041579723358154,-0.032858241349458694,-0.009727954864501953,720,0.2,0.2222900390625,0.0032171854181797244,-0.027093798824353144,0.0004092704424510632,1223.0,-2.2871051578947372
1249,47,24064,19,0.028311247,0.9724584221839905,-43.06063675880432,-0.0010916292667388916,0.09949493408203125,736,0.2,0.205810546875,0.10628825286403298,-0.025261115690227598,0.0004092704424510632,1223.0,-2.2871051578947372
1249,48,24576,19,0.0123972185,0.9726545810699463,-43.071404218673706,-0.030200432986021042,-2.1383323669433594,752,0.2,0.1636962890625,0.011610980873228982,-0.019058107631281018,0.0004092704424510632,1223.0,-2.2856818
1248,49,25088,20,0.023410583,0.9724588990211487,-43.06824588775635,0.031458087265491486,0.10741955041885376,768,0.2,0.211669921875,0.11097505874931812,-0.023675424745306373,0.0004092704424510632,1223.0,-2.2856818
1248,50,25600,20,0.016573722,0.9719253182411194,-43.05993974208832,-0.0357888825237751,-0.8765186071395874,784,0.2,0.1917724609375,0.01657586600049399,-0.026065832702443004,0.0004092704424510632,1223.0,-2.2856818
1247,51,26112,20,0.024502177,0.9694781303405762,-43.01056087017059,-0.050194066017866135,-0.06761574745178223,800,0.2,0.2879638671875,0.003687246840854641,-0.02917976668686606,0.0004092704424510632,1223.0,-2.2847439523809525
1247,52,26624,21,0.017419724,0.9682417511940002,-42.94524419307709,-0.008004065603017807,0.1306849718093872,816,0.2,0.2158203125,0.08619231567718089,-0.021316482685506344,0.0004092704424510632,1223.0,-2.2847439523809525
1247,53,27136,21,0.01652074,0.9682567119598389,-42.92607796192169,-0.03084433078765869,-5.445493221282959,832,0.2,0.1796875,0.011001151317032054,-0.021772706211777404,0.0004092704424510632,1223.0,-2.279251909090909
1246,54,27648,22,0.021168865,0.9675616025924683,-42.91192412376404,0.001686248928308487,0.017082154750823975,848,0.2,0.2457275390625,0.12359057168941945,-0.02054721078457078,0.0004092704424510632,1223.0,-2.279251909090909
1245,55,28160,22,0.021141388,0.9655956625938416,-42.87722718715668,-0.03484833985567093,-2.32989501953125,864,0.2,0.242919921875,0.009700587717816234,-0.024288375207106583,0.0004092704424510632,1223.0,-2.2798355652173914
1244,56,28672,23,0.02574069,0.9654123783111572,-42.83155107498169,-0.003747381269931793,0.09901690483093262,880,0.2,0.3128662109375,0.10951008414849639,-0.0302155824174406,0.0004092704424510632,1223.0,-2.2798355652173914
1244,57,29184,23,0.01514867,0.9674393534660339,-42.862955927848816,-0.034364018589258194,-0.7489997148513794,896,0.2,0.247314453125,0.006140981669886969,-0.022187930706422776,0.0004092704424510632,1223.0,-2.2798355652173914
1244,58,29696,23,0.014626415,0.9678276181221008,-42.90902352333069,-0.019629111513495445,0.0030708909034729004,912,0.2,0.22265625,0.0028158329223515466,-0.020706483745016158,0.0004092704424510632,1223.0,-2.2801820833333335
