train/learning_rate,train/critic_loss,train/ent_coef_loss,time/fps,time/time_elapsed,train/actor_loss,time/episodes,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,train/ent_coef,rollout/ep_len_mean
0.0008459126528049375,2.9405672550201416,-179.09165954589844,29,168,-120.51719665527344,4,-4.369242,4931,5032,0.01718161627650261,1258.0
0.0008459126528049375,5.457082748413086,-31.967647552490234,30,334,-122.12091064453125,8,-3.334892,9963,10064,0.0010847289813682437,1258.0
0.0008459126528049375,31.103181838989258,45.48609924316406,29,510,-111.46061706542969,12,-2.72682,14995,15096,0.0019684096332639456,1258.0
0.0008459126528049375,67.60910034179688,93.15377807617188,29,690,-105.81195831298828,16,-2.4151596875,20027,20128,0.0011711576953530312,1258.0
0.0008459126528049375,4.401601314544678,13.058372497558594,26,6,-84.82560729980469,20,-2.2011652500000003,25059,25160,0.0008632763638161123,1258.0
0.0008459126528049375,6.904150485992432,6.970767498016357,27,190,-73.22602844238281,24,-2.063118916666667,30091,30192,0.0007950053550302982,1258.0
0.0008459126528049375,3.496009349822998,-72.87171173095703,27,375,-70.27047729492188,28,-1.9780438571428574,35123,35224,0.0008695651777088642,1258.0
0.0008459126528049375,1.5811594724655151,63.496971130371094,27,561,-68.713623046875,32,-1.9134184375,40155,40256,0.0005119196139276028,1258.0
0.0008459126528049375,4.571937561035156,19.15860939025879,27,733,-62.396156311035156,36,-1.8482562499999997,45187,45288,0.00037652242463082075,1258.0
0.0008459126528049375,5.6565470695495605,43.893531799316406,31,10,-58.3361701965332,40,-1.7964563500000001,50219,50320,0.0007049942505545914,1258.0
0.0008459126528049375,12.822964668273926,1.3896243572235107,30,174,-40.117034912109375,44,-1.7611828863636363,55251,55352,0.001253347028978169,1258.0
0.0008459126528049375,4.813668727874756,-23.966110229492188,29,346,-31.548721313476562,48,-1.7363051875,60283,60384,0.0009108480880968273,1258.0
0.0008459126528049375,6.173964977264404,33.11745071411133,29,520,-19.900535583496094,52,-1.7102385,65315,65416,0.0005543826846405864,1258.0
0.0008459126528049375,3.4772939682006836,-23.326448440551758,29,704,-19.084959030151367,56,-1.6881876964285714,70347,70448,0.0012247915146872401,1258.0
0.0008459126528049375,4.0700578689575195,-25.423709869384766,24,19,-12.055136680603027,60,-1.6786293166666666,75379,75480,0.0004821061447728425,1258.0
0.0008459126528049375,10.119126319885254,0.8363708257675171,28,196,2.755399703979492,64,-1.65501803125,80411,80512,0.000873177545145154,1258.0
0.0008459126528049375,15.034862518310547,-33.157310485839844,28,375,16.173246383666992,68,-1.6384918529411765,85443,85544,0.0011759701883420348,1258.0
0.0008459126528049375,15.280221939086914,10.402787208557129,27,573,23.55934715270996,72,-1.6241731388888887,90475,90576,0.0011991728097200394,1258.0
0.0008459126528049375,15.979408264160156,5.490440845489502,26,767,36.77684783935547,76,-1.6078922763157892,95507,95608,0.0010387119837105274,1258.0
