train/learning_rate,train/critic_loss,train/ent_coef_loss,time/fps,time/time_elapsed,train/actor_loss,time/episodes,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,train/ent_coef,rollout/ep_len_mean
0.0008459126528049375,3.232800006866455,-169.99391174316406,24,202,-122.39320373535156,4,-4.478491,4931,5032,0.017373772338032722,1258.0
0.0008459126528049375,7.780998229980469,128.06590270996094,25,398,-119.47777557373047,8,-3.542933625,9963,10064,0.0011246041394770145,1258.0
0.0008459126528049375,3.5506432056427,-53.72991180419922,25,603,-109.6237564086914,12,-2.896547583333333,14995,15096,0.0011864131083711982,1258.0
0.0008459126528049375,3.021803855895996,-12.314163208007812,25,797,-101.50700378417969,16,-2.558615125,20027,20128,0.000778846035245806,1258.0
0.0008459126528049375,8.191733360290527,82.39916229248047,30,5,-73.03146362304688,20,-2.3391096,25059,25160,0.0014673087280243635,1258.0
0.0008459126528049375,1.8170089721679688,19.74158477783203,27,191,-69.59426879882812,24,-2.2268732083333336,30091,30192,0.0004678808618336916,1258.0
0.0008459126528049375,2.764434337615967,-16.363269805908203,27,377,-57.71932601928711,28,-2.13096775,35123,35224,0.0006969865062274039,1258.0
0.0008459126528049375,2.4784207344055176,9.12612247467041,27,564,-46.64623260498047,32,-2.06656940625,40155,40256,0.00044540417729876935,1258.0
0.0008459126528049375,1.2202954292297363,19.210233688354492,27,750,-43.2838020324707,36,-2.018037388888889,45187,45288,0.0003624178352765739,1258.0
0.0008459126528049375,1.5418589115142822,-26.45907974243164,29,10,-42.23516082763672,40,-1.98493085,50219,50320,0.0002849617740139365,1258.0
0.0008459126528049375,0.32229822874069214,87.84296417236328,30,177,-41.192535400390625,44,-1.9349002499999999,55251,55352,0.00024075795954558998,1258.0
0.0008459126528049375,0.5551328063011169,-17.219301223754883,29,357,-38.47175216674805,48,-1.9068042083333332,60283,60384,0.00020675078849308193,1258.0
0.0008459126528049375,9.01373291015625,-27.58633041381836,28,546,-32.77933120727539,52,-1.8846523076923076,65315,65416,0.0007121551316231489,1258.0
0.0008459126528049375,2.7165756225585938,54.959712982177734,27,731,-31.05484962463379,56,-1.8707920714285715,70347,70448,0.00047749088844284415,1258.0
0.0008459126528049375,10.098503112792969,7.540909290313721,25,18,-28.625577926635742,60,-1.84602,75379,75480,0.0005596856353804469,1258.0
0.0008459126528049375,1.217667579650879,-52.41238021850586,27,201,-21.29130744934082,64,-1.837946203125,80411,80512,0.0003532255068421364,1258.0
0.0008459126528049375,0.8801174163818359,-11.579474449157715,26,397,-20.747724533081055,68,-1.821658705882353,85443,85544,0.00031317409593611956,1258.0
0.0008459126528049375,7.894843101501465,24.552364349365234,26,585,-3.041010856628418,72,-1.794075430555556,90475,90576,0.0012051055673509836,1258.0
0.0008459126528049375,0.971809983253479,37.63083267211914,26,778,0.04027152061462402,76,-1.7856869473684214,95507,95608,0.0003493889234960079,1258.0
