train/ent_coef,rollout/ep_rew_mean,train/actor_loss,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,time/episodes,train/learning_rate,rollout/ep_len_mean,time/fps,train/critic_loss,train/n_updates
0.017205417156219482,-4.149926499999999,-121.52096557617188,5032,-182.3932647705078,450,4,0.0008459126528049375,1258.0,11,1.4255867004394531,4931
0.0010363466572016478,-3.1813801249999996,-129.1450958251953,10064,-24.509395599365234,916,8,0.0008459126528049375,1258.0,10,4.775056838989258,9963
0.0012811325723305345,-2.5798065,-122.5812759399414,15096,-18.632041931152344,1391,12,0.0008459126528049375,1258.0,10,8.971511840820312,14995
0.0010126761626452208,-2.3077093750000004,-112.75846862792969,20128,-17.444068908691406,1866,16,0.0008459126528049375,1258.0,10,7.712501525878906,20027
0.0010940246284008026,-2.07641925,-103.68304443359375,25160,-64.9602279663086,15,20,0.0008459126528049375,1258.0,10,2.542038917541504,25059
0.0005364255048334599,-1.9401010833333334,-102.08164978027344,30192,54.909881591796875,494,24,0.0008459126528049375,1258.0,10,14.872198104858398,30091
0.0013535624602809548,-1.8277816785714287,-84.12557220458984,35224,-23.71230697631836,971,28,0.0008459126528049375,1258.0,10,5.926927089691162,35123
0.0005060096154920757,-1.7526318437500001,-81.80482482910156,40256,133.40576171875,1442,32,0.0008459126528049375,1258.0,10,3.197683334350586,40155
0.0005316995084285736,-1.6736702777777779,-71.10042572021484,45288,-95.02304077148438,1914,36,0.0008459126528049375,1258.0,10,13.073259353637695,45187
0.0010420710314065218,-1.6098940750000001,-65.99361419677734,50320,75.71398162841797,29,40,0.0008459126528049375,1258.0,10,5.372706413269043,50219
0.0008186183986254036,-1.5775678863636364,-60.37825012207031,55352,-21.060434341430664,494,44,0.0008459126528049375,1258.0,10,45.694454193115234,55251
0.0011211516102775931,-1.538726354166667,-55.90276336669922,60384,81.9151840209961,960,48,0.0008459126528049375,1258.0,10,27.60642433166504,60283
0.0008608231437392533,-1.5047520961538463,-48.79509735107422,65416,24.889928817749023,1430,52,0.0008459126528049375,1258.0,10,9.729095458984375,65315
0.0007579142111353576,-1.4815081785714288,-50.538997650146484,70448,-23.29993438720703,1906,56,0.0008459126528049375,1258.0,10,13.773128509521484,70347
0.0005099053378216922,-1.4560906833333334,-47.19205856323242,75480,-18.713375091552734,44,60,0.0008459126528049375,1258.0,10,8.858182907104492,75379
0.0002507907338440418,-1.4398770781250003,-35.96305847167969,80512,-32.23347091674805,520,64,0.0008459126528049375,1258.0,10,3.4064478874206543,80411
0.0004665799788199365,-1.4097476176470591,-29.040674209594727,85544,9.389020919799805,996,68,0.0008459126528049375,1258.0,10,10.598555564880371,85443
0.0005269850371405482,-1.3927192083333335,-23.167285919189453,90576,-8.661927223205566,1470,72,0.0008459126528049375,1258.0,10,4.227947235107422,90475
0.0006916928105056286,-1.3655851973684212,-9.162308692932129,95608,-6.934479713439941,1944,76,0.0008459126528049375,1258.0,10,5.293215751647949,95507
