time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/clip_range,train/entropy_loss,train/std,train/value_loss,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,4085,0,1,,,,,,,,,,,,,
1024,1967,0,2,0.0004092704424510632,0.2,-43.98775613307953,1.0004745721817017,0.17016595862514805,-0.03558419553155545,-0.04274189844727516,0.018709,0.2451171875,16,-0.431376576423645,,
1536,1678,0,3,0.0004092704424510632,0.2,-44.015740633010864,1.0012742280960083,0.003745347108633723,-0.03046277964313049,-0.03042537160217762,0.017920062,0.2794189453125,32,0.018398642539978027,-2.446562,1257.0
2048,1573,1,4,0.0004092704424510632,0.2,-44.01589739322662,1.000596046447754,0.011134478554595262,-0.02657735868706368,-0.03199446573853493,0.022848848,0.3115234375,48,-0.00034546852111816406,-2.446562,1257.0
2560,1512,1,5,0.0004092704424510632,0.2,-44.00984168052673,1.001187801361084,0.002774266366031952,-0.02817815900198184,-0.03498717397451401,0.017338462,0.2501220703125,64,0.048889994621276855,-2.4976215,1257.0
3072,1471,2,6,0.0004092704424510632,0.2,-44.00964176654816,1.0000296831130981,0.021496924746315926,-0.03200423624366522,-0.035602159798145294,0.020402431,0.29345703125,80,-0.012580275535583496,-2.4976215,1257.0
3584,1445,2,7,0.0004092704424510632,0.2,-43.965206265449524,0.9992274641990662,0.007179619336966425,-0.037225854699499905,-0.05273394286632538,0.025483903,0.3363037109375,96,0.0068367719650268555,-2.4976215,1257.0
4096,1425,2,8,0.0004092704424510632,0.2,-43.93175160884857,0.9974075555801392,0.004814995692868251,-0.024327137041836977,-0.028284138068556786,0.020957561,0.266845703125,112,0.008703768253326416,-2.5774033333333333,1257.0
4608,1407,3,9,0.0004092704424510632,0.2,-43.90650033950806,0.998617947101593,0.03607740439474583,-0.0259021652454976,-0.021291740238666534,0.019104896,0.305908203125,128,0.003810286521911621,-2.5774033333333333,1257.0
5120,1393,3,10,0.0004092704424510632,0.2,-43.92252600193024,0.9972508549690247,0.0019859898911818163,-0.028734466643072665,-0.03212751820683479,0.01570706,0.2589111328125,144,0.02059227228164673,-2.56041925,1257.0
5632,1384,4,11,0.0004092704424510632,0.2,-43.82912087440491,0.9929946064949036,0.042185688274912536,-0.021544188173720613,-0.008923279121518135,0.014354158,0.2242431640625,160,-0.0002770423889160156,-2.56041925,1257.0
6144,1375,4,12,0.0004092704424510632,0.2,-43.73001456260681,0.9923218488693237,0.006728183827362955,-0.025465100290603004,-0.025301992893218994,0.014865809,0.2528076171875,176,-0.0009100437164306641,-2.56041925,1257.0
