time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/clip_range,train/entropy_loss,train/std,train/value_loss,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,4156,0,1,,,,,,,,,,,,,
1024,1963,0,2,0.0004092704424510632,0.2,-43.96516239643097,0.9983251094818115,0.12064692079729866,-0.025646276480983943,-0.03464175760746002,0.0101601025,0.197509765625,16,-0.12183940410614014,,
1536,1676,0,3,0.0004092704424510632,0.2,-43.927863121032715,0.9982291460037231,0.005827829503687099,-0.028697432862827554,-0.04744107648730278,0.016206294,0.2734375,32,-0.00533747673034668,-2.722826,1257.0
2048,1562,1,4,0.0004092704424510632,0.2,-43.88905620574951,0.9951233863830566,0.009305476793088019,-0.026196021295618266,-0.023932959884405136,0.01715724,0.256591796875,48,-0.013660550117492676,-2.722826,1257.0
2560,1504,1,5,0.0004092704424510632,0.2,-43.8123425245285,0.9943063855171204,0.0029762978192593437,-0.021899489118368365,-0.023503024131059647,0.02041554,0.2510986328125,64,0.10786104202270508,-2.5791545,1257.0
3072,1466,2,6,0.0004092704424510632,0.2,-43.79701781272888,0.9934807419776917,0.017592852644156665,-0.022868699379614554,-0.02096583880484104,0.018375797,0.265380859375,80,-0.01409757137298584,-2.5791545,1257.0
3584,1442,2,7,0.0004092704424510632,0.2,-43.764524698257446,0.9925381541252136,0.006477482165792026,-0.024756618920946494,-0.03844967857003212,0.020012554,0.2882080078125,96,0.02842634916305542,-2.5791545,1257.0
4096,1417,2,8,0.0004092704424510632,0.2,-43.743613600730896,0.9922158122062683,0.0034381605764792766,-0.025235036155208945,-0.03888710215687752,0.015574209,0.2518310546875,112,0.020340323448181152,-2.5259300000000002,1257.0
4608,1404,3,9,0.0004092704424510632,0.2,-43.7475209236145,0.9926816821098328,0.035346282413229346,-0.028796190686989576,-0.030817333608865738,0.018120151,0.30126953125,128,0.001952052116394043,-2.5259300000000002,1257.0
5120,1395,3,10,0.0004092704424510632,0.2,-43.77332901954651,0.9942371845245361,0.0024770689669821877,-0.027668565016938373,-0.041317518800497055,0.01520591,0.241455078125,144,0.03564882278442383,-2.54303175,1257.0
5632,1387,4,11,0.0004092704424510632,0.2,-43.7938711643219,0.9931368827819824,0.04076288698706776,-0.02308102822280489,-0.011934267356991768,0.01799541,0.241455078125,160,-0.0009219646453857422,-2.54303175,1257.0
6144,1381,4,12,0.0004092704424510632,0.2,-43.765989542007446,0.9935395121574402,0.00512271115439944,-0.025003488233778626,-0.040523696690797806,0.017125089,0.2314453125,176,0.01623588800430298,-2.54303175,1257.0
6656,1375,4,13,0.0004092704424510632,0.2,-43.7913316488266,0.9938730001449585,0.0037801480721100233,-0.02726416225777939,-0.040075093507766724,0.01897046,0.26416015625,192,0.0043010711669921875,-2.5158858,1257.0
7168,1371,5,14,0.0004092704424510632,0.2,-43.76497280597687,0.9920336008071899,0.060255119344219565,-0.028338420641375706,-0.0008105188608169556,0.016827548,0.2733154296875,208,0.0017319917678833008,-2.5158858,1257.0
7680,1366,5,15,0.0004092704424510632,0.2,-43.731552720069885,0.9927586317062378,0.0029733735100307968,-0.01928829112148378,-0.03495552018284798,0.01776835,0.25732421875,224,0.01805824041366577,-2.5332676666666667,1257.0
8192,1363,6,16,0.0004092704424510632,0.2,-43.745736479759216,0.9919268488883972,0.060507965506985784,-0.0235747874394292,0.005034850910305977,0.01705669,0.2462158203125,240,0.003549933433532715,-2.5332676666666667,1257.0
8704,1360,6,17,0.0004092704424510632,0.2,-43.721935749053955,0.9916433691978455,0.0062920774798840284,-0.03400222505297279,-0.04246288165450096,0.021136817,0.3052978515625,256,-0.0013254880905151367,-2.5332676666666667,1257.0
9216,1358,6,18,0.0004092704424510632,0.2,-43.72810769081116,0.9927515983581543,0.004350216462626122,-0.027056712715420872,-0.027046259492635727,0.015484272,0.2286376953125,272,-0.01896059513092041,-2.512648714285714,1257.0
9728,1355,7,19,0.0004092704424510632,0.2,-43.72138965129852,0.9901069402694702,0.08675018441863358,-0.02712401696771849,0.0020691119134426117,0.021079201,0.272216796875,288,0.003510117530822754,-2.512648714285714,1257.0
10240,1352,7,20,0.0004092704424510632,0.2,-43.648096799850464,0.9898170828819275,0.0029962552434881218,-0.021395948439021595,-0.026083718985319138,0.014716815,0.238525390625,304,-0.03985869884490967,-2.4941256249999997,1257.0
10752,1349,7,21,0.0004092704424510632,0.2,-43.64453852176666,0.9886226058006287,0.07929413497913629,-0.0285842089651851,0.0009825490415096283,0.020897383,0.301513671875,320,0.0039217472076416016,-2.4941256249999997,1257.0
11264,1348,8,22,0.0004092704424510632,0.2,-43.568480491638184,0.9856922030448914,0.005463621193484869,-0.027605892915744334,-0.04204963892698288,0.022370553,0.264404296875,336,0.06210976839065552,-2.4941256249999997,1257.0
11776,1346,8,23,0.0004092704424510632,0.2,-43.49311578273773,0.9836608171463013,0.0037498426463571377,-0.02975384079036303,-0.030279409140348434,0.02239132,0.2679443359375,352,-0.028823137283325195,-2.4697426666666664,1257.0
12288,1345,9,24,0.0004092704424510632,0.2,-43.42189407348633,0.9813238978385925,0.0924512566998601,-0.02908379738801159,0.002360876649618149,0.029272815,0.2857666015625,368,0.005940854549407959,-2.4697426666666664,1257.0
12800,1343,9,25,0.0004092704424510632,0.2,-43.35708546638489,0.9798526167869568,0.0046772197165410034,-0.02414023975143209,-0.028998393565416336,0.020011995,0.2265625,384,-0.3341500759124756,-2.4643401999999996,1257.0
13312,1342,9,26,0.0004092704424510632,0.2,-43.34176957607269,0.9800727367401123,0.12073553865775466,-0.03377560844819527,0.019299276173114777,0.02730385,0.2877197265625,400,0.002070784568786621,-2.4643401999999996,1257.0
13824,1341,10,27,0.0004092704424510632,0.2,-43.33736562728882,0.9797409772872925,0.0051439840099192224,-0.030968106279033236,-0.04459215700626373,0.026906606,0.286376953125,416,0.05469745397567749,-2.4643401999999996,1257.0
14336,1339,10,28,0.0004092704424510632,0.2,-43.308436036109924,0.9779210090637207,0.005772524833446369,-0.021795423555886373,-0.03048630803823471,0.014404979,0.20654296875,432,0.031634390354156494,-2.485721636363636,1257.0
14848,1338,11,29,0.0004092704424510632,0.2,-43.23215448856354,0.9755511283874512,0.02512992081756238,-0.022659427238977514,-0.013184778392314911,0.026726324,0.268798828125,448,0.00213778018951416,-2.485721636363636,1257.0
15360,1337,11,30,0.0004092704424510632,0.2,-43.17499339580536,0.9739974141120911,0.006724469014443457,-0.02490867450251244,-0.03794000670313835,0.017631467,0.21484375,464,-0.0025998353958129883,-2.4964036666666662,1257.0
