time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/clip_range,train/entropy_loss,train/std,train/value_loss,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
10240,1327,7,20,0.0004092704424510632,0.2,-43.74266338348389,0.9931822419166565,0.005796158766315784,-0.02634086419129744,-0.03333570808172226,0.017202225,0.2349853515625,304,-0.2419828176498413,-2.55333975,1257.0
10752,1327,8,21,0.0004092704424510632,0.2,-43.75896894931793,0.992364227771759,0.09032322652637959,-0.027318784268572927,0.009324949234724045,0.019221615,0.298583984375,320,0.0021290183067321777,-2.55333975,1257.0
11264,1325,8,22,0.0004092704424510632,0.2,-43.75707733631134,0.9942390322685242,0.0048724702865001746,-0.030584962863940746,-0.03901413828134537,0.020890865,0.308349609375,336,0.11525756120681763,-2.55333975,1257.0
11776,1325,8,23,0.0004092704424510632,0.2,-43.80515909194946,0.9943863749504089,0.004420263023348525,-0.02266523987054825,-0.029567871242761612,0.018085685,0.2318115234375,352,-0.04386496543884277,-2.5491825555555554,1257.0
12288,1323,9,24,0.0004092704424510632,0.2,-43.782841086387634,0.9935069680213928,0.10230524651706219,-0.028935972033650614,-0.0031047388911247253,0.02822764,0.305908203125,368,0.006405353546142578,-2.5491825555555554,1257.0
12800,1322,9,25,0.0004092704424510632,0.2,-43.7706344127655,0.9940056204795837,0.0067183509963797405,-0.025629842362832278,-0.03403380885720253,0.015646936,0.2532958984375,384,-0.048449158668518066,-2.5511877,1257.0
13312,1321,10,26,0.0004092704424510632,0.2,-43.77149498462677,0.9932766556739807,0.1039725427981466,-0.02240526187233627,0.03232433646917343,0.01681019,0.2591552734375,400,0.015800178050994873,-2.5511877,1257.0
13824,1320,10,27,0.0004092704424510632,0.2,-43.73499608039856,0.99183189868927,0.006269272256758995,-0.02314852742711082,-0.03567327558994293,0.01897979,0.2626953125,416,-0.03217577934265137,-2.5511877,1257.0
14336,1319,10,28,0.0004092704424510632,0.2,-43.68805003166199,0.9904488325119019,0.005981440197501797,-0.028270004739169963,-0.04399034380912781,0.019107955,0.26025390625,432,0.051561594009399414,-2.5501570909090905,1257.0
14848,1318,11,29,0.0004092704424510632,0.2,-43.66384398937225,0.9905604124069214,0.020906855359498877,-0.017224082548636943,-0.016016988083720207,0.027392693,0.25634765625,448,0.05191761255264282,-2.5501570909090905,1257.0
15360,1317,11,30,0.0004092704424510632,0.2,-43.654093742370605,0.9894076585769653,0.004666523607738782,-0.025734208116773516,-0.038305457681417465,0.019046819,0.24951171875,464,-0.06713080406188965,-2.5323955833333334,1257.0
15872,1316,12,31,0.0004092704424510632,0.2,-43.623385190963745,0.9889058470726013,0.13686695648357272,-0.02574324309534859,0.02748686634004116,0.019674288,0.2584228515625,480,0.03142833709716797,-2.5323955833333334,1257.0
16384,1314,12,32,0.0004092704424510632,0.2,-43.596906304359436,0.987364649772644,0.004163421632256359,-0.020513824827503413,-0.025748346000909805,0.016561631,0.22021484375,496,0.07841551303863525,-2.512801923076923,1257.0
16896,1314,12,33,0.0004092704424510632,0.2,-43.53241145610809,0.9851762652397156,0.12980823637917638,-0.02383754936454352,0.012555547058582306,0.016968403,0.2242431640625,512,0.016461312770843506,-2.512801923076923,1257.0
17408,1313,13,34,0.0004092704424510632,0.2,-43.483590841293335,0.9845993518829346,0.006190222280565649,-0.019231861282605678,-0.02178323268890381,0.01831898,0.2098388671875,528,-0.4057999849319458,-2.512801923076923,1257.0
17920,1312,13,35,0.0004092704424510632,0.2,-43.4840646982193,0.9850082397460938,0.004318766237702221,-0.026202802633633837,-0.03525495156645775,0.01316472,0.2095947265625,544,-0.0830836296081543,-2.4964586428571427,1257.0
18432,1310,14,36,0.0004092704424510632,0.2,-43.50629723072052,0.9862428307533264,0.12979800370521843,-0.026118992725969292,0.015576869249343872,0.019496104,0.232421875,560,0.017835378646850586,-2.4964586428571427,1257.0
18944,1310,14,37,0.0004092704424510632,0.2,-43.536301612854004,0.9867135286331177,0.004470555089937989,-0.02794377866666764,-0.03608036786317825,0.014514231,0.2230224609375,576,-1.1694324016571045,-2.4902157333333332,1257.0
19456,1309,14,38,0.0004092704424510632,0.2,-43.52217352390289,0.9855693578720093,0.1140954652801156,-0.028417206165613607,0.011568300426006317,0.028883707,0.2904052734375,592,0.03002387285232544,-2.4902157333333332,1257.0
19968,1310,15,39,0.0004092704424510632,0.2,-43.485944390296936,0.9845529198646545,0.009211760450853035,-0.02975587973196525,-0.041494593024253845,0.019122154,0.2674560546875,608,-0.25278520584106445,-2.4902157333333332,1257.0
20480,1309,15,40,0.0004092704424510632,0.2,-43.46423065662384,0.9846818447113037,0.004770704319525976,-0.031334684739704244,-0.03803718090057373,0.018366471,0.2406005859375,624,-0.014487743377685547,-2.5004461250000003,1257.0
20992,1310,16,41,0.0004092704424510632,0.2,-43.467369556427,0.9843325018882751,0.12145134038291872,-0.02361273849965073,0.013403400778770447,0.021778561,0.214599609375,640,0.04051882028579712,-2.5004461250000003,1257.0
21504,1309,16,42,0.0004092704424510632,0.2,-43.44542694091797,0.9833624362945557,0.005092079343739897,-0.035950465011410415,-0.05041329562664032,0.02586329,0.3167724609375,656,-10.402626037597656,-2.4982801176470595,1257.0
22016,1309,16,43,0.0004092704424510632,0.2,-43.40669333934784,0.9816829562187195,0.14674068056046963,-0.024778968683676794,0.006343841552734375,0.023884825,0.2789306640625,672,0.015283644199371338,-2.4982801176470595,1257.0
22528,1309,17,44,0.0004092704424510632,0.2,-43.372241497039795,0.9819579124450684,0.00928582577034831,-0.022045500081731007,-0.023790618404746056,0.013895603,0.2078857421875,688,-1.0580384731292725,-2.4982801176470595,1257.0
23040,1309,17,45,0.0004092704424510632,0.2,-43.40744197368622,0.9835734367370605,0.005390101534430869,-0.020967599761206657,-0.022343384101986885,0.012807665,0.1600341796875,704,-0.013174057006835938,-2.5063455,1257.0
23552,1309,17,46,0.0004092704424510632,0.2,-43.43903994560242,0.9837692975997925,0.13308083452284336,-0.027378848375519738,0.013091646134853363,0.026545279,0.25390625,720,0.045121073722839355,-2.5063455,1257.0
24064,1309,18,47,0.0004092704424510632,0.2,-43.43070030212402,0.9832323789596558,0.0057151613327732775,-0.02426167216617614,-0.03932716324925423,0.017276049,0.2149658203125,736,-6.819520950317383,-2.499609210526316,1257.0
24576,1309,18,48,0.0004092704424510632,0.2,-43.40797507762909,0.9825292825698853,0.13671682495623827,-0.01950423142989166,0.022253308445215225,0.017110178,0.212646484375,752,0.03273582458496094,-2.499609210526316,1257.0
25088,1309,19,49,0.0004092704424510632,0.2,-43.399091601371765,0.9830219149589539,0.009703625604743138,-0.026332843728596345,-0.033670272678136826,0.015382004,0.2374267578125,768,-0.9216271638870239,-2.499609210526316,1257.0
25600,1309,19,50,0.0004092704424510632,0.2,-43.438159584999084,0.9850330948829651,0.003989932898548432,-0.026210903786704876,-0.03718123957514763,0.017239975,0.22265625,784,0.0012456774711608887,-2.5006410000000003,1257.0
26112,1309,19,51,0.0004092704424510632,0.2,-43.47697830200195,0.9850199222564697,0.14463204168714583,-0.023505960270995274,0.012044645845890045,0.020531395,0.20654296875,800,0.0454745888710022,-2.5006410000000003,1257.0
26624,1309,20,52,0.0004092704424510632,0.2,-43.455374002456665,0.984103798866272,0.011605554973357357,-0.028214771758939605,-0.03871369734406471,0.01729516,0.2547607421875,816,-3.346632957458496,-2.500155380952381,1257.0
27136,1309,20,53,0.0004092704424510632,0.2,-43.4267874956131,0.9838029146194458,0.16596240154467523,-0.02789053987362422,0.019014883786439896,0.03632607,0.29248046875,832,0.020454704761505127,-2.500155380952381,1257.0
27648,1309,21,54,0.0004092704424510632,0.2,-43.396665811538696,0.98163241147995,0.01053280133055523,-0.02405924745835364,-0.027356736361980438,0.014357569,0.1982421875,848,-0.8448587656021118,-2.500155380952381,1257.0
28160,1310,21,55,0.0004092704424510632,0.2,-43.33623433113098,0.98074871301651,0.005553944407438394,-0.024280214551254176,-0.037682026624679565,0.017818492,0.2451171875,864,0.26610589027404785,-2.4978602272727275,1257.0
28672,1309,21,56,0.0004092704424510632,0.2,-43.33640801906586,0.981163740158081,0.04458252157201059,-0.018079807370668277,-0.001310514286160469,0.024391137,0.2135009765625,880,0.08639204502105713,-2.4978602272727275,1257.0
29184,1309,22,57,0.0004092704424510632,0.2,-43.348618388175964,0.9815340638160706,0.009373754539410584,-0.025845500560535584,-0.032258447259664536,0.01785144,0.238037109375,896,-0.4369140863418579,-2.4859375652173914,1257.0
29696,1309,22,58,0.0004092704424510632,0.2,-43.35524392127991,0.9818404316902161,0.1639228188432753,-0.023644390399567783,0.042125385254621506,0.022194613,0.18017578125,912,0.19192713499069214,-2.4859375652173914,1257.0
30208,1309,23,59,0.0004092704424510632,0.2,-43.37749397754669,0.9831396341323853,0.016910572128836066,-0.021974352013785392,-0.02875680662691593,0.017952733,0.2249755859375,928,-1.2690021991729736,-2.4847777083333336,1257.0
30720,1309,23,60,0.0004092704424510632,0.2,-43.41850447654724,0.9844303131103516,0.1454777957405895,-0.01966935039672535,0.021331988275051117,0.016208867,0.1544189453125,944,0.38371384143829346,-2.4847777083333336,1257.0
31232,1309,23,61,0.0004092704424510632,0.2,-43.443737268447876,0.9846166372299194,0.014572521584341303,-0.02782370198110584,-0.028587300330400467,0.021651901,0.240234375,960,-0.44758403301239014,-2.4847777083333336,1257.0
31744,1309,24,62,0.0004092704424510632,0.2,-43.439122438430786,0.9845116138458252,0.0038890005598659627,-0.02654268327751197,-0.0386459119617939,0.015297368,0.2193603515625,976,-0.11077439785003662,-2.48220688,1257.0
32256,1309,24,63,0.0004092704424510632,0.2,-43.42206513881683,0.9837517142295837,0.17221982590854168,-0.0188495929032797,0.023191168904304504,0.01844557,0.1544189453125,992,0.10300511121749878,-2.48220688,1257.0
32768,1309,25,64,0.0004092704424510632,0.2,-43.40723264217377,0.9839014410972595,0.008085312714683823,-0.023959027996170335,-0.025458943098783493,0.022190798,0.25146484375,1008,-0.5216944217681885,-2.47638976923077,1257.0
33280,1309,25,65,0.0004092704424510632,0.2,-43.41215896606445,0.9837422370910645,0.16926150768995285,-0.021534738509217277,0.02292218804359436,0.01696447,0.1688232421875,1024,0.10086798667907715,-2.47638976923077,1257.0
33792,1309,25,66,0.0004092704424510632,0.2,-43.404245376586914,0.9836209416389465,0.010287043493008241,-0.026438088825671002,-0.04006822779774666,0.017824292,0.23583984375,1040,-1.3501002788543701,-2.47638976923077,1257.0
34304,1309,26,67,0.0004092704424510632,0.2,-43.415170431137085,0.9844076633453369,0.004345844601630233,-0.027162749582203105,-0.043459855020046234,0.019090798,0.2486572265625,1056,-0.012285232543945312,-2.475758962962963,1257.0
34816,1309,26,68,0.0004092704424510632,0.2,-43.42878293991089,0.9842832088470459,0.18932486977428198,-0.024321394856087863,0.02796565741300583,0.020834621,0.1636962890625,1072,0.09591567516326904,-2.475758962962963,1257.0
35328,1309,26,69,0.0004092704424510632,0.2,-43.431918263435364,0.9849451184272766,0.0050886406388599426,-0.02547408451209776,-0.02852337807416916,0.01396491,0.2265625,1088,-5.72951078414917,-2.4836637857142856,1257.0
35840,1309,27,70,0.0004092704424510632,0.2,-43.44044268131256,0.9842543005943298,0.23375036381185055,-0.019729245192138478,0.05566830933094025,0.019633228,0.1478271484375,1104,0.09700614213943481,-2.4836637857142856,1257.0
36352,1309,27,71,0.0004092704424510632,0.2,-43.41927921772003,0.9836687445640564,0.01500784489326179,-0.023923683154862374,-0.033956319093704224,0.014619402,0.2159423828125,1120,-0.6787781715393066,-2.4836637857142856,1257.0
36864,1309,28,72,0.0004092704424510632,0.2,-43.401384711265564,0.9834003448486328,0.005118289518577512,-0.02439299060642952,-0.038577042520046234,0.0152313225,0.2283935546875,1136,0.004178166389465332,-2.487630172413793,1257.0
37376,1309,28,73,0.0004092704424510632,0.2,-43.40640127658844,0.983565628528595,0.2604131889529526,-0.028182095222291537,0.02483399212360382,0.030517973,0.305419921875,1152,0.021125197410583496,-2.487630172413793,1257.0
37888,1309,28,74,0.0004092704424510632,0.2,-43.37037193775177,0.9805527925491333,0.004751688436954282,-0.02293503121472895,-0.030732249841094017,0.018209305,0.234619140625,1168,-6.992664813995361,-2.494406066666666,1257.0
38400,1309,29,75,0.0004092704424510632,0.2,-43.2951842546463,0.9796627163887024,0.32466768100857735,-0.030925653540180065,0.03991036117076874,0.031742968,0.340576171875,1184,0.016598761081695557,-2.494406066666666,1257.0
38912,1308,29,76,0.0004092704424510632,0.2,-43.28120291233063,0.9791111350059509,0.015884973283391446,-0.027527424914296716,-0.02378908544778824,0.021937482,0.2607421875,1200,-1.1831820011138916,-2.494406066666666,1257.0
39424,1308,30,77,0.0004092704424510632,0.2,-43.256333351135254,0.9785511493682861,0.004657295539800543,-0.025042326538823545,-0.044189732521772385,0.017956521,0.236083984375,1216,0.018526673316955566,-2.4991842580645156,1257.0
39936,1308,30,78,0.0004092704424510632,0.2,-43.24969041347504,0.9788050651550293,0.2800057935528457,-0.023287436153623275,0.021407894790172577,0.018694177,0.1319580078125,1232,0.12997978925704956,-2.4991842580645156,1257.0
40448,1308,30,79,0.0004092704424510632,0.2,-43.22885274887085,0.9767247438430786,0.01743339709355496,-0.028214552818099037,-0.02562166564166546,0.017197493,0.245849609375,1248,-2.3780834674835205,-2.49809109375,1257.0
40960,1308,31,80,0.0004092704424510632,0.2,-43.15550088882446,0.9748654365539551,0.3470170204527676,-0.025883937254548073,0.08479061722755432,0.021612525,0.1875,1264,0.06669080257415771,-2.49809109375,1257.0
41472,1308,31,81,0.0004092704424510632,0.2,-43.131507992744446,0.9754040241241455,0.033824964077211916,-0.019157392060151324,-0.012981453910470009,0.01520386,0.177001953125,1280,-2.1078271865844727,-2.49809109375,1257.0
41984,1308,32,82,0.0004092704424510632,0.2,-43.1359977722168,0.9748799204826355,0.011832489049993455,-0.02844299131538719,-0.03792104870080948,0.019811865,0.255859375,1296,0.3312426209449768,-2.4948693333333334,1257.0
42496,1308,32,83,0.0004092704424510632,0.2,-43.113218665122986,0.9744743704795837,0.087553366785869,-0.0231224772578571,-0.006447050720453262,0.028138675,0.266845703125,1312,0.1254408359527588,-2.4948693333333334,1257.0
43008,1308,32,84,0.0004092704424510632,0.2,-43.103299140930176,0.9743114709854126,0.017063000821508467,-0.02253647695761174,-0.028863083571195602,0.016787598,0.23681640625,1328,-2.2188069820404053,-2.491831470588235,1257.0
43520,1308,33,85,0.0004092704424510632,0.2,-43.10257852077484,0.9745431542396545,0.2739868813659996,-0.017711073232931085,0.07427170127630234,0.014593398,0.1483154296875,1344,0.14753013849258423,-2.491831470588235,1257.0
44032,1308,33,86,0.0004092704424510632,0.2,-43.097888469696045,0.9736816883087158,0.02208074991358444,-0.025229209873941727,-0.023570410907268524,0.02131332,0.2457275390625,1360,-0.568099856376648,-2.4853153142857143,1257.0
44544,1306,34,87,0.0004092704424510632,0.2,-43.077621817588806,0.9739526510238647,0.31439359206706285,-0.015030507362098433,0.1090485081076622,0.0144461375,0.15380859375,1376,0.5742081999778748,-2.4853153142857143,1257.0
45056,1303,34,88,0.0004092704424510632,0.2,-43.080148220062256,0.9732481837272644,0.008757127376156859,-0.028681183699518442,-0.04785604029893875,0.019718468,0.2672119140625,1392,-1.585207223892212,-2.4853153142857143,1257.0
45568,1303,34,89,0.0004092704424510632,0.2,-43.05233883857727,0.972301185131073,0.0033423157656216063,-0.023051831536577083,-0.035104937851428986,0.01586948,0.221435546875,1408,-0.0049849748611450195,-2.487198388888889,1257.0
46080,1303,35,90,0.0004092704424510632,0.2,-43.03091812133789,0.9717118144035339,0.30950032314285636,-0.017243665424757637,0.04121221601963043,0.017465949,0.2159423828125,1424,0.034029483795166016,-2.487198388888889,1257.0
46592,1303,35,91,0.0004092704424510632,0.2,-43.04036629199982,0.973429262638092,0.007220222367323004,-0.02516761772130849,-0.028676968067884445,0.019815668,0.2523193359375,1440,-2.1656694412231445,-2.486584,1257.0
47104,1303,36,92,0.0004092704424510632,0.2,-43.09197413921356,0.9738231897354126,0.3478979831561446,-0.018383022223133594,0.04527716338634491,0.017868195,0.1634521484375,1456,0.06923389434814453,-2.486584,1257.0
47616,1303,36,93,0.0004092704424510632,0.2,-43.08367919921875,0.9733144640922546,0.018931786937173456,-0.020332336076535285,-0.02142219990491867,0.014913257,0.2049560546875,1472,-1.7059807777404785,-2.486584,1257.0
48128,1303,36,94,0.0004092704424510632,0.2,-43.06301498413086,0.972880482673645,0.004438689386006445,-0.028725687530823052,-0.03154560178518295,0.019964427,0.2713623046875,1488,-0.02239704132080078,-2.4866976842105264,1257.0
48640,1303,37,95,0.0004092704424510632,0.2,-43.05173182487488,0.9729534983634949,0.39089654199779034,-0.01946864416822791,0.03989064320921898,0.015524128,0.161376953125,1504,0.11670583486557007,-2.4866976842105264,1257.0
49152,1303,37,96,0.0004092704424510632,0.2,-43.05646812915802,0.9729806184768677,0.019879226485500112,-0.027435513577074744,-0.024613548070192337,0.02235138,0.2664794921875,1520,-4.1761298179626465,-2.483938666666667,1257.0
49664,1303,38,97,0.0004092704424510632,0.2,-43.05984127521515,0.9733949899673462,0.3111068573780358,-0.0162416574312374,0.050760962069034576,0.013626987,0.0894775390625,1536,0.14191681146621704,-2.483938666666667,1257.0
50176,1303,38,98,0.0004092704424510632,0.2,-43.08891940116882,0.9746203422546387,0.01136901997961104,-0.023885977134341374,-0.026816314086318016,0.01608484,0.232421875,1552,-1.7787790298461914,-2.483938666666667,1257.0
50688,1304,38,99,0.0004092704424510632,0.2,-43.07986581325531,0.9721017479896545,0.003824954808806069,-0.022763947810744867,-0.029697200283408165,0.014830101,0.23046875,1568,0.015281319618225098,-2.4799848,1257.0
51200,1304,39,100,0.0004092704424510632,0.2,-43.00383496284485,0.9709538817405701,0.3378092162311077,-0.022440841639763676,0.08128336071968079,0.015842406,0.1717529296875,1584,0.14952689409255981,-2.4799848,1257.0
51712,1304,39,101,0.0004092704424510632,0.2,-42.987502336502075,0.9705930948257446,0.020403277914738283,-0.023181193646450993,-0.03549794852733612,0.022290496,0.2288818359375,1600,-7.604367256164551,-2.480514975609756,1257.0
52224,1304,40,102,0.0004092704424510632,0.2,-42.976328015327454,0.9704256653785706,0.393822121899575,-0.02004648912406992,0.0775713250041008,0.016758792,0.1064453125,1616,0.09522855281829834,-2.480514975609756,1257.0
52736,1305,40,103,0.0004092704424510632,0.2,-42.953530073165894,0.9686052203178406,0.01039391034282744,-0.028972789223189466,-0.03926108404994011,0.019172568,0.2760009765625,1632,-1.4464175701141357,-2.480514975609756,1257.0
53248,1304,40,104,0.0004092704424510632,0.2,-42.88113808631897,0.9661325812339783,0.0038771973995608278,-0.026858347526285797,-0.029327675700187683,0.01843958,0.24609375,1648,-0.011121988296508789,-2.4797293095238095,1257.0
53760,1305,41,105,0.0004092704424510632,0.2,-42.82688128948212,0.965376079082489,0.303493914892897,-0.015727208126918413,0.03018353506922722,0.016774137,0.1053466796875,1664,0.17209869623184204,-2.4797293095238095,1257.0
54272,1305,41,106,0.0004092704424510632,0.2,-42.804789543151855,0.9640698432922363,0.012774902264936827,-0.025190061722241808,-0.031371694058179855,0.017017016,0.229248046875,1680,-7.016634941101074,-2.4768599534883724,1257.0
54784,1305,41,107,0.0004092704424510632,0.2,-42.770167112350464,0.9632810354232788,0.4399567903019488,-0.014638206135714427,0.07547730207443237,0.012477185,0.089599609375,1696,0.08739382028579712,-2.4768599534883724,1257.0
55296,1305,42,108,0.0004092704424510632,0.2,-42.764941334724426,0.9638099670410156,0.011996673696557991,-0.018466823355993256,-0.02517031878232956,0.013604864,0.173095703125,1712,-1.071732759475708,-2.4768599534883724,1257.0
55808,1305,42,109,0.0004092704424510632,0.2,-42.77641558647156,0.9634325504302979,0.07885618950240314,-0.023565617273561656,0.00784994661808014,0.016758002,0.2239990234375,1728,0.3898766040802002,-2.472405931818182,1257.0
56320,1305,43,110,0.0004092704424510632,0.2,-42.75027525424957,0.9623309373855591,0.0995181247126311,-0.019469600447337143,0.008910100907087326,0.025827244,0.2288818359375,1744,0.5974067449569702,-2.472405931818182,1257.0
56832,1305,43,111,0.0004092704424510632,0.2,-42.72250020503998,0.9621313214302063,0.04377412598114461,-0.02936665664310567,-0.02987942285835743,0.025130045,0.277099609375,1760,-0.25646471977233887,-2.473773444444445,1257.0
57344,1305,43,112,0.0004092704424510632,0.2,-42.719648361206055,0.9618132710456848,0.36453463695943356,-0.0166755232057767,0.12146192789077759,0.017128084,0.0928955078125,1776,0.5205521583557129,-2.473773444444445,1257.0
57856,1304,44,113,0.0004092704424510632,0.2,-42.68250608444214,0.9596244096755981,0.013143904012395069,-0.02467507796245627,-0.0375400111079216,0.013898241,0.218994140625,1792,-1.2653172016143799,-2.4690610000000004,1257.0
58368,1304,44,114,0.0004092704424510632,0.2,-42.62805426120758,0.9592514038085938,0.3938447725959122,-0.01474503155623097,0.10634921491146088,0.013181351,0.0826416015625,1808,0.3741229772567749,-2.4690610000000004,1257.0
58880,1304,45,115,0.0004092704424510632,0.2,-42.65667116641998,0.9612790942192078,0.008129335037665442,-0.023503701901063323,-0.02059592306613922,0.017647991,0.2314453125,1824,-2.0926973819732666,-2.4690610000000004,1257.0
59392,1303,45,116,0.0004092704424510632,0.2,-42.66055107116699,0.9586384892463684,0.0035213126175221987,-0.03406327149423305,-0.0431206151843071,0.017644363,0.29248046875,1840,-0.044193387031555176,-2.4687351702127667,1257.0
59904,1303,45,117,0.0004092704424510632,0.2,-42.581228494644165,0.9575145840644836,0.4848749563097954,-0.017001200700178742,0.12859946489334106,0.01546415,0.13671875,1856,0.12157469987869263,-2.4687351702127667,1257.0
60416,1304,46,118,0.0004092704424510632,0.2,-42.57142519950867,0.9581703543663025,0.006878710999444593,-0.028979377675568685,-0.0448809489607811,0.028686343,0.298095703125,1872,-5.381085395812988,-2.4657445,1257.0
60928,1303,46,119,0.0004092704424510632,0.2,-42.58804535865784,0.9581512808799744,0.578394515439868,-0.02022959454188822,0.10943705588579178,0.012841093,0.106201171875,1888,0.1623886227607727,-2.4657445,1257.0
61440,1304,47,120,0.0004092704424510632,0.2,-42.58590638637543,0.9587630033493042,0.021104225161252543,-0.024557211436331272,-0.028511665761470795,0.014716107,0.2281494140625,1904,-1.7810540199279785,-2.4657445,1257.0
61952,1304,47,121,0.0004092704424510632,0.2,-42.601091623306274,0.9583746194839478,0.004695420619100332,-0.0333021477854345,-0.039206769317388535,0.02100965,0.29443359375,1920,-0.01077115535736084,-2.466572959183673,1257.0
62464,1304,47,122,0.0004092704424510632,0.2,-42.57744872570038,0.9577648639678955,0.5567922340705991,-0.01871777535416186,0.0767492800951004,0.01659935,0.1024169921875,1936,0.1646360158920288,-2.466572959183673,1257.0
62976,1304,48,123,0.0004092704424510632,0.2,-42.566924691200256,0.9577735066413879,0.02107578542199917,-0.026440343033755198,-0.033250030130147934,0.02875951,0.2801513671875,1952,-5.066517353057861,-2.46548322,1257.0
63488,1304,48,124,0.0004092704424510632,0.2,-42.574495792388916,0.95790696144104,0.4946157750673592,-0.016516383693669923,0.09965948015451431,0.013074871,0.0823974609375,1968,0.18708515167236328,-2.46548322,1257.0
64000,1304,49,125,0.0004092704424510632,0.2,-42.57250130176544,0.9579386711120605,0.011609375214902684,-0.02684051764663309,-0.03593838959932327,0.015349768,0.2532958984375,1984,-1.5239462852478027,-2.46548322,1257.0
