time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/std,train/loss,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/n_updates,train/value_loss,train/clip_range,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
3950,1,0,512,,,,,,,,,,,,,
1916,2,0,1024,-44.00224471092224,1.0011392831802368,-0.03243929147720337,-0.026887861284194514,-0.2322251796722412,0.016021673,0.0004092704424510632,16,0.11945944179024082,0.2,0.2491455078125,,
1630,3,0,1536,-44.004745960235596,0.9993042349815369,-0.04624682292342186,-0.03133493789937347,-0.03271186351776123,0.016278325,0.0004092704424510632,32,0.004553161859803367,0.2,0.2593994140625,1257.0,-3.21554
1520,4,1,2048,-43.9327130317688,0.9974870085716248,-0.03595445305109024,-0.026911712149740197,0.0005886554718017578,0.021639017,0.0004092704424510632,48,0.013188913377234712,0.2,0.3126220703125,1257.0,-3.21554
1457,5,1,2560,-43.938310384750366,1.0004533529281616,-0.04521102458238602,-0.0333398423390463,0.003373563289642334,0.017103571,0.0004092704424510632,64,0.004472654050914571,0.2,0.3009033203125,1257.0,-3.0659454999999998
1419,6,2,3072,-44.01225709915161,1.0007253885269165,-0.021884435787796974,-0.02324462652904913,0.005619406700134277,0.01799361,0.0004092704424510632,80,0.01653072761837393,0.2,0.28125,1257.0,-3.0659454999999998
1387,7,2,3584,-43.97397029399872,0.9983609318733215,-0.037719495594501495,-0.025668561698694248,0.0018102526664733887,0.017921029,0.0004092704424510632,96,0.0024424760940746637,0.2,0.274658203125,1257.0,-3.0659454999999998
1369,8,2,4096,-43.95522677898407,1.0010104179382324,-0.031215762719511986,-0.022423637106840033,-0.0035054683685302734,0.013457002,0.0004092704424510632,112,0.004426678271556739,0.2,0.209228515625,1257.0,-3.0911656666666665
1357,9,3,4608,-44.03270435333252,1.0013402700424194,-0.011658616364002228,-0.026709563186159357,0.0007755160331726074,0.023810055,0.0004092704424510632,128,0.04055112204514444,0.2,0.32421875,1257.0,-3.0911656666666665
1349,10,3,5120,-44.01279699802399,1.000699758529663,-0.022537503391504288,-0.025798512622714043,0.00484621524810791,0.018347954,0.0004092704424510632,144,0.005760552063293289,0.2,0.263916015625,1257.0,-3.09477025
1342,11,4,5632,-43.97985911369324,0.9992979168891907,-0.013547459617257118,-0.027134021525853314,0.002577543258666992,0.02460282,0.0004092704424510632,160,0.05555026442743838,0.2,0.293701171875,1257.0,-3.09477025
1337,12,4,6144,-43.953160762786865,0.9990034699440002,-0.03669215738773346,-0.024421884503681213,-0.2062433958053589,0.016200166,0.0004092704424510632,176,0.003006462509802077,0.2,0.22412109375,1257.0,-3.09477025
1332,13,4,6656,-43.9447226524353,0.9987531304359436,-0.008728453889489174,-0.02143088253797032,-0.004745125770568848,0.017708914,0.0004092704424510632,192,0.002967845353850862,0.2,0.2213134765625,1257.0,-3.0830171999999996
1327,14,5,7168,-43.9311763048172,0.9981400966644287,-0.0006340276449918747,-0.029779106902424246,0.0015285015106201172,0.023916429,0.0004092704424510632,208,0.06398862565401942,0.2,0.2806396484375,1257.0,-3.0830171999999996
1324,15,5,7680,-43.89147162437439,0.9961487054824829,-0.045812565833330154,-0.028716504588373937,0.0051763057708740234,0.016837139,0.0004092704424510632,224,0.003669094388897065,0.2,0.25732421875,1257.0,-3.022021833333333
1323,16,6,8192,-43.834161162376404,0.9948675632476807,0.0059977807104587555,-0.024767036229604855,0.00474393367767334,0.022388168,0.0004092704424510632,240,0.07424847176298499,0.2,0.2418212890625,1257.0,-3.022021833333333
1318,17,6,8704,-43.80524206161499,0.9940763115882874,-0.03465517237782478,-0.024849812369211577,-0.5005457401275635,0.0171184,0.0004092704424510632,256,0.0031653000733058434,0.2,0.224365234375,1257.0,-3.022021833333333
1314,18,7,9216,-43.79603123664856,0.994957685470581,-0.03749065846204758,-0.022573042020667344,-0.012261152267456055,0.011634901,0.0004092704424510632,272,0.003104531166172819,0.2,0.1763916015625,1257.0,-3.024885142857143
1312,19,7,9728,-43.8037383556366,0.9935461282730103,0.0011194534599781036,-0.030819739011349156,0.0028669238090515137,0.021141257,0.0004092704424510632,288,0.08456313028000295,0.2,0.3116455078125,1257.0,-3.024885142857143
1311,20,7,10240,-43.76343536376953,0.9935901165008545,-0.028401194140315056,-0.02451401765574701,0.04389220476150513,0.016065788,0.0004092704424510632,304,0.0056465090019628406,0.2,0.223388671875,1257.0,-3.033602375
