time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/std,train/loss,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/n_updates,train/value_loss,train/clip_range,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
4084,1,0,512,,,,,,,,,,,,,
1925,2,0,1024,-44.00280559062958,1.0013577938079834,-0.028735056519508362,-0.026692852465203032,-0.03618896007537842,0.018499047,0.0004092704424510632,16,0.21881171307177283,0.2,0.213623046875,,
1650,3,0,1536,-44.03765630722046,1.001919150352478,-0.04089665040373802,-0.030350549146533012,-0.001796722412109375,0.019098453,0.0004092704424510632,32,0.006350698982714675,0.2,0.27197265625,1257.0,-3.206628
1532,4,1,2048,-44.03382444381714,1.0010759830474854,-0.03458082675933838,-0.03250413585919887,0.017064273357391357,0.029266987,0.0004092704424510632,48,0.019896502402843907,0.2,0.3482666015625,1257.0,-3.206628
1477,5,1,2560,-44.006951570510864,1.0004522800445557,-0.02592271752655506,-0.024203465727623552,-0.05485236644744873,0.016119434,0.0004092704424510632,64,0.004841281435801648,0.2,0.227294921875,1257.0,-3.0996275
1437,6,2,3072,-43.99302804470062,1.0000369548797607,-0.034556955099105835,-0.031117534192162566,0.024853229522705078,0.023156997,0.0004092704424510632,80,0.019715523987542838,0.2,0.319091796875,1257.0,-3.0996275
1410,7,2,3584,-43.9631484746933,0.9984694719314575,-0.04366877302527428,-0.034620559570612386,-0.2300792932510376,0.01736584,0.0004092704424510632,96,0.0021425194427138194,0.2,0.291259765625,1257.0,-3.0996275
1393,8,2,4096,-43.924166321754456,0.9979463219642639,-0.04504784941673279,-0.03512734721880406,-0.014960765838623047,0.017543506,0.0004092704424510632,112,0.0046094640347291715,0.2,0.3056640625,1257.0,-3.019318333333333
1374,9,3,4608,-43.940288066864014,0.9998525977134705,-0.0269900094717741,-0.031175960670225322,0.0005580782890319824,0.026544532,0.0004092704424510632,128,0.04154386615846306,0.2,0.3135986328125,1257.0,-3.019318333333333
1360,10,3,5120,-43.97677183151245,0.9994035363197327,-0.043553922325372696,-0.023239943955559283,-0.04695761203765869,0.014471822,0.0004092704424510632,144,0.005165388429304585,0.2,0.2117919921875,1257.0,-3.05158575
1351,11,4,5632,-43.90386354923248,0.9954004883766174,0.00251900777220726,-0.02267952123656869,0.0035482048988342285,0.017169172,0.0004092704424510632,160,0.05497798544820398,0.2,0.2333984375,1257.0,-3.05158575
1345,12,4,6144,-43.78754734992981,0.9927127957344055,-0.039537351578474045,-0.022575446317205206,-0.15308928489685059,0.014684417,0.0004092704424510632,176,0.003764827015402261,0.2,0.2374267578125,1257.0,-3.05158575
1341,13,4,6656,-43.72548592090607,0.9915814399719238,-0.021090954542160034,-0.023922637963551097,-0.004099845886230469,0.014352289,0.0004092704424510632,192,0.0035822864665533416,0.2,0.234619140625,1257.0,-3.1085806000000002
1337,14,5,7168,-43.71553909778595,0.9918785095214844,-0.014443773776292801,-0.037177830665314104,0.002819955348968506,0.03728813,0.0004092704424510632,208,0.07216069148853421,0.2,0.3489990234375,1257.0,-3.1085806000000002
1333,15,5,7680,-43.70184814929962,0.9902480244636536,-0.0251788143068552,-0.02605385353672318,-0.059005022048950195,0.019849733,0.0004092704424510632,224,0.004929895083478186,0.2,0.2496337890625,1257.0,-3.0847648333333333
1329,16,6,8192,-43.6331342458725,0.9878246188163757,0.005201332271099091,-0.024320693672052585,0.00701904296875,0.015352297,0.0004092704424510632,240,0.07799335988238454,0.2,0.2567138671875,1257.0,-3.0847648333333333
1326,17,6,8704,-43.57094597816467,0.9863660335540771,-0.03560466319322586,-0.025797154376050457,-0.4094278812408447,0.015622139,0.0004092704424510632,256,0.0041458303821855225,0.2,0.218994140625,1257.0,-3.0847648333333333
1324,18,6,9216,-43.55710220336914,0.9871999621391296,-0.03120388649404049,-0.023943012347444892,-0.010264396667480469,0.017704181,0.0004092704424510632,272,0.0028915898146806285,0.2,0.2266845703125,1257.0,-3.072372285714286
