rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/ent_coef,time/fps,train/n_updates,train/critic_loss,time/total_timesteps,train/actor_loss,time/time_elapsed,train/ent_coef_loss,train/learning_rate
-4.32216225,4,1258.0,0.01698833703994751,32,4931,2.1352121829986572,5032,-123.01837921142578,153,-160.71238708496094,0.0008459126528049375
-3.3237277499999998,8,1258.0,0.0009750451426953077,32,9963,4.938205718994141,10064,-127.96380615234375,309,27.123271942138672,0.0008459126528049375
-2.774821916666667,12,1258.0,0.0006792998756282032,32,14995,15.932609558105469,15096,-120.2601318359375,466,299.9593811035156,0.0008459126528049375
-2.5123508125000003,16,1258.0,0.0008830091101117432,30,20027,3.1580381393432617,20128,-108.95201873779297,649,-9.534039497375488,0.0008459126528049375
-2.2602912500000003,20,1258.0,0.001044971402734518,25,25059,4.627419471740723,25160,-85.8845443725586,6,-28.72964096069336,0.0008459126528049375
-2.1358145,24,1258.0,0.00040799661655910313,30,30091,2.882298707962036,30192,-78.26734161376953,171,-42.980953216552734,0.0008459126528049375
-2.02793225,28,1258.0,0.0008836261695250869,30,35123,4.848677158355713,35224,-65.54127502441406,336,-65.36705017089844,0.0008459126528049375
-1.9394794687499999,32,1258.0,0.000514976039994508,30,40155,2.690014362335205,40256,-45.354000091552734,500,-31.323829650878906,0.0008459126528049375
-1.9078939166666666,36,1258.0,0.00042920667328871787,30,45187,1.3136160373687744,45288,-43.730648040771484,665,-45.762657165527344,0.0008459126528049375
-1.8421984000000002,40,1258.0,0.0001947533746715635,30,50219,1.003495216369629,50320,-37.336517333984375,10,-106.78326416015625,0.0008459126528049375
-1.7808586590909095,44,1258.0,0.00019519554916769266,27,55251,1.2686055898666382,55352,-32.45798873901367,195,65.48686981201172,0.0008459126528049375
-1.738783458333333,48,1258.0,0.0004664685111492872,27,60283,2.617368221282959,60384,-31.384506225585938,375,-17.63688850402832,0.0008459126528049375
-1.7219048076923071,52,1258.0,0.00017785507952794433,28,65315,0.9864625930786133,65416,-27.55853271484375,537,39.2671012878418,0.0008459126528049375
-1.682947375,56,1258.0,0.00020746301743201911,29,70347,0.6298251152038574,70448,-27.741323471069336,698,-43.958492279052734,0.0008459126528049375
-1.64441695,60,1258.0,0.000288331531919539,24,75379,0.7711668610572815,75480,-27.317373275756836,19,0.020854145288467407,0.0008459126528049375
-1.6332094375000001,64,1258.0,0.0001278288837056607,24,80411,0.972079873085022,80512,-22.189151763916016,222,-11.166055679321289,0.0008459126528049375
-1.6161702205882358,68,1258.0,0.00031112864962778986,25,85443,0.9121929407119751,85544,-20.314783096313477,419,-20.265380859375,0.0008459126528049375
-1.5892295972222223,72,1258.0,0.0001361529721179977,24,90475,1.2482881546020508,90576,-15.336969375610352,624,-4.941715717315674,0.0008459126528049375
