time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/std,train/loss,train/n_updates,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,512,4039,,,,,,,,,,,,,
0,2,1024,2673,0.018348781,0.2615966796875,0.0004092704424510632,0.2,-0.8254222869873047,-0.03385588017408736,-43.966607093811035,0.998759925365448,-0.04678874462842941,16,0.09946011762440321,,
0,3,1536,2410,0.019331764,0.264404296875,0.0004092704424510632,0.2,-0.016962885856628418,-0.030283326108474284,-43.93957996368408,0.9981375336647034,-0.0403895378112793,32,0.004943112944602035,1258.0,-1.952439
0,4,2048,2223,0.021495637,0.293701171875,0.0004092704424510632,0.2,-0.006060004234313965,-0.02284364271326922,-43.90374791622162,0.9965444207191467,-0.032872337847948074,48,0.005598489675321616,1258.0,-1.952439
1,5,2560,2109,0.020265587,0.31396484375,0.0004092704424510632,0.2,-0.010939598083496094,-0.03336047964694444,-43.8762366771698,0.9967618584632874,-0.04466652497649193,64,0.0022999818647804204,1258.0,-2.139038
1,6,3072,2082,0.024625672,0.339111328125,0.0004092704424510632,0.2,-4.9948692321777344e-05,-0.028039380034897476,-43.87210929393768,0.9960308074951172,-0.030519548803567886,80,0.009744022463564761,1258.0,-2.139038
1,7,3584,2071,0.027544772,0.328369140625,0.0004092704424510632,0.2,0.014775633811950684,-0.03235444184974767,-43.872459411621094,0.99720698595047,-0.041657134890556335,96,0.002072510600555688,1258.0,-2.139038
1,8,4096,2063,0.017516311,0.2452392578125,0.0004092704424510632,0.2,0.03619331121444702,-0.02365101466421038,-43.892842411994934,0.9967804551124573,-0.03515089675784111,112,0.004545963725831825,1258.0,-2.099421
2,9,4608,2056,0.01930582,0.29443359375,0.0004092704424510632,0.2,0.02703118324279785,-0.029720553604420274,-43.859333515167236,0.9954532980918884,-0.04195787385106087,128,0.016054348147008568,1258.0,-2.099421
2,10,5120,2050,0.02166678,0.3240966796875,0.0004092704424510632,0.2,0.45128750801086426,-0.03105239855358377,-43.81788611412048,0.9944573640823364,-0.040378618985414505,144,0.0026617908042680938,1258.0,-2.1221285
2,11,5632,2019,0.022468671,0.2841796875,0.0004092704424510632,0.2,0.14363759756088257,-0.026366753489128314,-43.78856909275055,0.9933085441589355,-0.029031094163656235,160,0.01897579920478165,1258.0,-2.1221285
3,12,6144,1993,0.018652784,0.2440185546875,0.0004092704424510632,0.2,-0.26748573780059814,-0.027399572572903708,-43.75536620616913,0.9923019409179688,-0.03896582871675491,176,0.0036663815117208287,1258.0,-2.1221285
3,13,6656,1974,0.018131146,0.223388671875,0.0004092704424510632,0.2,0.3428528904914856,-0.024762494387687184,-43.74264669418335,0.9930338263511658,-0.02244623750448227,192,0.0033764429826987907,1258.0,-2.1520958
3,14,7168,1964,0.028471928,0.298828125,0.0004092704424510632,0.2,0.19844037294387817,-0.0327121605805587,-43.752501130104065,0.9920892119407654,-0.03871352598071098,208,0.026130595535505563,1258.0,-2.1520958
3,15,7680,1955,0.024578176,0.2752685546875,0.0004092704424510632,0.2,0.3289855122566223,-0.028955852932995185,-43.71148681640625,0.9909948110580444,-0.041720110923051834,224,0.005409455457993317,1258.0,-2.1423676666666664
4,16,8192,1953,0.017595962,0.2275390625,0.0004092704424510632,0.2,0.2701494097709656,-0.022809984686318785,-43.71452212333679,0.9926978349685669,-0.03502219170331955,240,0.017886837507830933,1258.0,-2.1423676666666664
4,17,8704,1942,0.016110135,0.2088623046875,0.0004092704424510632,0.2,-1.8380756378173828,-0.021377982397098094,-43.75356340408325,0.9927513599395752,-0.030371952801942825,256,0.0023889882813818986,1258.0,-2.1423676666666664
4,18,9216,1937,0.024076669,0.294921875,0.0004092704424510632,0.2,0.44495368003845215,-0.03199415569542907,-43.73655605316162,0.9917635321617126,-0.03092765063047409,272,0.0023765970436215866,1258.0,-2.1256727142857144
5,19,9728,1927,0.022655727,0.244384765625,0.0004092704424510632,0.2,0.255140483379364,-0.022715290018822998,-43.691988825798035,0.9901646375656128,-0.019735394045710564,288,0.019234605540987104,1258.0,-2.1256727142857144
5,20,10240,1915,0.023224598,0.2672119140625,0.0004092704424510632,0.2,-0.12811219692230225,-0.030948815430747345,-43.66791248321533,0.9905751347541809,-0.044240325689315796,304,0.0060015359413228,1258.0,-2.10980175
5,21,10752,1904,0.025457239,0.2813720703125,0.0004092704424510632,0.2,0.30295050144195557,-0.03186268084391486,-43.68588638305664,0.9910406470298767,-0.03944022208452225,320,0.025948191760107875,1258.0,-2.10980175
5,22,11264,1896,0.017144272,0.217529296875,0.0004092704424510632,0.2,-1.3426907062530518,-0.022136947780381888,-43.653695583343506,0.988126814365387,-0.018641866743564606,336,0.0033975246296904515,1258.0,-2.10980175
6,23,11776,1893,0.023612142,0.25048828125,0.0004092704424510632,0.2,0.3795788288116455,-0.027754532668041065,-43.55498242378235,0.9858946800231934,-0.04075845330953598,352,0.0030309993817354552,1258.0,-2.1196508888888888
6,24,12288,1889,0.024529308,0.2314453125,0.0004092704424510632,0.2,0.20414692163467407,-0.020886259619146585,-43.50177776813507,0.9841024279594421,-0.027628133073449135,368,0.029887856129789725,1258.0,-2.1196508888888888
6,25,12800,1883,0.030661903,0.298583984375,0.0004092704424510632,0.2,-0.07324802875518799,-0.03260944559588097,-43.44146692752838,0.982722818851471,-0.03612779453396797,384,0.01820875526755117,1258.0,-2.098251
7,26,13312,1877,0.024056077,0.2838134765625,0.0004092704424510632,0.2,0.5072897672653198,-0.026372843160061166,-43.418386340141296,0.9828199744224548,-0.02931339666247368,400,0.029158002813346684,1258.0,-2.098251
7,27,13824,1871,0.020418774,0.2884521484375,0.0004092704424510632,0.2,-9.862159729003906,-0.03241718421486439,-43.4121288061142,0.9819134473800659,-0.045694537460803986,416,0.0033253246929234592,1258.0,-2.098251
7,28,14336,1873,0.021274291,0.2603759765625,0.0004092704424510632,0.2,0.42379993200302124,-0.02762958397215698,-43.38348138332367,0.9814063310623169,-0.03484499827027321,432,0.0023931259420351125,1258.0,-2.0930685454545452
7,29,14848,1877,0.030311046,0.29345703125,0.0004092704424510632,0.2,0.19575148820877075,-0.02446794675779529,-43.38080191612244,0.9816559553146362,-0.01912679336965084,448,0.021150580927496776,1258.0,-2.0930685454545452
8,30,15360,1881,0.016269283,0.26806640625,0.0004092704424510632,0.2,-0.2815319299697876,-0.023559618450235575,-43.407604932785034,0.9831452965736389,-0.03262682259082794,464,0.009056220151251182,1258.0,-2.099612583333333
8,31,15872,1884,0.020049136,0.26611328125,0.0004092704424510632,0.2,0.41293275356292725,-0.0265369900589576,-43.4291090965271,0.9825480580329895,-0.024675123393535614,480,0.03657980036223307,1258.0,-2.099612583333333
8,32,16384,1888,0.021634415,0.2489013671875,0.0004092704424510632,0.2,-7.440342903137207,-0.0277169939072337,-43.398560643196106,0.982071578502655,-0.03819854557514191,496,0.005582127469097031,1258.0,-2.1047084615384613
8,33,16896,1887,0.019991787,0.2547607421875,0.0004092704424510632,0.2,0.08403623104095459,-0.026106292702024803,-43.40555477142334,0.9826734066009521,-0.0256380345672369,512,0.050288780010305345,1258.0,-2.1047084615384613
