time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/std,train/loss,train/n_updates,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,512,3878,,,,,,,,,,,,,
0,2,1024,2364,0.023862187,0.3189697265625,0.0004092704424510632,0.2,-0.7464781999588013,-0.04183468842529692,-43.97567009925842,0.9995551705360413,-0.05329037830233574,16,0.10295540872357378,,
0,3,1536,2119,0.017263744,0.2586669921875,0.0004092704424510632,0.2,0.14041095972061157,-0.02957441395847127,-43.960230588912964,0.9986170530319214,-0.04305996373295784,32,0.0033479166741017252,1258.0,-2.136593
1,4,2048,1995,0.018551953,0.2799072265625,0.0004092704424510632,0.2,0.012761831283569336,-0.026944803714286536,-43.89489710330963,0.9951719641685486,-0.02716488018631935,48,0.006787340549635701,1258.0,-2.136593
1,5,2560,1933,0.01812658,0.2593994140625,0.0004092704424510632,0.2,0.05214971303939819,-0.025461403623921797,-43.81610190868378,0.9947421550750732,-0.03214803710579872,64,0.0020514396383077838,1258.0,-2.154553
1,6,3072,1904,0.020997848,0.29833984375,0.0004092704424510632,0.2,0.006994485855102539,-0.02552826559985988,-43.818673729896545,0.9946656227111816,-0.023189164698123932,80,0.010168156964937225,1258.0,-2.154553
1,7,3584,1867,0.021663899,0.2906494140625,0.0004092704424510632,0.2,0.03800100088119507,-0.029108589253155515,-43.77377712726593,0.991432249546051,-0.03267624229192734,96,0.0020186828514852095,1258.0,-2.154553
2,8,4096,1845,0.021688718,0.30419921875,0.0004092704424510632,0.2,0.10534560680389404,-0.029256207490107045,-43.715696692466736,0.9923110604286194,-0.03965608403086662,112,0.003981471003498882,1258.0,-2.194122333333333
2,9,4608,1825,0.019253884,0.284912109375,0.0004092704424510632,0.2,0.04893583059310913,-0.027975263394182548,-43.75743770599365,0.9931679964065552,-0.03531190752983093,128,0.01840398265630938,1258.0,-2.194122333333333
2,10,5120,1810,0.018131305,0.2564697265625,0.0004092704424510632,0.2,0.47604894638061523,-0.02609219944861252,-43.7540864944458,0.9920752644538879,-0.028912939131259918,144,0.003632321677287109,1258.0,-2.1955454999999997
3,11,5632,1802,0.014464313,0.207275390625,0.0004092704424510632,0.2,0.06812715530395508,-0.022882618999574333,-43.69939184188843,0.9899790287017822,-0.02475084364414215,160,0.02434985537547618,1258.0,-2.1955454999999997
3,12,6144,1790,0.020581003,0.236572265625,0.0004092704424510632,0.2,-0.03776586055755615,-0.02496359992073849,-43.66348099708557,0.990193784236908,-0.035242579877376556,176,0.0028483264286478516,1258.0,-2.1955454999999997
3,13,6656,1779,0.016545549,0.2606201171875,0.0004092704424510632,0.2,0.4247106909751892,-0.02841441692726221,-43.67109835147858,0.9899471402168274,-0.03851878270506859,192,0.0025332711738883518,1258.0,-2.1824736
4,14,7168,1770,0.018364385,0.2119140625,0.0004092704424510632,0.2,0.18414640426635742,-0.02502702726633288,-43.647581696510315,0.9890139698982239,-0.02474861964583397,208,0.030143384414259344,1258.0,-2.1824736
4,15,7680,1766,0.02275742,0.222900390625,0.0004092704424510632,0.2,0.46409285068511963,-0.024598065559985116,-43.61328411102295,0.988119900226593,-0.02466117963194847,224,0.006945988301595207,1258.0,-2.1769921666666665
4,16,8192,1765,0.017962378,0.240234375,0.0004092704424510632,0.2,0.21026462316513062,-0.02286541047942592,-43.581668734550476,0.9868361949920654,-0.012232366017997265,240,0.03418557340046391,1258.0,-2.1769921666666665
4,17,8704,1761,0.02011155,0.23046875,0.0004092704424510632,0.2,-1.6246535778045654,-0.023296615734579973,-43.55149602890015,0.9864009618759155,-0.034221455454826355,256,0.002492115043423837,1258.0,-2.1769921666666665
