train/learning_rate,train/ent_coef,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,train/ent_coef_loss,train/n_updates,time/fps,time/episodes,train/critic_loss,time/total_timesteps
0.0008459126528049375,0.01720716431736946,-4.335304,1257.0,-120.77114868164062,242,-161.75868225097656,4927,20,4,2.9998998641967773,5028
0.0008459126528049375,0.001348028308711946,-3.371878125,1257.0,-129.5386962890625,482,0.7804343700408936,9955,20,8,4.6183295249938965,10056
0.0008459126528049375,0.0019756248220801353,-2.8222276666666666,1257.0,-118.59068298339844,742,77.73776245117188,14983,20,12,11.045369148254395,15084
0.0008459126528049375,0.0008132748771458864,-2.5419179375,1257.0,-103.59869384765625,975,-28.29914665222168,20011,20,16,3.4563350677490234,20112
0.0008459126528049375,0.00044587888987734914,-2.3236135,1257.0,-102.3708724975586,6,39.6473503112793,25039,22,20,0.8458807468414307,25140
0.0008459126528049375,0.0006795467343181372,-2.2048027500000003,1257.0,-96.33280944824219,241,-140.985107421875,30067,21,24,1.1857578754425049,30168
0.0008459126528049375,0.0008182983729057014,-2.1055046785714286,1257.0,-91.97393035888672,474,8.198859214782715,35095,21,28,1.7972205877304077,35196
0.0008459126528049375,0.001095470623113215,-2.02591165625,1257.0,-82.12063598632812,719,-31.762941360473633,40123,21,32,3.670020580291748,40224
0.0008459126528049375,0.0008285793010145426,-1.9759466111111113,1257.0,-75.86725616455078,960,-35.93037796020508,45151,21,36,4.037838459014893,45252
0.0008459126528049375,0.0005595713737420738,-1.9123629999999998,1257.0,-70.63984680175781,13,37.359222412109375,50179,21,40,0.7214058041572571,50280
0.0008459126528049375,0.0007006643572822213,-1.8609881590909085,1257.0,-57.017398834228516,257,1.1314946413040161,55207,20,44,32.82997512817383,55308
0.0008459126528049375,0.0012020529247820377,-1.8140486458333331,1257.0,-53.85646057128906,497,31.75237464904785,60235,20,48,41.526763916015625,60336
0.0008459126528049375,0.0007627495797351003,-1.772192692307692,1257.0,-48.658363342285156,740,13.467015266418457,65263,20,52,9.416339874267578,65364
0.0008459126528049375,0.0008312865975312889,-1.7353430357142856,1257.0,-41.2925910949707,974,17.842504501342773,70291,20,56,21.07526397705078,70392
0.0008459126528049375,0.0004931893781758845,-1.6939679999999997,1257.0,-38.38957214355469,19,30.160724639892578,75319,21,60,2.5599124431610107,75420
0.0008459126528049375,0.0008662762120366096,-1.66883921875,1257.0,-36.16387176513672,259,46.3376350402832,80347,20,64,2.455528974533081,80448
0.0008459126528049375,0.000652565504424274,-1.657249235294118,1257.0,-28.71666717529297,503,-41.656463623046875,85375,20,68,7.273731708526611,85476
0.0008459126528049375,0.0011995261302217841,-1.641708777777778,1257.0,-26.56312370300293,747,9.150703430175781,90403,20,72,2.9893579483032227,90504
