time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/n_updates,train/entropy_loss,train/clip_range,train/learning_rate,train/loss,train/clip_fraction,train/value_loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
0,3736,1,512,,,,,,,,,,,,,
0,1863,2,1024,16,-43.96734309196472,0.2,0.0004092704424510632,-0.04122728854417801,0.2359619140625,0.10395331313338829,0.017123649,-0.031685709953308105,-0.03293085246696137,0.9985027313232422,,
0,1591,3,1536,32,-43.9266175031662,0.2,0.0004092704424510632,-0.039872728288173676,0.23779296875,0.0038767986770835705,0.018399991,0.012811005115509033,-0.025775212823646143,0.9978040456771851,-2.142167,1257.0
1,1486,4,2048,48,-43.90756547451019,0.2,0.0004092704424510632,-0.02966725267469883,0.284912109375,0.006576173153007403,0.018335465,-0.011292815208435059,-0.02426624286454171,0.9971160888671875,-2.142167,1257.0
1,1426,5,2560,64,-43.879716634750366,0.2,0.0004092704424510632,-0.03998184949159622,0.26416015625,0.0022856567120470572,0.014986275,0.08631813526153564,-0.030067314801272005,0.9963009357452393,-2.1121575000000004,1257.0
2,1381,6,3072,80,-43.84985136985779,0.2,0.0004092704424510632,-0.031097497791051865,0.2989501953125,0.01271856453968212,0.021647885,-0.0165177583694458,-0.027680944185703993,0.9949248433113098,-2.1121575000000004,1257.0
2,1357,7,3584,96,-43.82153022289276,0.2,0.0004092704424510632,-0.04520662501454353,0.288818359375,0.004224850490572862,0.019184485,0.03797268867492676,-0.034418846655171365,0.9951782822608948,-2.1121575000000004,1257.0
3,1337,8,4096,112,-43.80476701259613,0.2,0.0004092704424510632,-0.03698558732867241,0.281005859375,0.003410016270208871,0.016719596,0.020359039306640625,-0.028011917442199774,0.9930620789527893,-2.1543270000000003,1257.0
3,1326,9,4608,128,-43.72998344898224,0.2,0.0004092704424510632,-0.03761471435427666,0.2767333984375,0.02734889165731147,0.018491983,-0.0016781091690063477,-0.02853596766362898,0.9912036061286926,-2.1543270000000003,1257.0
3,1317,10,5120,144,-43.68758571147919,0.2,0.0004092704424510632,-0.02136104181408882,0.216796875,0.0032401048883912154,0.01696857,0.0873105525970459,-0.02247102596447803,0.990444540977478,-2.2642225000000002,1257.0
4,1308,11,5632,160,-43.65647530555725,0.2,0.0004092704424510632,-0.026393331587314606,0.2694091796875,0.030707691621501,0.020379106,0.0032497644424438477,-0.026412650709971786,0.9892929196357727,-2.2642225000000002,1257.0
4,1302,12,6144,176,-43.64743912220001,0.2,0.0004092704424510632,-0.0389520600438118,0.2305908203125,0.003758158185519278,0.02164621,0.071918785572052,-0.03196257149102166,0.9900299906730652,-2.2642225000000002,1257.0
5,1297,13,6656,192,-43.669777393341064,0.2,0.0004092704424510632,-0.03263740986585617,0.2425537109375,0.004379379453894217,0.017638836,-0.006691575050354004,-0.024178252409910783,0.9906281232833862,-2.2815652,1257.0
5,1293,14,7168,208,-43.668068170547485,0.2,0.0004092704424510632,-0.01878051459789276,0.27099609375,0.04616338072810322,0.020640597,0.0018666386604309082,-0.028130282880738378,0.9897065758705139,-2.2815652,1257.0
5,1289,15,7680,224,-43.62459146976471,0.2,0.0004092704424510632,-0.03599841520190239,0.2791748046875,0.003119214961770922,0.016609732,0.012980759143829346,-0.02731533770565875,0.9881439208984375,-2.2746596666666665,1257.0
6,1283,16,8192,240,-43.60757875442505,0.2,0.0004092704424510632,-0.012319734320044518,0.2451171875,0.048561833100393414,0.017145045,0.006911575794219971,-0.02464020941988565,0.9892592430114746,-2.2746596666666665,1257.0
6,1282,17,8704,256,-43.64243185520172,0.2,0.0004092704424510632,-0.05023227259516716,0.267333984375,0.0033548804858583026,0.022123905,-0.20775973796844482,-0.03021935315337032,0.990017831325531,-2.2746596666666665,1257.0
7,1279,18,9216,272,-43.633004784584045,0.2,0.0004092704424510632,-0.032533157616853714,0.2052001953125,0.00496213193400763,0.015497595,0.01293104887008667,-0.021943173895124346,0.9880526065826416,-2.294057714285714,1257.0
7,1277,19,9728,288,-43.56148147583008,0.2,0.0004092704424510632,-0.0005545914173126221,0.29052734375,0.06800035201013088,0.018741343,0.0024439096450805664,-0.027467966632684693,0.9862898588180542,-2.294057714285714,1257.0
8,1275,20,10240,304,-43.527336955070496,0.2,0.0004092704424510632,-0.03546692430973053,0.264892578125,0.003467927577730734,0.021612257,-0.022121787071228027,-0.029678380757104605,0.9858508110046387,-2.2935007499999998,1257.0
8,1272,21,10752,320,-43.523502707481384,0.2,0.0004092704424510632,-0.01822724938392639,0.303466796875,0.06932730879634619,0.023345176,0.004904329776763916,-0.030208007345208898,0.9860209226608276,-2.2935007499999998,1257.0
8,1270,22,11264,336,-43.49707221984863,0.2,0.0004092704424510632,-0.03284881263971329,0.235595703125,0.005519712729437742,0.019652296,-0.11443853378295898,-0.024142152979038656,0.9845524430274963,-2.2935007499999998,1257.0
9,1268,23,11776,352,-43.44733417034149,0.2,0.0004092704424510632,-0.044167518615722656,0.2532958984375,0.0034031939358101226,0.015516316,0.027522265911102295,-0.02866406038083369,0.9830954670906067,-2.2785605555555555,1257.0
9,1266,24,12288,368,-43.40011441707611,0.2,0.0004092704424510632,0.0052176229655742645,0.2669677734375,0.09033938334323466,0.023966655,0.002466917037963867,-0.02342957368819043,0.9816107749938965,-2.2785605555555555,1257.0
10,1265,25,12800,384,-43.38960897922516,0.2,0.0004092704424510632,-0.0278178621083498,0.29296875,0.003663641655293759,0.023943469,-0.046869635581970215,-0.028108647238695994,0.9834243059158325,-2.2743773,1257.0
10,1264,26,13312,400,-43.454864144325256,0.2,0.0004092704424510632,0.015652671456336975,0.274169921875,0.09406046266667545,0.022752758,0.04037964344024658,-0.028358120791381225,0.9849614500999451,-2.2743773,1257.0
10,1262,27,13824,416,-43.49643909931183,0.2,0.0004092704424510632,-0.025020092725753784,0.237548828125,0.003645322623924585,0.01611775,0.035262346267700195,-0.026618176518240944,0.9864292740821838,-2.2743773,1257.0
11,1261,28,14336,432,-43.531068086624146,0.2,0.0004092704424510632,-0.03014981560409069,0.2861328125,0.006625496011110954,0.02242249,0.16554749011993408,-0.02977782209927682,0.9868073463439941,-2.273420636363636,1257.0
11,1259,29,14848,448,-43.532997846603394,0.2,0.0004092704424510632,-0.02740156650543213,0.275146484375,0.017646851374593098,0.027892575,0.04763686656951904,-0.01895985116425436,0.9868792295455933,-2.273420636363636,1257.0
12,1259,30,15360,464,-43.518213510513306,0.2,0.0004092704424510632,-0.045943912118673325,0.2822265625,0.0062963628297438845,0.022054933,-0.0367891788482666,-0.029668039016542025,0.9855785965919495,-2.3018499999999995,1257.0
