time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/n_updates,train/entropy_loss,train/clip_range,train/learning_rate,train/loss,train/clip_fraction,train/value_loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
0,3864,1,512,,,,,,,,,,,,,
0,1858,2,1024,16,-43.98466372489929,0.2,0.0004092704424510632,-0.04256155341863632,0.239990234375,0.08125892764655873,0.017391324,-0.7388986349105835,-0.030567961774067953,0.9999688863754272,,
0,1580,3,1536,32,-43.9852614402771,0.2,0.0004092704424510632,-0.040762994438409805,0.214111328125,0.004146286148170475,0.012639835,0.07299137115478516,-0.023084408574504778,0.9999314546585083,-2.218904,1257.0
1,1477,4,2048,48,-43.94714856147766,0.2,0.0004092704424510632,-0.0382426492869854,0.27587890625,0.006159272481454536,0.02143301,0.005100548267364502,-0.02864617097657174,0.9969164133071899,-2.218904,1257.0
1,1415,5,2560,64,-43.867581725120544,0.2,0.0004092704424510632,-0.03715415671467781,0.2896728515625,0.003542640850355383,0.023396816,0.07616966962814331,-0.030825639667455107,0.9960330724716187,-2.3582280000000004,1257.0
2,1378,6,3072,80,-43.870401263237,0.2,0.0004092704424510632,-0.022197648882865906,0.2950439453125,0.013356305658817291,0.021144297,-0.021337389945983887,-0.02551176308770664,0.9967414140701294,-2.3582280000000004,1257.0
2,1353,7,3584,96,-43.88449800014496,0.2,0.0004092704424510632,-0.039550747722387314,0.2354736328125,0.003908594808308408,0.012932697,0.08382081985473633,-0.02416465771966614,0.9967183470726013,-2.3582280000000004,1257.0
3,1332,8,4096,112,-43.87365365028381,0.2,0.0004092704424510632,-0.03290870413184166,0.2464599609375,0.004191964755591471,0.016671892,0.03263026475906372,-0.02773626294947462,0.9960557818412781,-2.3878266666666668,1257.0
3,1320,9,4608,128,-43.81791436672211,0.2,0.0004092704424510632,-0.030390949919819832,0.289794921875,0.02722017257474363,0.017967373,0.005632519721984863,-0.03252412778965663,0.9929797053337097,-2.3878266666666668,1257.0
3,1309,10,5120,144,-43.763458490371704,0.2,0.0004092704424510632,-0.029099730774760246,0.2315673828125,0.0020780795348400716,0.016198436,0.11408793926239014,-0.022946131735807285,0.99351966381073,-2.37938225,1257.0
4,1302,11,5632,160,-43.78975236415863,0.2,0.0004092704424510632,-0.007942486554384232,0.216552734375,0.031135608907788992,0.016812757,-0.006453514099121094,-0.022476140962680802,0.9940015077590942,-2.37938225,1257.0
4,1293,12,6144,176,-43.78913187980652,0.2,0.0004092704424510632,-0.028276126831769943,0.2379150390625,0.003560963894415181,0.01855837,0.07240772247314453,-0.02733311540214345,0.9933125972747803,-2.37938225,1257.0
5,1286,13,6656,192,-43.766430616378784,0.2,0.0004092704424510632,-0.022800330072641373,0.3006591796875,0.0037329048573155887,0.021788003,0.0018352270126342773,-0.027692026749718934,0.9930640459060669,-2.382492,1257.0
5,1280,14,7168,208,-43.771597146987915,0.2,0.0004092704424510632,-0.015651166439056396,0.2900390625,0.04978857154492289,0.018014712,0.006720483303070068,-0.026203073852229863,0.9934990406036377,-2.382492,1257.0
6,1277,15,7680,224,-43.758328557014465,0.2,0.0004092704424510632,-0.04631498083472252,0.26513671875,0.002101451354974415,0.018199958,0.04903614521026611,-0.02877281558176037,0.9921662211418152,-2.3770718333333334,1257.0
6,1272,16,8192,240,-43.71536684036255,0.2,0.0004092704424510632,-0.013234831392765045,0.2843017578125,0.049174546264111996,0.024187779,0.00805598497390747,-0.02615837936173193,0.9910889863967896,-2.3770718333333334,1257.0
6,1267,17,8704,256,-43.71503126621246,0.2,0.0004092704424510632,-0.03562604635953903,0.303955078125,0.0030636885821877513,0.030855076,0.09515094757080078,-0.028575010044733062,0.9926016926765442,-2.3770718333333334,1257.0
7,1263,18,9216,272,-43.76660966873169,0.2,0.0004092704424510632,-0.041900597512722015,0.243896484375,0.003034022345673293,0.01842751,-0.03430819511413574,-0.027888252399861813,0.9939605593681335,-2.3666175714285713,1257.0
7,1261,19,9728,288,-43.774165987968445,0.2,0.0004092704424510632,-0.0026332102715969086,0.2547607421875,0.06751837977208197,0.018591402,0.006767451763153076,-0.02506741794059053,0.9926650524139404,-2.3666175714285713,1257.0
8,1259,20,10240,304,-43.75257420539856,0.2,0.0004092704424510632,-0.031106948852539062,0.2625732421875,0.002546965188230388,0.023190623,-0.002791762351989746,-0.028706039593089372,0.9937419891357422,-2.3434813749999996,1257.0
8,1257,21,10752,320,-43.76963770389557,0.2,0.0004092704424510632,-0.011917445808649063,0.2491455078125,0.06633027654606849,0.024260305,0.022332191467285156,-0.027065339687396772,0.9926843047142029,-2.3434813749999996,1257.0
8,1255,22,11264,336,-43.76045250892639,0.2,0.0004092704424510632,-0.04679478704929352,0.2919921875,0.004142083736951463,0.024442296,-0.10811448097229004,-0.03086043540679384,0.9941471815109253,-2.3434813749999996,1257.0
9,1254,23,11776,352,-43.797157406806946,0.2,0.0004092704424510632,-0.02994804084300995,0.206298828125,0.004057463644130621,0.0188931,-0.01700437068939209,-0.023131259447836783,0.9941645860671997,-2.3389013333333333,1257.0
9,1252,24,12288,368,-43.77211368083954,0.2,0.0004092704424510632,-0.009595021605491638,0.2860107421875,0.08555780746974051,0.028793419,0.005784273147583008,-0.02782300626859069,0.9930821061134338,-2.3389013333333333,1257.0
10,1249,25,12800,384,-43.75349259376526,0.2,0.0004092704424510632,-0.0402190163731575,0.2227783203125,0.005552858638111502,0.016265886,-0.22628545761108398,-0.02587165785371326,0.993449866771698,-2.3404917999999997,1257.0
10,1246,26,13312,400,-43.75206458568573,0.2,0.0004092704424510632,0.0335477739572525,0.2098388671875,0.10741881397552788,0.016960742,0.003504335880279541,-0.02202234376454726,0.9927978515625,-2.3404917999999997,1257.0
11,1245,27,13824,416,-43.71096670627594,0.2,0.0004092704424510632,-0.026856273412704468,0.209716796875,0.0036332855306682177,0.01725198,0.046281397342681885,-0.020260714387404732,0.9907246232032776,-2.3404917999999997,1257.0
11,1244,28,14336,432,-43.64652454853058,0.2,0.0004092704424510632,-0.04336009919643402,0.2254638671875,0.005147328301973175,0.017606681,0.011224806308746338,-0.027431668811914278,0.9893553256988525,-2.3385694545454543,1257.0
11,1243,29,14848,448,-43.6331844329834,0.2,0.0004092704424510632,-0.018082594498991966,0.2281494140625,0.01792256600310793,0.022485774,0.007138192653656006,-0.017825444490881637,0.9898858070373535,-2.3385694545454543,1257.0
12,1242,30,15360,464,-43.63288486003876,0.2,0.0004092704424510632,-0.03945618122816086,0.203857421875,0.003418593820242677,0.018814951,-0.1143946647644043,-0.022686505093588494,0.9887142181396484,-2.32131175,1257.0
12,1241,31,15872,480,-43.601653814315796,0.2,0.0004092704424510632,0.026928827166557312,0.22998046875,0.13190580415539443,0.019912831,0.0008828639984130859,-0.025405090884305537,0.9881621599197388,-2.32131175,1257.0
13,1240,32,16384,496,-43.57847785949707,0.2,0.0004092704424510632,-0.038452621549367905,0.2423095703125,0.0028549102862598374,0.0208285,0.05781698226928711,-0.024951158789917827,0.9871483445167542,-2.3015348461538463,1257.0
13,1240,33,16896,512,-43.530107736587524,0.2,0.0004092704424510632,0.014848031103610992,0.2159423828125,0.1298697334714234,0.01715687,0.0013160109519958496,-0.02322058165736962,0.9850643277168274,-2.3015348461538463,1257.0
14,1239,34,17408,528,-43.4869658946991,0.2,0.0004092704424510632,-0.03606273978948593,0.232666015625,0.004043573440867476,0.01784863,-0.008302092552185059,-0.02302639267873019,0.9852455258369446,-2.3015348461538463,1257.0
14,1239,35,17920,544,-43.50825750827789,0.2,0.0004092704424510632,-0.03521527349948883,0.185546875,0.00397785626410041,0.0130188055,-0.0024406909942626953,-0.025053479184862226,0.9858327507972717,-2.2859251428571428,1257.0
14,1238,36,18432,560,-43.53650617599487,0.2,0.0004092704424510632,0.02316882088780403,0.20703125,0.14354077307507396,0.019941192,0.0015411972999572754,-0.02542324663954787,0.9873935580253601,-2.2859251428571428,1257.0
15,1237,37,18944,576,-43.570292711257935,0.2,0.0004092704424510632,-0.03349186107516289,0.24072265625,0.0027442369173513725,0.017104676,-0.4289538860321045,-0.029136871176888235,0.9878227710723877,-2.2797252,1257.0
15,1237,38,19456,592,-43.5585150718689,0.2,0.0004092704424510632,0.042208947241306305,0.2562255859375,0.16352244769223034,0.02418774,0.0016149282455444336,-0.028316929296124727,0.9866937398910522,-2.2797252,1257.0
16,1236,39,19968,608,-43.5163950920105,0.2,0.0004092704424510632,-0.03232598304748535,0.247802734375,0.004936983896186575,0.022319514,0.009576022624969482,-0.029984070803038776,0.9853928089141846,-2.2797252,1257.0
16,1235,40,20480,624,-43.48883664608002,0.2,0.0004092704424510632,-0.037846654653549194,0.2093505859375,0.004529800353338942,0.020284783,-0.07133996486663818,-0.030112359396298416,0.9854681491851807,-2.2900966875,1257.0
16,1234,41,20992,640,-43.48751747608185,0.2,0.0004092704424510632,0.02523181214928627,0.2186279296875,0.14463728154078126,0.024746079,0.006895124912261963,-0.024044292586040683,0.9848577976226807,-2.2900966875,1257.0
17,1234,42,21504,656,-43.467934012413025,0.2,0.0004092704424510632,-0.05110865458846092,0.297607421875,0.003434242973526125,0.027670708,-4.640328884124756,-0.0351792432484217,0.9843322038650513,-2.288349,1257.0
17,1234,43,22016,672,-43.43561124801636,0.2,0.0004092704424510632,0.015438884496688843,0.2369384765625,0.13564657280221581,0.019228604,0.011665940284729004,-0.02580460035824217,0.9824432134628296,-2.288349,1257.0
18,1234,44,22528,688,-43.3895400762558,0.2,0.0004092704424510632,-0.027999844402074814,0.1986083984375,0.006540623064211104,0.015433747,-0.541475772857666,-0.022009985252225306,0.9825176000595093,-2.288349,1257.0
18,1233,45,23040,704,-43.423261761665344,0.2,0.0004092704424510632,-0.023945486173033714,0.1912841796875,0.004929447844915558,0.012999095,-0.027051568031311035,-0.020358295310870744,0.9840039014816284,-2.2957134999999997,1257.0
19,1233,46,23552,720,-43.44948184490204,0.2,0.0004092704424510632,0.016863789409399033,0.2816162109375,0.1616471353918314,0.020915568,0.005164504051208496,-0.02854525879956782,0.9841444492340088,-2.2957134999999997,1257.0
19,1232,47,24064,736,-43.44254016876221,0.2,0.0004092704424510632,-0.03791346400976181,0.203369140625,0.004859233191382373,0.014698209,-4.099798679351807,-0.023411509828292765,0.9837071895599365,-2.288664157894737,1257.0
19,1232,48,24576,752,-43.41659879684448,0.2,0.0004092704424510632,0.019264716655015945,0.2103271484375,0.11866728193126619,0.016530875,0.027953505516052246,-0.02042732629342936,0.9825837016105652,-2.288664157894737,1257.0
20,1232,49,25088,768,-43.40106534957886,0.2,0.0004092704424510632,-0.032199230045080185,0.2381591796875,0.007404366944683716,0.018410241,-1.054255485534668,-0.027230274252360687,0.98310786485672,-2.288664157894737,1257.0
20,1232,50,25600,784,-43.44154191017151,0.2,0.0004092704424510632,-0.039888590574264526,0.2105712890625,0.003288833519036416,0.015957536,-0.11655354499816895,-0.02624853358429391,0.9852248430252075,-2.2894237,1257.0
21,1231,51,26112,800,-43.47793006896973,0.2,0.0004092704424510632,0.015262693166732788,0.2630615234375,0.14046528073959053,0.023548033,0.004769265651702881,-0.025724393606651574,0.9848996996879578,-2.2894237,1257.0
21,1231,52,26624,816,-43.45048260688782,0.2,0.0004092704424510632,-0.040926795452833176,0.250244140625,0.006172978188260458,0.02102901,-1.1524789333343506,-0.02833229475072585,0.9840267300605774,-2.288403380952381,1257.0
22,1230,53,27136,832,-43.427428007125854,0.2,0.0004092704424510632,0.036274708807468414,0.2862548828125,0.16007694602012634,0.03843968,0.013049662113189697,-0.027519922965439036,0.983659565448761,-2.288403380952381,1257.0
22,1230,54,27648,848,-43.399213433265686,0.2,0.0004092704424510632,-0.032948222011327744,0.247802734375,0.005520441569387913,0.017537806,-0.7333154678344727,-0.02637445551226847,0.9816586375236511,-2.288403380952381,1257.0
22,1229,55,28160,864,-43.3438903093338,0.2,0.0004092704424510632,-0.03692827373743057,0.22509765625,0.004710086555860471,0.016579049,0.18240511417388916,-0.022102724891738035,0.9810329079627991,-2.284652090909091,1257.0
23,1229,56,28672,880,-43.34660601615906,0.2,0.0004092704424510632,-0.002275485545396805,0.2027587890625,0.0392416434478946,0.022432396,0.09541422128677368,-0.01794124490697868,0.9813695549964905,-2.284652090909091,1257.0
23,1229,57,29184,896,-43.35600566864014,0.2,0.0004092704424510632,-0.033524040132761,0.2310791015625,0.011331525922287256,0.016544295,-0.3786524534225464,-0.027289508587273303,0.9815046191215515,-2.273127217391304,1257.0
24,1228,58,29696,912,-43.360517501831055,0.2,0.0004092704424510632,0.015780851244926453,0.236572265625,0.1277259923517704,0.025596216,0.10643213987350464,-0.027381502906791866,0.9819018840789795,-2.273127217391304,1257.0
24,1228,59,30208,928,-43.383344650268555,0.2,0.0004092704424510632,-0.029168348759412766,0.2286376953125,0.0065690339397406206,0.018049572,-1.3530361652374268,-0.023281218309421092,0.9832623600959778,-2.2720809583333335,1257.0
24,1228,60,30720,944,-43.430753111839294,0.2,0.0004092704424510632,0.023007798939943314,0.1854248046875,0.1173990007955581,0.017916929,0.1179037094116211,-0.021685145271476358,0.9846396446228027,-2.2720809583333335,1257.0
25,1228,61,31232,960,-43.45604658126831,0.2,0.0004092704424510632,-0.029514342546463013,0.2479248046875,0.012721088074613363,0.02209648,-0.462032675743103,-0.028081725133233704,0.9848914742469788,-2.2720809583333335,1257.0
25,1228,62,31744,976,-43.45210123062134,0.2,0.0004092704424510632,-0.04098954424262047,0.211181640625,0.0035100114073429722,0.0145311635,-0.07005190849304199,-0.02661155883106403,0.9847230315208435,-2.26897548,1257.0
26,1228,63,32256,992,-43.430099844932556,0.2,0.0004092704424510632,0.007625546306371689,0.1766357421875,0.1088098413310945,0.01851711,0.07496196031570435,-0.021386480206274427,0.9836353659629822,-2.26897548,1257.0
26,1227,64,32768,1008,-43.40544414520264,0.2,0.0004092704424510632,-0.02087065577507019,0.2452392578125,0.011889465560670942,0.02073202,-0.47684478759765625,-0.024345396959688514,0.9837912917137146,-2.262895153846154,1257.0
27,1227,65,33280,1024,-43.41256046295166,0.2,0.0004092704424510632,0.010373372584581375,0.159423828125,0.10404809680767357,0.017400283,0.2116032838821411,-0.021815495827468112,0.9836335778236389,-2.262895153846154,1257.0
27,1226,66,33792,1040,-43.40514290332794,0.2,0.0004092704424510632,-0.03398233279585838,0.27783203125,0.005592716712271795,0.021505622,-0.7312270402908325,-0.02684066872461699,0.9835700988769531,-2.262895153846154,1257.0
