train/learning_rate,time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/fps,train/n_updates,train/ent_coef,time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed
0.0008459126528049375,5028,-163.02423095703125,-121.49006652832031,11,4927,0.017581511288881302,4,1257.0,47.6253776550293,-4.8900605,444
0.0008459126528049375,10056,39.767452239990234,-123.7981185913086,11,9955,0.0008728877874091268,8,1257.0,4.726592540740967,-3.8893025000000003,913
0.0008459126528049375,15084,162.1339569091797,-114.00389099121094,10,14983,0.0008029656019061804,12,1257.0,10.475208282470703,-3.152543333333334,1390
0.0008459126528049375,20112,-2.139866352081299,-100.70035552978516,10,20011,0.0006731254397891462,16,1257.0,14.153789520263672,-2.8310136875,1858
0.0008459126528049375,25140,3.157991886138916,-93.2215576171875,11,25039,0.0013273454969748855,20,1257.0,23.178848266601562,-2.62853805,12
0.0008459126528049375,30168,-33.027217864990234,-87.53721618652344,10,30067,0.000974144961219281,24,1257.0,22.520488739013672,-2.4690865416666665,478
0.0008459126528049375,35196,-23.581138610839844,-74.92791748046875,10,35095,0.0006858343258500099,28,1257.0,6.897096633911133,-2.32885425,946
0.0008459126528049375,40224,65.2931900024414,-66.57778930664062,10,40123,0.001054231426678598,32,1257.0,15.44062328338623,-2.20786346875,1413
0.0008459126528049375,45252,-31.377765655517578,-64.30794525146484,10,45151,0.0007316525443457067,36,1257.0,2.324688673019409,-2.1173846666666667,1893
0.0008459126528049375,50280,23.01902961730957,-58.995399475097656,10,50179,0.0005618718569166958,40,1257.0,4.295419692993164,-2.0430976000000003,25
0.0008459126528049375,55308,-6.175256729125977,-50.2716178894043,10,55207,0.00036878057289868593,44,1257.0,2.0511116981506348,-1.9868607500000002,486
0.0008459126528049375,60336,-42.30122375488281,-37.778499603271484,10,60235,0.0015466463519260287,48,1257.0,53.152626037597656,-1.9425199583333335,944
0.0008459126528049375,65364,41.80629348754883,-13.96440315246582,10,65263,0.0008525023004040122,52,1257.0,8.146381378173828,-1.9158723076923077,1408
0.0008459126528049375,70392,94.3090591430664,-7.014568328857422,10,70291,0.00039415000355802476,56,1257.0,2.291567802429199,-1.8914596428571429,1891
0.0008459126528049375,75420,-12.332124710083008,-2.771902322769165,10,75319,0.0003955113934352994,60,1257.0,1.5369994640350342,-1.86074515,40
0.0008459126528049375,80448,-69.73343658447266,-0.33908504247665405,10,80347,0.0006430972716771066,64,1257.0,2.5028200149536133,-1.8311161249999999,530
0.0008459126528049375,85476,-18.833385467529297,4.862156867980957,10,85375,0.0005822271341457963,68,1257.0,1.1437616348266602,-1.807738426470588,1024
0.0008459126528049375,90504,40.47065734863281,10.802616119384766,10,90403,0.00045507107279263437,72,1257.0,0.9824446439743042,-1.7897265833333336,1522
0.0008459126528049375,95532,-26.30878448486328,13.940483093261719,10,95431,0.0005145322647877038,76,1257.0,2.383755683898926,-1.7688625000000002,2015
