train/ent_coef,time/total_timesteps,time/episodes,train/actor_loss,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps
0.01746293529868126,5032,4,-123.2594223022461,397,4931,1.1624252796173096,-169.257568359375,0.0008459126528049375,1258.0,-4.487152,12
0.0010168665321543813,10064,8,-129.85780334472656,801,9963,5.7676310539245605,-61.90480422973633,0.0008459126528049375,1258.0,-3.369279875,12
0.0011300937039777637,15096,12,-127.86207580566406,1190,14995,3.5552825927734375,-43.6433219909668,0.0008459126528049375,1258.0,-2.6987805000000002,12
0.0009909425862133503,20128,16,-109.00558471679688,1584,20027,3.3859610557556152,52.279605865478516,0.0008459126528049375,1258.0,-2.31249525,12
0.0006717005744576454,25160,20,-109.11625671386719,12,25059,2.64357590675354,19.170392990112305,0.0008459126528049375,1258.0,-2.0887585,12
0.0006366511806845665,30192,24,-107.10260009765625,416,30091,2.637483596801758,27.820392608642578,0.0008459126528049375,1258.0,-1.9325475416666666,12
0.0005548343760892749,35224,28,-104.43220520019531,813,35123,7.594057083129883,-43.641483306884766,0.0008459126528049375,1258.0,-1.8186371785714286,12
0.0011722594499588013,40256,32,-101.23103332519531,1228,40155,4.35466194152832,-4.0261454582214355,0.0008459126528049375,1258.0,-1.74170871875,12
0.0010802620090544224,45288,36,-91.96033477783203,1632,45187,4.83087682723999,54.25736999511719,0.0008459126528049375,1258.0,-1.68703675,12
0.0011390282306820154,50320,40,-83.58053588867188,25,50219,13.804956436157227,-7.463289260864258,0.0008459126528049375,1258.0,-1.6553817,12
0.0013300413265824318,55352,44,-78.41053771972656,428,55251,23.669628143310547,-8.899642944335938,0.0008459126528049375,1258.0,-1.6221222727272726,12
0.0007126384880393744,60384,48,-68.09873962402344,830,60283,8.389060974121094,-29.76058006286621,0.0008459126528049375,1258.0,-1.6207593541666665,12
0.0013165764976292849,65416,52,-60.839935302734375,1230,65315,11.618612289428711,-53.4427490234375,0.0008459126528049375,1258.0,-1.5829494423076922,12
0.0010745205217972398,70448,56,-52.27164077758789,1635,70347,27.33024024963379,-100.33770751953125,0.0008459126528049375,1258.0,-1.584725357142857,12
0.0011273347772657871,75480,60,-42.187923431396484,38,75379,9.70035171508789,-68.71143341064453,0.0008459126528049375,1258.0,-1.5833247166666664,12
