train/n_updates,time/episodes,train/ent_coef_loss,time/time_elapsed,train/ent_coef,time/fps,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,rollout/ep_len_mean
4931,4,-173.47500610351562,167,0.017327921465039253,30,-122.54251098632812,1.629734992980957,-5.09276575,5032,0.0008459126528049375,1258.0
9963,8,-1.3034350872039795,341,0.0008461952675133944,29,-129.89178466796875,6.388798713684082,-4.0660251249999995,10064,0.0008459126528049375,1258.0
14995,12,54.11505126953125,517,0.0010997303761541843,29,-130.2560577392578,12.188783645629883,-3.278769749999999,15096,0.0008459126528049375,1258.0
20027,16,63.06340026855469,695,0.000679236080031842,28,-123.8411636352539,6.251681804656982,-2.965032625,20128,0.0008459126528049375,1258.0
25059,20,-41.86307144165039,5,0.0012018323177471757,28,-99.37909698486328,10.165290832519531,-2.7382897500000003,25160,0.0008459126528049375,1258.0
30091,24,-50.976539611816406,169,0.0007433257414959371,30,-90.53190612792969,3.9816854000091553,-2.6103566666666667,30192,0.0008459126528049375,1258.0
35123,28,-39.01165771484375,321,0.0005545264575630426,31,-81.6982650756836,8.840696334838867,-2.525515857142857,35224,0.0008459126528049375,1258.0
40155,32,102.84187316894531,475,0.0005176297854632139,32,-68.70369720458984,4.20576810836792,-2.4543705312500004,40256,0.0008459126528049375,1258.0
45187,36,14.76901626586914,627,0.0006576444720849395,32,-65.31568908691406,1.3914380073547363,-2.356715555555556,45288,0.0008459126528049375,1258.0
50219,40,-11.012951850891113,9,0.00017920334357768297,32,-62.448238372802734,0.7006945610046387,-2.300040175,50320,0.0008459126528049375,1258.0
55251,44,7.755191802978516,180,0.0004048341070301831,29,-58.4176025390625,1.2799413204193115,-2.236611431818182,55352,0.0008459126528049375,1258.0
60283,48,31.18929672241211,357,0.00026585557498037815,29,-55.94614028930664,0.9230630993843079,-2.176853458333333,60384,0.0008459126528049375,1258.0
65315,52,-51.81564712524414,536,0.0006269544828683138,28,-47.4873161315918,9.977256774902344,-2.13231375,65416,0.0008459126528049375,1258.0
70347,56,19.753223419189453,716,0.0007272209622897208,28,-45.56330871582031,10.029417037963867,-2.116613625,70448,0.0008459126528049375,1258.0
75379,60,-4.624656677246094,17,0.0005823345854878426,27,-43.13102340698242,4.447703838348389,-2.085567466666667,75480,0.0008459126528049375,1258.0
80411,64,-15.936300277709961,201,0.0007920422358438373,27,-36.871498107910156,4.790321350097656,-2.0617436875,80512,0.0008459126528049375,1258.0
85443,68,-10.446266174316406,376,0.0006729062297381461,27,-34.005821228027344,3.983206272125244,-2.0452221323529414,85544,0.0008459126528049375,1258.0
90475,72,-28.70874786376953,562,0.0011808633571490645,27,-31.185043334960938,6.2953386306762695,-2.024272875,90576,0.0008459126528049375,1258.0
95507,76,-2.1963460445404053,747,0.000784274423494935,27,-23.309268951416016,5.11204195022583,-2.017453671052632,95608,0.0008459126528049375,1258.0
