rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/actor_loss,train/learning_rate,train/ent_coef_loss,time/fps,rollout/ep_rew_mean,train/n_updates,train/ent_coef,time/total_timesteps,time/episodes
1258.0,433,1.670370101928711,-121.50011444091797,0.0008459126528049375,-165.048095703125,11,-4.3752175,4931,0.01737394742667675,5032,4
1258.0,876,1.3889397382736206,-126.67514038085938,0.0008459126528049375,21.13920021057129,11,-3.360217,9963,0.0013034585863351822,10064,8
1258.0,1338,2.0163896083831787,-130.67393493652344,0.0008459126528049375,-48.6219596862793,11,-2.747446666666667,14995,0.0009741593967191875,15096,12
1258.0,1802,3.610118865966797,-132.3787841796875,0.0008459126528049375,-36.2347412109375,11,-2.4252531875,20027,0.0010179299861192703,20128,16
1258.0,14,4.827071666717529,-130.79197692871094,0.0008459126528049375,151.89950561523438,11,-2.2370533,25059,0.0005996573017910123,25160,20
1258.0,472,3.7335424423217773,-126.80028533935547,0.0008459126528049375,8.175657272338867,10,-2.0826422499999997,30091,0.0006628081318922341,30192,24
1258.0,922,6.417526721954346,-120.9593505859375,0.0008459126528049375,69.88456726074219,11,-1.9767956428571427,35123,0.0018621019553393126,35224,28
1258.0,1370,19.818519592285156,-106.72612762451172,0.0008459126528049375,-37.41804504394531,11,-1.91998775,40155,0.000880927313119173,40256,32
1258.0,1822,9.071401596069336,-87.1744155883789,0.0008459126528049375,-2.4274775981903076,11,-1.87931075,45187,0.0015621676575392485,45288,36
1258.0,29,18.72061538696289,-73.95150756835938,0.0008459126528049375,-49.851905822753906,10,-1.8157551249999997,50219,0.002007673494517803,50320,40
1258.0,484,17.378623962402344,-61.32904052734375,0.0008459126528049375,2.95711088180542,11,-1.770441909090909,55251,0.003625974291935563,55352,44
1258.0,932,27.07681655883789,-40.523136138916016,0.0008459126528049375,-6.328762531280518,11,-1.7435838124999998,60283,0.0017609173664823174,60384,48
1258.0,1381,7.722552299499512,-31.857803344726562,0.0008459126528049375,-69.728515625,11,-1.7058458269230767,65315,0.0012482957681640983,65416,52
1258.0,1833,5.714643478393555,-22.96017074584961,0.0008459126528049375,-26.961139678955078,11,-1.678660267857143,70347,0.0008127185865305364,70448,56
1258.0,44,3.3292951583862305,-18.46153450012207,0.0008459126528049375,-21.14299774169922,10,-1.6477585666666668,75379,0.0009523261105641723,75480,60
1258.0,521,2.220107078552246,-11.868978500366211,0.0008459126528049375,9.98422622680664,10,-1.62214625,80411,0.0004133781767450273,80512,64
1258.0,1004,1.9580867290496826,-8.179829597473145,0.0008459126528049375,-69.64566802978516,10,-1.5977330147058824,85443,0.00020132680947426707,85544,68
1258.0,1482,1.8703477382659912,-4.747577667236328,0.0008459126528049375,92.21806335449219,10,-1.5730170694444443,90475,0.00033938264823518693,90576,72
