time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/std,train/clip_fraction,train/n_updates,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,4092,,,,,,,,,,,,,
2,0,1024,2438,0.10826173426539754,1.0010861158370972,0.19189453125,16,0.0004092704424510632,-0.8907492160797119,0.2,-0.023089067835826427,0.012610904,-44.005655169487,-0.03382701054215431,,
3,0,1536,2135,0.002527191834815312,0.9991673827171326,0.23876953125,32,0.0004092704424510632,0.010840535163879395,0.2,-0.024351751620997675,0.015476007,-43.99562108516693,-0.028889693319797516,-2.230247,1223.0
4,1,2048,2021,0.00968422056757845,0.9985819458961487,0.204345703125,48,0.0004092704424510632,-0.004176139831542969,0.2,-0.022431441873777658,0.016381737,-43.94535219669342,-0.02683189883828163,-2.230247,1223.0
5,1,2560,1964,0.0014534912497765617,0.9984716773033142,0.2802734375,64,0.0004092704424510632,0.015464067459106445,0.2,-0.028449239092878997,0.018564261,-43.93735122680664,-0.047260139137506485,-2.2874844999999997,1223.0
6,1,3072,1914,0.015332247974583879,0.9981417059898376,0.258056640625,80,0.0004092704424510632,0.002570629119873047,0.2,-0.0245787004387239,0.0137894945,-43.927778244018555,-0.03609330207109451,-2.2874844999999997,1223.0
7,1,3584,1889,0.001922916966577759,0.9967465996742249,0.29052734375,96,0.0004092704424510632,0.00491023063659668,0.2,-0.028220821521244943,0.02245007,-43.90830755233765,-0.034387748688459396,-2.2874844999999997,1223.0
8,2,4096,1875,0.002374413645156892,0.995254397392273,0.2626953125,112,0.0004092704424510632,0.02698737382888794,0.2,-0.02549111796543002,0.0150073,-43.85667312145233,-0.03555363044142723,-2.2981576666666665,1223.0
9,2,4608,1859,0.02623767824843526,0.9934645295143127,0.29541015625,128,0.0004092704424510632,0.0007860660552978516,0.2,-0.02932424479513429,0.020457748,-43.80752921104431,-0.025159109383821487,-2.2981576666666665,1223.0
10,2,5120,1847,0.001463246539060492,0.9939353466033936,0.32421875,144,0.0004092704424510632,0.06016141176223755,0.2,-0.03223484153568279,0.022448981,-43.778815150260925,-0.042751193046569824,-2.315172,1223.0
11,3,5632,1839,0.034207499818876386,0.9938012361526489,0.3135986328125,160,0.0004092704424510632,0.006903529167175293,0.2,-0.02853594317275565,0.025753533,-43.78868079185486,-0.021801944822072983,-2.315172,1223.0
12,3,6144,1828,0.0013431590996333398,0.9914097189903259,0.21142578125,176,0.0004092704424510632,0.017051994800567627,0.2,-0.023583249683724716,0.013177933,-43.75266182422638,-0.02542530931532383,-2.3182394000000004,1223.0
13,3,6656,1820,0.04091001325286925,0.9913483262062073,0.2523193359375,192,0.0004092704424510632,0.006878256797790527,0.2,-0.02401516234385781,0.0146004725,-43.701860785484314,-0.009829379618167877,-2.3182394000000004,1223.0
14,3,7168,1809,0.0026778546889545396,0.9916465282440186,0.27978515625,208,0.0004092704424510632,0.0388372540473938,0.2,-0.03387466855929233,0.018652031,-43.70900094509125,-0.057108074426651,-2.3182394000000004,1223.0
15,4,7680,1802,0.0020994907572458033,0.9901103377342224,0.2705078125,224,0.0004092704424510632,0.03175187110900879,0.2,-0.029512394772609696,0.019656226,-43.70199012756348,-0.02888518199324608,-2.317542166666667,1223.0
16,4,8192,1798,0.057987538166344166,0.9888726472854614,0.31494140625,240,0.0004092704424510632,0.004858553409576416,0.2,-0.02939485086244531,0.023159191,-43.641785621643066,-0.0150860995054245,-2.317542166666667,1223.0
17,4,8704,1793,0.001904529988678405,0.9919265508651733,0.256103515625,256,0.0004092704424510632,0.14073872566223145,0.2,-0.029362946559558623,0.01641193,-43.66646933555603,-0.04440748691558838,-2.3265947142857146,1223.0
18,5,9216,1791,0.0538454435300082,0.9932479858398438,0.206298828125,272,0.0004092704424510632,0.04496598243713379,0.2,-0.02150541245646309,0.016241439,-43.75320363044739,-0.001401711255311966,-2.3265947142857146,1223.0
19,5,9728,1789,0.0027505162834131625,0.9918066263198853,0.2734375,288,0.0004092704424510632,0.12121963500976562,0.2,-0.02798096401966177,0.01960993,-43.74830412864685,-0.03202368691563606,-2.3265947142857146,1223.0
20,5,10240,1785,0.0024154534803528804,0.9912241101264954,0.2138671875,304,0.0004092704424510632,-0.04539000988006592,0.2,-0.02179915901797358,0.019521892,-43.70633506774902,-0.029841940850019455,-2.3146467499999996,1223.0
21,6,10752,1783,0.0563527358463034,0.9897242784500122,0.263916015625,320,0.0004092704424510632,0.02928870916366577,0.2,-0.024133968327078037,0.019022368,-43.68487513065338,-0.010177362710237503,-2.3146467499999996,1223.0
22,6,11264,1781,0.002551123972807545,0.9908238053321838,0.1885986328125,336,0.0004092704424510632,-0.8569982051849365,0.2,-0.01925023426883854,0.014775321,-43.65860974788666,-0.01112031377851963,-2.319652222222222,1223.0
23,6,11776,1780,0.06165617879014462,0.9902715086936951,0.2679443359375,352,0.0004092704424510632,0.10321158170700073,0.2,-0.023778492875862867,0.020334635,-43.687092423439026,-0.007588913664221764,-2.319652222222222,1223.0
24,6,12288,1778,0.002680617275473196,0.9926797747612,0.242919921875,368,0.0004092704424510632,-1.1219878196716309,0.2,-0.027238464404945262,0.01955083,-43.698012471199036,-0.04628245532512665,-2.2988285999999993,1223.0
25,7,12800,1777,0.07309229276143014,0.9918888211250305,0.2508544921875,384,0.0004092704424510632,0.0427626371383667,0.2,-0.0252267824835144,0.023086887,-43.74336266517639,0.00048720836639404297,-2.2988285999999993,1223.0
26,7,13312,1774,0.006456552502640989,0.991999089717865,0.1925048828125,400,0.0004092704424510632,-0.4648091793060303,0.2,-0.02020587791048456,0.013918772,-43.71370494365692,-0.03609442710876465,-2.2988285999999993,1223.0
27,7,13824,1772,0.0025845174241112545,0.9916748404502869,0.197021484375,416,0.0004092704424510632,-0.004942417144775391,0.2,-0.022187588998349383,0.016988235,-43.71563708782196,-0.04025043174624443,-2.2821768181818176,1223.0
28,8,14336,1770,0.09401997621171176,0.9898898005485535,0.237060546875,432,0.0004092704424510632,0.029638826847076416,0.2,-0.02554317306203302,0.022363763,-43.68562996387482,-0.004183899611234665,-2.2821768181818176,1223.0
29,8,14848,1768,0.02565953865996562,0.990384578704834,0.154296875,448,0.0004092704424510632,-1.7894177436828613,0.2,-0.0198879500530893,0.016946549,-43.65439438819885,-0.022648880258202553,-2.2782055,1223.0
30,8,15360,1765,0.1414595830719918,0.9889726042747498,0.2166748046875,464,0.0004092704424510632,0.0012703537940979004,0.2,-0.024272395006846637,0.018157229,-43.656015515327454,0.02836861088871956,-2.2782055,1223.0
31,8,15872,1764,0.0018420920623611892,0.9885296821594238,0.212158203125,480,0.0004092704424510632,0.03463554382324219,0.2,-0.02090861050237436,0.01787705,-43.6147027015686,-0.038933105766773224,-2.2782055,1223.0
32,9,16384,1761,0.0026721076865214854,0.987041711807251,0.2589111328125,496,0.0004092704424510632,0.06573218107223511,0.2,-0.029695914752664976,0.023594255,-43.595572113990784,-0.05166297033429146,-2.2716206153846152,1223.0
33,9,16896,1759,0.10904322238638997,0.985698938369751,0.3341064453125,512,0.0004092704424510632,0.013248085975646973,0.2,-0.02974076849204721,0.041607708,-43.5409060716629,0.031463004648685455,-2.2716206153846152,1223.0
34,9,17408,1757,0.0022903456665517297,0.9842350482940674,0.1878662109375,528,0.0004092704424510632,-0.2237093448638916,0.2,-0.02033034111809684,0.015322422,-43.50079047679901,-0.031459689140319824,-2.270459785714286,1223.0
35,10,17920,1755,0.1914418675005436,0.9844116568565369,0.277587890625,544,0.0004092704424510632,0.0023607611656188965,0.2,-0.026247790785419056,0.026150703,-43.47072792053223,0.061555955559015274,-2.270459785714286,1223.0
36,10,18432,1754,0.0019727020153368358,0.9837768077850342,0.2686767578125,560,0.0004092704424510632,-0.6148451566696167,0.2,-0.028290303569519892,0.018892726,-43.47149658203125,-0.03188663348555565,-2.2567004666666666,1223.0
37,10,18944,1752,0.16597720445133746,0.9828469157218933,0.2623291015625,576,0.0004092704424510632,0.014655232429504395,0.2,-0.025960090599255636,0.01788028,-43.44597244262695,0.039093486964702606,-2.2567004666666666,1223.0
38,11,19456,1751,0.0031248536506609526,0.9810765385627747,0.2733154296875,592,0.0004092704424510632,-0.886443018913269,0.2,-0.030692988308146596,0.019277014,-43.404550552368164,-0.042386915534734726,-2.2567004666666666,1223.0
39,11,19968,1750,0.002923920575994998,0.9810272455215454,0.2156982421875,608,0.0004092704424510632,-0.03757786750793457,0.2,-0.02230043211602606,0.014424233,-43.365527987480164,-0.029442904517054558,-2.2602129375,1223.0
40,11,20480,1749,0.15984060615301132,0.9812200665473938,0.241943359375,624,0.0004092704424510632,0.01764434576034546,0.2,-0.02444909637051751,0.022822231,-43.37561070919037,0.04849741607904434,-2.2602129375,1223.0
41,12,20992,1748,0.004539329507679213,0.9812930226325989,0.2462158203125,640,0.0004092704424510632,-2.4245548248291016,0.2,-0.028485907765571028,0.01940695,-43.375319480895996,-0.04414428398013115,-2.257166882352941,1223.0
42,12,21504,1751,0.15475088194943964,0.9808802008628845,0.2156982421875,656,0.0004092704424510632,0.03481394052505493,0.2,-0.02334778012300376,0.016005771,-43.37413215637207,0.031649790704250336,-2.257166882352941,1223.0
43,12,22016,1750,0.005858927957888227,0.9813951253890991,0.2711181640625,672,0.0004092704424510632,-0.7028982639312744,0.2,-0.02856406371574849,0.0220747,-43.36958062648773,-0.04186561331152916,-2.2603039444444444,1223.0
44,12,22528,1749,0.16318161273375154,0.980732262134552,0.20263671875,688,0.0004092704424510632,0.15293830633163452,0.2,-0.0212725348501408,0.019935325,-43.37325203418732,0.029929721727967262,-2.2603039444444444,1223.0
45,13,23040,1749,0.010933900659438223,0.9809681177139282,0.2032470703125,704,0.0004092704424510632,-0.9363173246383667,0.2,-0.02423408193862997,0.017101422,-43.359543561935425,-0.0229946319013834,-2.2603039444444444,1223.0
46,13,23552,1748,0.003927944118913729,0.9822888374328613,0.2225341796875,720,0.0004092704424510632,-0.08381295204162598,0.2,-0.027674725199176464,0.018297669,-43.391767501831055,-0.04971626400947571,-2.263159052631579,1223.0
47,13,24064,1748,0.19672911590896547,0.9829163551330566,0.222900390625,736,0.0004092704424510632,0.04192948341369629,0.2,-0.02154145137319574,0.019143803,-43.42440938949585,0.02480102702975273,-2.263159052631579,1223.0
48,14,24576,1747,0.011873485855176114,0.9828720688819885,0.2247314453125,752,0.0004092704424510632,-1.5036523342132568,0.2,-0.025920844593201764,0.027778186,-43.42886137962341,-0.036595895886421204,-2.2617088,1223.0
49,14,25088,1746,0.19304373068735003,0.9825613498687744,0.2366943359375,768,0.0004092704424510632,0.036486685276031494,0.2,-0.02326557133346796,0.024321686,-43.421595215797424,0.03967789188027382,-2.2617088,1223.0
50,14,25600,1745,0.01444468935369514,0.9807246327400208,0.2139892578125,784,0.0004092704424510632,-0.6557716131210327,0.2,-0.0223501992149977,0.019883603,-43.39116811752319,-0.028986984863877296,-2.2617088,1223.0
51,14,26112,1745,0.0037074509309604764,0.9804376363754272,0.214111328125,800,0.0004092704424510632,-0.43644726276397705,0.2,-0.023419064295012504,0.016946847,-43.347616314888,-0.04222765937447548,-2.2610026190476193,1223.0
