time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/std,train/clip_fraction,train/n_updates,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,4066,,,,,,,,,,,,,
2,0,1024,2381,0.1904693592514377,1.0004420280456543,0.2578125,16,0.0004092704424510632,-0.7102117538452148,0.2,-0.033146841888083145,0.018583706,-43.98915350437164,-0.0385080948472023,,
3,0,1536,2086,0.0034914483185275458,0.9999389052391052,0.28955078125,32,0.0004092704424510632,-0.19063866138458252,0.2,-0.03348194103455171,0.022099573,-43.996060490608215,-0.04107210785150528,-2.299322,1223.0
4,1,2048,1962,0.016038663598010316,0.9984068274497986,0.29833984375,48,0.0004092704424510632,0.017152905464172363,0.2,-0.02690844605967868,0.018943727,-43.96014857292175,-0.028572773560881615,-2.299322,1223.0
5,1,2560,1901,0.0017400434790033614,0.9991339445114136,0.2249755859375,64,0.0004092704424510632,-0.07091176509857178,0.2,-0.02315392628952395,0.015226139,-43.93888461589813,-0.034617893397808075,-2.373182,1223.0
6,1,3072,1857,0.020331286767031997,0.9990466237068176,0.3076171875,80,0.0004092704424510632,0.014038681983947754,0.2,-0.029097303486196324,0.01852768,-43.95843434333801,-0.023565683513879776,-2.373182,1223.0
7,1,3584,1830,0.002519403427868383,0.9986274242401123,0.23291015625,96,0.0004092704424510632,-0.08097243309020996,0.2,-0.022863349426188506,0.015675858,-43.94848656654358,-0.02620610222220421,-2.373182,1223.0
8,2,4096,1814,0.0026296440228179563,0.9999305605888367,0.272705078125,112,0.0004092704424510632,-0.07646536827087402,0.2,-0.02983607814530842,0.01834752,-43.95601987838745,-0.04338448494672775,-2.3280896666666666,1223.0
9,2,4608,1795,0.03150483063654974,1.000523567199707,0.2584228515625,128,0.0004092704424510632,0.009258091449737549,0.2,-0.024594264876213856,0.019787898,-43.98877143859863,-0.019904425367712975,-2.3280896666666666,1223.0
10,2,5120,1780,0.0014528000265272567,1.000300645828247,0.2454833984375,144,0.0004092704424510632,0.06341409683227539,0.2,-0.025286597781814635,0.015201597,-43.997769355773926,-0.020927995443344116,-2.26909125,1223.0
11,3,5632,1769,0.03895751107484102,1.0015307664871216,0.2342529296875,160,0.0004092704424510632,0.016401469707489014,0.2,-0.024449481003102846,0.016862307,-44.00584387779236,-0.01717534288764,-2.26909125,1223.0
12,3,6144,1761,0.0013626748877868522,1.0017714500427246,0.2293701171875,176,0.0004092704424510632,-0.06151700019836426,0.2,-0.024436238934868015,0.014409786,-44.03719413280487,-0.04376548156142235,-2.255759,1223.0
13,3,6656,1751,0.041875514783896506,0.9998582601547241,0.271240234375,192,0.0004092704424510632,0.035315513610839844,0.2,-0.029632516991114244,0.020747319,-44.0114129781723,-0.01674433797597885,-2.255759,1223.0
14,4,7168,1744,0.004755267465952784,1.000817894935608,0.2034912109375,208,0.0004092704424510632,-0.021153926849365234,0.2,-0.024960011360235512,0.013965247,-43.98021733760834,-0.03894178196787834,-2.255759,1223.0
15,4,7680,1739,0.0025025365393958054,1.0013841390609741,0.2578125,224,0.0004092704424510632,-0.04890251159667969,0.2,-0.029537457157857716,0.018077923,-44.01798188686371,-0.036488454788923264,-2.2411393333333334,1223.0
16,4,8192,1733,0.056828864268027246,1.0032477378845215,0.2159423828125,240,0.0004092704424510632,0.014175951480865479,0.2,-0.02398608384828549,0.017245207,-44.04747998714447,-0.013581253588199615,-2.2411393333333334,1223.0
17,5,8704,1729,0.0017227213065780234,1.0046006441116333,0.265869140625,256,0.0004092704424510632,-0.5454007387161255,0.2,-0.027615217521088198,0.022136554,-44.09789443016052,-0.031101390719413757,-2.2781941428571426,1223.0
18,5,9216,1725,0.061134009854868054,1.003903865814209,0.285400390625,272,0.0004092704424510632,0.03130495548248291,0.2,-0.029516991111449897,0.029285576,-44.111942410469055,-0.0016543194651603699,-2.2781941428571426,1223.0
19,5,9728,1722,0.0024583643353253137,1.001900315284729,0.202880859375,288,0.0004092704424510632,-0.06928110122680664,0.2,-0.021854960941709578,0.015395546,-44.07181668281555,-0.025813130661845207,-2.2781941428571426,1223.0
20,5,10240,1714,0.003000057360623032,1.0012171268463135,0.2340087890625,304,0.0004092704424510632,0.011978447437286377,0.2,-0.023827373661333695,0.0182525,-44.02309763431549,-0.05138881504535675,-2.2674155,1223.0
21,6,10752,1715,0.06952229549642652,1.0007678270339966,0.2471923828125,320,0.0004092704424510632,0.022364795207977295,0.2,-0.027406678796978667,0.020201467,-44.01170265674591,-0.012468777596950531,-2.2674155,1223.0
22,6,11264,1714,0.0038385636325983796,1.0016579627990723,0.2459716796875,336,0.0004092704424510632,-1.8904871940612793,0.2,-0.02817242302990053,0.024858562,-44.00610339641571,-0.04558493569493294,-2.2721359999999997,1223.0
23,6,11776,1712,0.0693390480009839,1.0015202760696411,0.2789306640625,352,0.0004092704424510632,0.045053303241729736,0.2,-0.02863311761757359,0.02646799,-44.02968382835388,-0.0010711979120969772,-2.2721359999999997,1223.0
24,7,12288,1712,0.00385059693508083,1.0009607076644897,0.229248046875,368,0.0004092704424510632,-2.211225986480713,0.2,-0.0273286014853511,0.01818551,-44.01587784290314,-0.04938867315649986,-2.2607939999999997,1223.0
