time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/std,train/clip_fraction,train/n_updates,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,3941,,,,,,,,,,,,,
2,0,1024,2280,0.10022515237869811,1.0011610984802246,0.2591552734375,16,0.0004092704424510632,-0.21321094036102295,0.2,-0.033001277697621845,0.020308414,-44.003469467163086,-0.030220650136470795,,
3,0,1536,2001,0.0033406364746042527,1.001039981842041,0.3046875,32,0.0004092704424510632,0.015294134616851807,0.2,-0.03423481425852515,0.019948913,-44.02409768104553,-0.03977096453309059,-2.394079,1223.0
4,1,2048,1884,0.008005275711184368,1.0013456344604492,0.24072265625,48,0.0004092704424510632,-0.003727436065673828,0.2,-0.021549618904828094,0.015507035,-44.018866777420044,-0.028951099142432213,-2.394079,1223.0
5,1,2560,1825,0.0013662399524037028,1.0017650127410889,0.287841796875,64,0.0004092704424510632,-0.00010454654693603516,0.2,-0.028272177005419508,0.01970093,-44.032750487327576,-0.03340918570756912,-2.3581675,1223.0
6,1,3072,1790,0.012436207238351926,1.0002111196517944,0.3204345703125,80,0.0004092704424510632,0.008241415023803711,0.2,-0.02534239047963638,0.021699898,-44.01935923099518,-0.009256207384169102,-2.3581675,1223.0
7,2,3584,1768,0.0020609531020454597,1.0013201236724854,0.2496337890625,96,0.0004092704424510632,0.04141741991043091,0.2,-0.026917049690382555,0.018306408,-43.992472648620605,-0.030361279845237732,-2.3581675,1223.0
8,2,4096,1746,0.0024826862645568326,1.0011237859725952,0.277587890625,112,0.0004092704424510632,-0.005580306053161621,0.2,-0.030265451670857146,0.0205841,-44.026655316352844,-0.04357926920056343,-2.353946,1223.0
9,2,4608,1730,0.02521594805875793,1.0004749298095703,0.32861328125,128,0.0004092704424510632,0.00481027364730835,0.2,-0.029836957342922688,0.02911665,-44.00659382343292,-0.027807634323835373,-2.353946,1223.0
10,2,5120,1717,0.001607291505933972,0.9988547563552856,0.24755859375,144,0.0004092704424510632,0.003933429718017578,0.2,-0.02587916150514502,0.01772279,-43.975627183914185,-0.03098381496965885,-2.33307225,1223.0
11,3,5632,1708,0.03253403917187825,0.9984145760536194,0.2861328125,160,0.0004092704424510632,0.01619744300842285,0.2,-0.02812040965363849,0.021820638,-43.93326544761658,-0.02164267934858799,-2.33307225,1223.0
12,3,6144,1699,0.0017301427287748083,0.9988290667533875,0.214111328125,176,0.0004092704424510632,0.01006460189819336,0.2,-0.02825813798699528,0.017234443,-43.93494486808777,-0.03683335706591606,-2.32035,1223.0
13,3,6656,1693,0.03320498747052625,0.9993319511413574,0.24169921875,192,0.0004092704424510632,0.02748483419418335,0.2,-0.024658946320414543,0.022115588,-43.95085942745209,-0.01928742602467537,-2.32035,1223.0
14,4,7168,1677,0.0026940463249047752,1.0005468130111694,0.239013671875,208,0.0004092704424510632,0.14458948373794556,0.2,-0.025430660709389485,0.017212724,-43.972424268722534,-0.030392039567232132,-2.32035,1223.0
15,4,7680,1671,0.0024778084771241993,1.0014641284942627,0.2591552734375,224,0.0004092704424510632,0.005743801593780518,0.2,-0.03282563170068897,0.025069226,-44.010607957839966,-0.05128101259469986,-2.311109833333333,1223.0
16,4,8192,1667,0.0466440063319169,0.9995487332344055,0.281005859375,240,0.0004092704424510632,0.017537951469421387,0.2,-0.02709853787382599,0.020924127,-43.99239766597748,-0.01661105826497078,-2.311109833333333,1223.0
17,5,8704,1664,0.005492853688338073,0.9977323412895203,0.197998046875,256,0.0004092704424510632,-1.2066559791564941,0.2,-0.021829716861248016,0.017282113,-43.93056261539459,-0.0264742411673069,-2.3102084285714284,1223.0
18,5,9216,1663,0.05476036947220564,0.9970133304595947,0.1932373046875,272,0.0004092704424510632,0.01318502426147461,0.2,-0.022156854829518124,0.017998897,-43.88993585109711,-0.01779794879257679,-2.3102084285714284,1223.0
19,5,9728,1660,0.002947499739093473,0.9967862963676453,0.209716796875,288,0.0004092704424510632,0.17647004127502441,0.2,-0.02214919147081673,0.016006466,-43.87269043922424,-0.035605933517217636,-2.3102084285714284,1223.0
20,6,10240,1658,0.002354015872697346,0.9975056648254395,0.19580078125,304,0.0004092704424510632,0.08390676975250244,0.2,-0.021296752485795878,0.01916045,-43.884520530700684,-0.026671288534998894,-2.31688125,1223.0
21,6,10752,1655,0.060212311043869704,0.9968360066413879,0.2618408203125,320,0.0004092704424510632,0.02828657627105713,0.2,-0.02726990610244684,0.024131428,-43.887678265571594,-0.007031816989183426,-2.31688125,1223.0
22,6,11264,1653,0.01267821085639298,0.9960143566131592,0.2025146484375,336,0.0004092704424510632,-1.5520038604736328,0.2,-0.023988104672753252,0.018197883,-43.856186270713806,-0.025184957310557365,-2.310036444444444,1223.0
23,7,11776,1651,0.0990227535367012,0.9981734752655029,0.271484375,352,0.0004092704424510632,0.001983821392059326,0.2,-0.032583623004029505,0.027062234,-43.870534896850586,0.007751107215881348,-2.310036444444444,1223.0
24,7,12288,1650,0.001546230958410888,0.9993992447853088,0.197265625,368,0.0004092704424510632,0.018729567527770996,0.2,-0.022538525474374183,0.01443574,-43.93176209926605,-0.04308927059173584,-2.3200786,1223.0
25,7,12800,1647,0.09131742385216057,0.9986166954040527,0.2777099609375,384,0.0004092704424510632,0.009251058101654053,0.2,-0.030399058246985078,0.025261376,-43.94164752960205,-0.0004053674638271332,-2.3200786,1223.0
26,8,13312,1645,0.003401532994757872,0.9988121390342712,0.23876953125,400,0.0004092704424510632,0.16088509559631348,0.2,-0.03208360626013018,0.019772634,-43.91756749153137,-0.036507099866867065,-2.3200786,1223.0
27,8,13824,1644,0.0022904228026163764,0.9985253214836121,0.180419921875,416,0.0004092704424510632,-0.020241856575012207,0.2,-0.023866242641815916,0.013097759,-43.927377462387085,-0.03275403752923012,-2.3091298181818183,1223.0
28,8,14336,1643,0.08745521830860525,0.9959386587142944,0.260986328125,432,0.0004092704424510632,0.01373201608657837,0.2,-0.03368529662839137,0.031197453,-43.88458442687988,-0.015833120793104172,-2.3091298181818183,1223.0
29,9,14848,1643,0.0026724902309069876,0.9945999979972839,0.2261962890625,448,0.0004092704424510632,-0.8886744976043701,0.2,-0.027648730319924653,0.019278392,-43.811463475227356,-0.04053552448749542,-2.3067938333333333,1223.0
30,9,15360,1643,0.08563724812120199,0.9943076372146606,0.27490234375,464,0.0004092704424510632,0.05608624219894409,0.2,-0.03180865111062303,0.022770751,-43.78640639781952,-0.012357689440250397,-2.3067938333333333,1223.0
31,9,15872,1639,0.006945789937162772,0.9938771724700928,0.1722412109375,480,0.0004092704424510632,-0.020439982414245605,0.2,-0.02252369819325395,0.013120989,-43.779868483543396,-0.033059973269701004,-2.3067938333333333,1223.0
32,9,16384,1640,0.004290247190510854,0.9932331442832947,0.1893310546875,496,0.0004092704424510632,0.25700491666793823,0.2,-0.02194410357333254,0.017791666,-43.76466190814972,-0.034555669873952866,-2.3006494615384616,1223.0
33,10,16896,1640,0.05830121843609959,0.9942108392715454,0.3001708984375,512,0.0004092704424510632,0.14867448806762695,0.2,-0.03224955272162333,0.034287065,-43.76534295082092,-0.01689058542251587,-2.3006494615384616,1223.0
34,10,17408,1640,0.003712639161676634,0.994719386100769,0.1942138671875,528,0.0004092704424510632,-1.6110320091247559,0.2,-0.025085186556680128,0.017074361,-43.78685736656189,-0.027690216898918152,-2.3125739285714286,1223.0
35,10,17920,1640,0.09593069949187338,0.9934841990470886,0.2269287109375,544,0.0004092704424510632,0.026913762092590332,0.2,-0.019765482167713344,0.021909773,-43.77963984012604,0.018541814759373665,-2.3125739285714286,1223.0
36,11,18432,1639,0.008788430175627582,0.9917539358139038,0.195556640625,560,0.0004092704424510632,-1.6713662147521973,0.2,-0.02246417457354255,0.015537763,-43.73327696323395,-0.027198202908039093,-2.3149846666666667,1223.0
37,11,18944,1637,0.12456926377490163,0.9903317093849182,0.2364501953125,576,0.0004092704424510632,0.007172882556915283,0.2,-0.0212489036784973,0.020087948,-43.68211615085602,0.005233392119407654,-2.3149846666666667,1223.0
38,11,19456,1636,0.005500024759385269,0.9911506175994873,0.1729736328125,592,0.0004092704424510632,-0.11184263229370117,0.2,-0.020108642886043526,0.013512738,-43.66529071331024,-0.018856830894947052,-2.3149846666666667,1223.0
39,12,19968,1634,0.0026021380654128734,0.9915807247161865,0.2293701171875,608,0.0004092704424510632,-0.03892219066619873,0.2,-0.02344699871900957,0.017508104,-43.692102789878845,-0.04164031893014908,-2.31444075,1223.0
40,12,20480,1634,0.1228459132835269,0.9913400411605835,0.196533203125,624,0.0004092704424510632,0.03710144758224487,0.2,-0.019609924805990886,0.01874869,-43.69721472263336,0.025358811020851135,-2.31444075,1223.0
41,12,20992,1634,0.0049688997969496995,0.99051833152771,0.2537841796875,640,0.0004092704424510632,-3.7395262718200684,0.2,-0.02577866951469332,0.019452952,-43.68111515045166,-0.028313852846622467,-2.315259176470588,1223.0
42,13,21504,1634,0.12045496981590986,0.9901567101478577,0.2197265625,656,0.0004092704424510632,0.028614401817321777,0.2,-0.02171454092604108,0.015856527,-43.657684087753296,0.0032537858933210373,-2.315259176470588,1223.0
43,13,22016,1634,0.005713885155273601,0.9899470210075378,0.2762451171875,672,0.0004092704424510632,-0.1911332607269287,0.2,-0.03243413410382345,0.024645362,-43.65489101409912,-0.046135369688272476,-2.3096681111111113,1223.0
44,13,22528,1634,0.12695431453175843,0.9902215600013733,0.177001953125,688,0.0004092704424510632,0.16292715072631836,0.2,-0.0227474849743885,0.01702653,-43.64842200279236,0.020154614001512527,-2.3096681111111113,1223.0
