time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/std,train/clip_fraction,train/n_updates,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,3570,,,,,,,,,,,,,
2,0,1024,2153,0.07415787023637677,1.0000771284103394,0.26904296875,16,0.0004092704424510632,-0.27092623710632324,0.2,-0.035481677870848216,0.017494708,-43.987937331199646,-0.034752748906612396,,
3,0,1536,1912,0.002589372223155806,1.0002963542938232,0.2545166015625,32,0.0004092704424510632,0.009510576725006104,0.2,-0.026266662491252646,0.015975567,-43.992844462394714,-0.023975593969225883,-2.374283,1223.0
4,1,2048,1834,0.008678946891450323,0.9981178045272827,0.2159423828125,48,0.0004092704424510632,0.004470884799957275,0.2,-0.024587991938460618,0.013785785,-43.967299580574036,-0.03508906811475754,-2.374283,1223.0
5,1,2560,1785,0.0014499307108053472,0.9974424242973328,0.251953125,64,0.0004092704424510632,0.029534876346588135,0.2,-0.02742954986752011,0.01624959,-43.90914726257324,-0.0302303247153759,-2.373328,1223.0
6,1,3072,1746,0.011238530511036515,0.9980109333992004,0.26220703125,80,0.0004092704424510632,0.0004298686981201172,0.2,-0.023740293981973082,0.015449321,-43.911447048187256,-0.018390335142612457,-2.373328,1223.0
7,2,3584,1726,0.0019416487484704703,0.9969841241836548,0.2152099609375,96,0.0004092704424510632,0.047806620597839355,0.2,-0.024029278014495503,0.014157776,-43.91009330749512,-0.023880701512098312,-2.373328,1223.0
8,2,4096,1711,0.0025274286163039505,0.9971587061882019,0.2476806640625,112,0.0004092704424510632,0.03545874357223511,0.2,-0.026759989603306167,0.017559275,-43.88574743270874,-0.03039887174963951,-2.3473093333333335,1223.0
9,2,4608,1702,0.023023565532639623,0.998199462890625,0.27099609375,128,0.0004092704424510632,0.002949059009552002,0.2,-0.029631078068632632,0.02250278,-43.90627062320709,-0.02212919481098652,-2.3473093333333335,1223.0
10,3,5120,1693,0.0018923452116723638,0.9983235597610474,0.281982421875,144,0.0004092704424510632,0.01948380470275879,0.2,-0.027201147691812366,0.022920454,-43.92876982688904,-0.03161381185054779,-2.3555845,1223.0
11,3,5632,1686,0.02962050848873332,0.9976460933685303,0.2362060546875,160,0.0004092704424510632,0.006482303142547607,0.2,-0.024798869679216295,0.015808495,-43.920493721961975,-0.011928331106901169,-2.3555845,1223.0
12,3,6144,1679,0.0015866347457631491,0.9963117837905884,0.1845703125,176,0.0004092704424510632,0.044362008571624756,0.2,-0.0212001955951564,0.011913344,-43.88581919670105,-0.04160088300704956,-2.3464655999999997,1223.0
13,3,6656,1674,0.0338097105268389,0.9968482255935669,0.2431640625,192,0.0004092704424510632,0.007638871669769287,0.2,-0.024300807912368327,0.01704483,-43.86981213092804,-0.021222544834017754,-2.3464655999999997,1223.0
14,4,7168,1670,0.0029130071452527773,0.9968327283859253,0.220947265625,208,0.0004092704424510632,0.08716672658920288,0.2,-0.02310487048816867,0.016083805,-43.8788081407547,-0.022979749366641045,-2.3464655999999997,1223.0
15,4,7680,1667,0.002475355937349377,0.9957436919212341,0.2432861328125,224,0.0004092704424510632,0.03063112497329712,0.2,-0.02478722421801649,0.017048692,-43.86474668979645,-0.03713756427168846,-2.3316518333333334,1223.0
