train/learning_rate,train/ent_coef,train/critic_loss,train/ent_coef_loss,time/time_elapsed,train/actor_loss,time/total_timesteps,train/n_updates,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.0008459126528049375,0.01876341551542282,1.276052713394165,-166.82919311523438,71,-122.75891876220703,4892,4791,68,4,1223.0,-4.270683
0.0008459126528049375,0.0009826597524806857,4.110276222229004,-102.05653381347656,145,-128.8043212890625,9784,9683,67,8,1223.0,-3.333900375
0.0008459126528049375,0.0008618688443675637,5.080045700073242,-56.9403076171875,218,-123.2196044921875,14676,14575,67,12,1223.0,-2.6919132500000003
0.0008459126528049375,0.0021772875916212797,12.62834358215332,107.42591094970703,291,-108.53756713867188,19568,19467,67,16,1223.0,-2.3243043125000002
0.0008459126528049375,0.0005914111388847232,6.420900821685791,107.58009338378906,364,-105.11812591552734,24460,24359,67,20,1223.0,-2.1983170000000003
0.0008459126528049375,0.0003718982916325331,2.079629421234131,92.58206176757812,65,-105.49440002441406,29352,29251,66,24,1223.0,-2.063170625
0.0008459126528049375,0.0007269761408679187,5.765955448150635,67.6407699584961,138,-97.02445983886719,34244,34143,66,28,1223.0,-1.9525812857142861
0.0008459126528049375,0.0006297141662798822,4.318011283874512,18.20760154724121,213,-94.51371765136719,39136,39035,66,32,1223.0,-1.8891408125
0.0008459126528049375,0.000329324189806357,2.24322509765625,32.89375686645508,288,-89.48421478271484,44028,43927,66,36,1223.0,-1.8185614444444442
0.0008459126528049375,0.0003539175959303975,1.603940486907959,41.62665939331055,363,-90.65760803222656,48920,48819,65,40,1223.0,-1.772534675
0.0008459126528049375,0.00045748960110358894,3.1045384407043457,76.83598327636719,58,-85.74674987792969,53812,53711,65,44,1223.0,-1.7197787045454547
0.0008459126528049375,0.0004985422710888088,18.555057525634766,111.63241577148438,133,-59.286293029785156,58704,58603,65,48,1223.0,-1.6884485416666666
0.0008459126528049375,0.0007022956269793212,5.168598175048828,16.42633819580078,208,-55.098472595214844,63596,63495,65,52,1223.0,-1.6484960576923078
0.0008459126528049375,0.00028620532248169184,0.9303467273712158,-38.61528015136719,283,-52.268829345703125,68488,68387,65,56,1223.0,-1.6263820535714284
0.0008459126528049375,0.0001857738388935104,0.8101193904876709,11.556428909301758,359,-46.140602111816406,73380,73279,65,60,1223.0,-1.6107448
0.0008459126528049375,0.0004931872244924307,0.28400349617004395,7.587352752685547,51,-43.635765075683594,78272,78171,63,64,1223.0,-1.5787185625000002
0.0008459126528049375,0.0005931799532845616,1.2389233112335205,0.5394998788833618,129,-37.67548370361328,83164,83063,62,68,1223.0,-1.5436588088235297
0.0008459126528049375,0.0010963589884340763,9.565603256225586,21.87198257446289,207,-37.747581481933594,88056,87955,62,72,1223.0,-1.5128400555555555
