train/actor_loss,time/episodes,train/n_updates,time/fps,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/learning_rate
-123.56660461425781,4,4931,23,1.9009273052215576,211,-4.90121175,0.017026664689183235,-179.45578002929688,1258.0,5032,0.0008459126528049375
-131.44247436523438,8,9963,23,4.50639533996582,433,-3.8631716249999997,0.0009727213764563203,-34.0971565246582,1258.0,10064,0.0008459126528049375
-131.17999267578125,12,14995,22,4.730031967163086,659,-3.2083740833333336,0.000584279652684927,77.77513122558594,1258.0,15096,0.0008459126528049375
-134.60040283203125,16,20027,22,2.9927854537963867,878,-2.82016725,0.000668115506414324,99.60830688476562,1258.0,20128,0.0008459126528049375
-129.73802185058594,20,25059,22,3.7202353477478027,7,-2.6863190500000003,0.00043863413156941533,-19.50078773498535,1258.0,25160,0.0008459126528049375
-128.08065795898438,24,30091,22,2.6866016387939453,233,-2.510883291666667,0.00040412897942587733,14.101266860961914,1258.0,30192,0.0008459126528049375
-128.66485595703125,28,35123,22,1.8111727237701416,458,-2.384320285714286,0.00060633773682639,67.46491241455078,1258.0,35224,0.0008459126528049375
-123.19776153564453,32,40155,22,1.5983102321624756,680,-2.29155153125,0.00034899963065981865,-38.85718536376953,1258.0,40256,0.0008459126528049375
-125.74897003173828,36,45187,22,1.7392381429672241,891,-2.2534259999999997,0.00043857516720891,90.3011245727539,1258.0,45288,0.0008459126528049375
-117.85093688964844,40,50219,23,1.7776787281036377,13,-2.218401875,0.0003033613320440054,-68.52648162841797,1258.0,50320,0.0008459126528049375
-112.75740051269531,44,55251,23,1.0405330657958984,224,-2.1822896136363634,0.00040113605791702867,-6.042879104614258,1258.0,55352,0.0008459126528049375
-109.4930419921875,48,60283,21,20.41975975036621,485,-2.1418532916666666,0.0004891444114036858,101.12877655029297,1258.0,60384,0.0008459126528049375
-107.33381652832031,52,65315,19,2.345269203186035,779,-2.102578961538462,0.0005684205098077655,-27.89031410217285,1258.0,65416,0.0008459126528049375
-103.65904998779297,56,70347,19,1.1558750867843628,1048,-2.0799963035714284,0.0002669073292054236,-8.938342094421387,1258.0,70448,0.0008459126528049375
-99.90340423583984,60,75379,18,2.2391715049743652,26,-2.0483364166666664,0.00046429887879639864,-43.93218994140625,1258.0,75480,0.0008459126528049375
-104.36978149414062,64,80411,18,6.4295806884765625,293,-2.019367609375,0.0002984784950967878,117.26728820800781,1258.0,80512,0.0008459126528049375
-98.34333038330078,68,85443,18,6.203517436981201,561,-2.0096527647058826,0.00041008496191352606,54.26152801513672,1258.0,85544,0.0008459126528049375
