time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/loss,train/std,train/entropy_loss,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,3908,1,,,,,,,,,,,,,
1024,0,1836,2,-0.028745198622345924,1.0006734132766724,-43.996994972229004,0.10571939261353691,0.0004092704424510632,-0.028878562385216355,16,0.014805388,-0.13904666900634766,0.251708984375,0.2,,
1536,0,1556,3,-0.04053512588143349,1.001533031463623,-44.02026009559631,0.0032972515182336792,0.0004092704424510632,-0.02403772625257261,32,0.015691385,-0.0003478527069091797,0.2677001953125,0.2,1223.0,-2.495927
2048,1,1450,4,-0.0292002372443676,1.0018794536590576,-44.03884041309357,0.024734296661335975,0.0004092704424510632,-0.03251758616534062,48,0.01825945,0.0041103363037109375,0.329833984375,0.2,1223.0,-2.495927
2560,1,1387,5,-0.028720607981085777,1.0022410154342651,-44.047218680381775,0.001999612877625623,0.0004092704424510632,-0.024204862813348882,64,0.01609041,0.08277773857116699,0.249267578125,0.2,1223.0,-2.5668485
3072,2,1351,6,-0.017988845705986023,1.00142502784729,-44.04524040222168,0.03407421847805381,0.0004092704424510632,-0.021156759779842105,80,0.014916612,0.0031090378761291504,0.2171630859375,0.2,1223.0,-2.5668485
3584,2,1327,7,-0.028525426983833313,0.9977113008499146,-43.97539222240448,0.0024880375567590818,0.0004092704424510632,-0.028018910030368716,96,0.016441936,0.03492850065231323,0.25146484375,0.2,1223.0,-2.5668485
4096,3,1307,8,-0.03697900101542473,0.9958868622779846,-43.87604534626007,0.0038217163819354028,0.0004092704424510632,-0.02387107913091313,112,0.016793009,0.0007486343383789062,0.224609375,0.2,1223.0,-2.5666506666666664
4608,3,1295,9,-0.00902768038213253,0.9932796955108643,-43.81514763832092,0.05502399045508355,0.0004092704424510632,-0.02873585748602636,128,0.025040565,0.003244936466217041,0.3138427734375,0.2,1223.0,-2.5666506666666664
5120,3,1283,10,-0.03273022919893265,0.9941162467002869,-43.7746000289917,0.0016860095729498425,0.0004092704424510632,-0.024651679501403123,144,0.020199312,0.1954638957977295,0.2603759765625,0.2,1223.0,-2.5320099999999996
5632,4,1274,11,-0.009282803162932396,0.9926693439483643,-43.78226625919342,0.05869808921124786,0.0004092704424510632,-0.024276999065477867,160,0.018963564,0.011736631393432617,0.25,0.2,1223.0,-2.5320099999999996
6144,4,1267,12,-0.03299931809306145,0.9938427209854126,-43.76043784618378,0.0015656729810871184,0.0004092704424510632,-0.02353963762288913,176,0.015344206,-0.09542369842529297,0.2183837890625,0.2,1223.0,-2.5190461999999996
6656,5,1261,13,-0.022087905555963516,0.9947026968002319,-43.803513407707214,0.05488793761469424,0.0004092704424510632,-0.02732854512578342,192,0.017109852,0.08436781167984009,0.235595703125,0.2,1223.0,-2.5190461999999996
7168,5,1255,14,-0.03717455267906189,0.9940084218978882,-43.80576729774475,0.004669887297495734,0.0004092704424510632,-0.02733547597017605,208,0.016449645,-0.11213243007659912,0.2491455078125,0.2,1223.0,-2.5190461999999996
7680,6,1251,15,-0.037659429013729095,0.9936665296554565,-43.78148853778839,0.0032576118974247947,0.0004092704424510632,-0.021709176449803635,224,0.017992849,0.039526402950286865,0.2392578125,0.2,1223.0,-2.4949624999999997
8192,6,1245,16,-0.00798352062702179,0.9925432801246643,-43.76098167896271,0.07547694374807179,0.0004092704424510632,-0.02695471720653586,240,0.031057019,0.032880306243896484,0.2642822265625,0.2,1223.0,-2.4949624999999997
