time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/loss,train/std,train/entropy_loss,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,3777,1,,,,,,,,,,,,,
1024,0,1832,2,-0.026400450617074966,1.0003615617752075,-43.98901700973511,0.18686592703306815,0.0004092704424510632,-0.027468498214147985,16,0.018934708,-0.07171738147735596,0.2841796875,0.2,,
1536,0,1558,3,-0.029942527413368225,1.0002578496932983,-43.99825608730316,0.003315347665193258,0.0004092704424510632,-0.027151111571583897,32,0.019367807,0.005616188049316406,0.263427734375,0.2,1223.0,-2.549547
2048,1,1454,4,-0.03137217089533806,1.000901699066162,-44.00350773334503,0.007611689856275916,0.0004092704424510632,-0.02596717317646835,48,0.020539641,-0.020400047302246094,0.2799072265625,0.2,1223.0,-2.549547
2560,1,1394,5,-0.04091743007302284,1.0009127855300903,-44.01350700855255,0.001798662595319911,0.0004092704424510632,-0.02943827968556434,64,0.019546557,0.0023377537727355957,0.3074951171875,0.2,1223.0,-2.4907775
3072,2,1362,6,-0.031278811395168304,0.9990720152854919,-43.98735809326172,0.0035417366998444777,0.0004092704424510632,-0.023725223356450442,80,0.017654765,-0.005442619323730469,0.244873046875,0.2,1223.0,-2.4907775
3584,2,1339,7,-0.03800068795681,0.9970607161521912,-43.922325015068054,0.0025395289485459216,0.0004092704424510632,-0.02874442914617248,96,0.016195156,-0.00395512580871582,0.276611328125,0.2,1223.0,-2.4907775
4096,3,1323,8,-0.02945908159017563,0.9958032965660095,-43.86971473693848,0.002845627186616184,0.0004092704424510632,-0.023388461253489368,112,0.016786363,0.0018132328987121582,0.239013671875,0.2,1223.0,-2.4779896666666668
4608,3,1308,9,-0.02942429482936859,0.9965024590492249,-43.85618996620178,0.005454976562759839,0.0004092704424510632,-0.025072637654375285,128,0.018163335,0.0023977160453796387,0.267822265625,0.2,1223.0,-2.4779896666666668
5120,3,1293,10,-0.039399903267621994,0.9963955879211426,-43.872851490974426,0.0018928715726360679,0.0004092704424510632,-0.0271591744676698,144,0.01704187,0.018011748790740967,0.2705078125,0.2,1223.0,-2.4996955
5632,4,1278,11,-0.027761030942201614,0.9961965084075928,-43.86377561092377,0.009986472578020766,0.0004092704424510632,-0.02746498299529776,160,0.019057836,0.003687143325805664,0.2646484375,0.2,1223.0,-2.4996955
6144,4,1267,12,-0.026935361325740814,0.9937713146209717,-43.82586216926575,0.0017141091175290057,0.0004092704424510632,-0.028185394825413823,176,0.015550911,0.00406801700592041,0.2236328125,0.2,1223.0,-2.4887548
6656,5,1260,13,-0.019396761432290077,0.9916440844535828,-43.74292325973511,0.014854003908112645,0.0004092704424510632,-0.019716505077667534,192,0.014174568,0.00712209939956665,0.19140625,0.2,1223.0,-2.4887548
7168,5,1256,14,-0.036809541285037994,0.9909629225730896,-43.6993111371994,0.0029737303775618784,0.0004092704424510632,-0.02368030755314976,208,0.01615796,0.042953550815582275,0.2314453125,0.2,1223.0,-2.4887548
7680,6,1251,15,-0.03369349613785744,0.9913837313652039,-43.69095861911774,0.003798423298576381,0.0004092704424510632,-0.030744149640668184,224,0.018508807,0.01310575008392334,0.246337890625,0.2,1223.0,-2.4804428333333335
8192,6,1248,16,-0.03056858852505684,0.991173505783081,-43.70618212223053,0.02397462766384706,0.0004092704424510632,-0.026032093635876663,240,0.02400669,0.007608592510223389,0.2681884765625,0.2,1223.0,-2.4804428333333335
8704,6,1245,17,-0.0435955785214901,0.9906670451164246,-43.68205964565277,0.0019452141168585513,0.0004092704424510632,-0.026915882466710173,256,0.022056535,-0.016362667083740234,0.248291015625,0.2,1223.0,-2.468046142857143
9216,7,1244,18,-0.03189455717802048,0.9889584183692932,-43.65992712974548,0.03229293070035055,0.0004092704424510632,-0.02555220505746547,272,0.020868544,0.013606846332550049,0.2548828125,0.2,1223.0,-2.468046142857143
9728,7,1241,19,-0.032987289130687714,0.9895813465118408,-43.621874928474426,0.0022806188899267,0.0004092704424510632,-0.020846735205850564,288,0.014717859,0.1355295181274414,0.1768798828125,0.2,1223.0,-2.468046142857143
10240,8,1240,20,-0.04094872996211052,0.991484522819519,-43.668235182762146,0.0029554997890954837,0.0004092704424510632,-0.028674992179730907,304,0.02310018,0.012942254543304443,0.25341796875,0.2,1223.0,-2.4518672500000003
10752,8,1239,21,-0.01896209828555584,0.9906789064407349,-43.697086215019226,0.0438719282974489,0.0004092704424510632,-0.02414658319321461,320,0.022688918,0.007979035377502441,0.23291015625,0.2,1223.0,-2.4518672500000003
11264,9,1238,22,-0.03942939639091492,0.9898231029510498,-43.658294916152954,0.002398586817434989,0.0004092704424510632,-0.02977786341216415,336,0.018560845,-0.028020739555358887,0.2442626953125,0.2,1223.0,-2.465202555555556
11776,9,1236,23,-0.023787161335349083,0.9904893040657043,-43.65172624588013,0.04770262708188966,0.0004092704424510632,-0.03114311449462548,352,0.02484506,0.017425358295440674,0.264892578125,0.2,1223.0,-2.465202555555556
12288,9,1234,24,-0.04388777166604996,0.9902559518814087,-43.6622132062912,0.0030323402243084274,0.0004092704424510632,-0.024727957090362906,368,0.013061514,-0.6515845060348511,0.206787109375,0.2,1223.0,-2.4804587000000007
12800,10,1233,25,-0.010352756828069687,0.988338053226471,-43.62053179740906,0.052351104794070125,0.0004092704424510632,-0.02177760719496291,384,0.018494032,0.010947883129119873,0.2080078125,0.2,1223.0,-2.4804587000000007
13312,10,1233,26,-0.02990373596549034,0.988079845905304,-43.581911444664,0.0038685464969603345,0.0004092704424510632,-0.026641733216820285,400,0.016520897,0.1679220199584961,0.240234375,0.2,1223.0,-2.4804587000000007
13824,11,1233,27,-0.0326349101960659,0.9882396459579468,-43.577584981918335,0.0037488591697183438,0.0004092704424510632,-0.02546325092407642,416,0.021326773,-0.013554215431213379,0.2020263671875,0.2,1223.0,-2.4814620000000005
14336,11,1232,28,0.00660024955868721,0.9859007596969604,-43.55615699291229,0.06426101177930832,0.0004092704424510632,-0.024669253296451643,432,0.01693021,0.03770524263381958,0.2197265625,0.2,1223.0,-2.4814620000000005
14848,12,1231,29,-0.028192998841404915,0.9868790507316589,-43.512975215911865,0.004179041356110247,0.0004092704424510632,-0.025664604385383427,448,0.017680345,-1.6925499439239502,0.2156982421875,0.2,1223.0,-2.4814825000000007
15360,12,1230,30,-0.009899316355586052,0.9886854290962219,-43.567991733551025,0.06280135700944811,0.0004092704424510632,-0.01747971303120721,464,0.013908937,0.02693307399749756,0.1737060546875,0.2,1223.0,-2.4814825000000007
