time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/loss,train/std,train/entropy_loss,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,3840,1,,,,,,,,,,,,,
1024,0,1825,2,-0.041164230555295944,1.0003411769866943,-44.001723408699036,0.10411909573304001,0.0004092704424510632,-0.03346935339504853,16,0.023966309,-0.09584236145019531,0.2862548828125,0.2,,
1536,0,1556,3,-0.040126364678144455,0.9990652203559875,-43.97568500041962,0.003205187342246063,0.0004092704424510632,-0.029146290093194693,32,0.02101692,-0.0006746053695678711,0.2677001953125,0.2,1223.0,-2.424772
2048,1,1461,4,-0.04050998389720917,0.9985533952713013,-43.94864201545715,0.00610022756154649,0.0004092704424510632,-0.03091974396375008,48,0.017633151,-0.00821828842163086,0.2615966796875,0.2,1223.0,-2.424772
2560,1,1408,5,-0.027716053649783134,0.9981259703636169,-43.93527686595917,0.0014010679806233384,0.0004092704424510632,-0.02850747830234468,64,0.021529082,-0.007013082504272461,0.31201171875,0.2,1223.0,-2.457523
3072,2,1375,6,-0.022997602820396423,0.9985542297363281,-43.93028283119202,0.010534940200159326,0.0004092704424510632,-0.0240736658743117,80,0.018041758,-0.003023505210876465,0.2576904296875,0.2,1223.0,-2.457523
3584,2,1356,7,-0.0485953614115715,0.9990997314453125,-43.94995152950287,0.002735199359449325,0.0004092704424510632,-0.03130820322257932,96,0.017473584,0.004621565341949463,0.26904296875,0.2,1223.0,-2.457523
4096,3,1340,8,-0.034657072275877,1.0005507469177246,-43.971086502075195,0.003907399470335804,0.0004092704424510632,-0.027935478763538413,112,0.017428076,-0.0019779205322265625,0.2706298828125,0.2,1223.0,-2.5159553333333338
4608,3,1325,9,-0.023695461452007294,1.001904010772705,-44.020981788635254,0.023275730258319527,0.0004092704424510632,-0.020996430699597113,128,0.017204631,0.0009995102882385254,0.21240234375,0.2,1223.0,-2.5159553333333338
5120,3,1315,10,-0.029387911781668663,1.0019803047180176,-44.03886604309082,0.0019331902658450417,0.0004092704424510632,-0.017539276799652725,144,0.016218089,-0.007799625396728516,0.19189453125,0.2,1223.0,-2.54301675
5632,4,1306,11,-0.023699577897787094,1.0034672021865845,-44.057557225227356,0.03257986332755536,0.0004092704424510632,-0.027232586027821526,160,0.017722119,0.0027501583099365234,0.255859375,0.2,1223.0,-2.54301675
6144,4,1299,12,-0.05783307924866676,1.0043742656707764,-44.09613847732544,0.0018174985889345407,0.0004092704424510632,-0.031925600866088644,176,0.019465733,0.027391910552978516,0.26904296875,0.2,1223.0,-2.5090510000000004
6656,5,1293,13,-0.01750958152115345,1.0025001764297485,-44.09130382537842,0.03585678117815405,0.0004092704424510632,-0.030651938912342303,192,0.022279795,0.004811704158782959,0.2540283203125,0.2,1223.0,-2.5090510000000004
7168,5,1289,14,-0.040763676166534424,1.0010454654693604,-44.02565133571625,0.003075586588238366,0.0004092704424510632,-0.03434454937814735,208,0.021559585,0.046782732009887695,0.266845703125,0.2,1223.0,-2.5090510000000004
7680,5,1284,15,-0.040061648935079575,1.0008045434951782,-44.00075054168701,0.00325497623271076,0.0004092704424510632,-0.02927815291332081,224,0.021390717,0.0038179755210876465,0.2894287109375,0.2,1223.0,-2.4865168333333334
8192,6,1280,16,-0.007267685607075691,1.0026540756225586,-44.01739466190338,0.05147697473876178,0.0004092704424510632,-0.02900687319925055,240,0.023699407,0.003038644790649414,0.27734375,0.2,1223.0,-2.4865168333333334
8704,6,1277,17,-0.03413313254714012,1.0017809867858887,-44.0454785823822,0.0022621589196205605,0.0004092704424510632,-0.027095286000985652,256,0.027315049,-0.17553973197937012,0.2537841796875,0.2,1223.0,-2.4950997142857148
9216,7,1274,18,-0.0013166293501853943,1.0026459693908691,-44.03233456611633,0.060478962026536465,0.0004092704424510632,-0.02340890291816322,272,0.016207218,0.0068015456199646,0.2286376953125,0.2,1223.0,-2.4950997142857148
9728,7,1271,19,-0.038758743554353714,1.0021308660507202,-44.045592308044434,0.0023557714812341146,0.0004092704424510632,-0.025840957590844482,288,0.021144394,0.16950297355651855,0.2366943359375,0.2,1223.0,-2.4950997142857148
10240,8,1268,20,-0.04377986863255501,1.0035374164581299,-44.04825007915497,0.003020595158886863,0.0004092704424510632,-0.031554358603898436,304,0.024379779,0.004120767116546631,0.25244140625,0.2,1223.0,-2.4854453750000003
10752,8,1265,21,-0.00112185999751091,1.0034291744232178,-44.08511126041412,0.07673154643271118,0.0004092704424510632,-0.03021823024027981,320,0.028830808,0.007658958435058594,0.2916259765625,0.2,1223.0,-2.4854453750000003
11264,8,1263,22,-0.027510054409503937,1.0026272535324097,-44.062674164772034,0.00264598528156057,0.0004092704424510632,-0.02081347646890208,336,0.013790038,-0.5202490091323853,0.1806640625,0.2,1223.0,-2.4844528888888893
11776,9,1262,23,-0.009989537298679352,1.0015254020690918,-44.027966380119324,0.10207132063806057,0.0004092704424510632,-0.024174210149794817,352,0.020373037,0.0029013752937316895,0.1990966796875,0.2,1223.0,-2.4844528888888893
12288,9,1260,24,-0.048339154571294785,1.0016566514968872,-44.0075968503952,0.003020836582436459,0.0004092704424510632,-0.02764631992613431,368,0.021371,-0.5070723295211792,0.2205810546875,0.2,1223.0,-2.478419
12800,10,1258,25,-0.006679873913526535,1.0009522438049316,-44.00043213367462,0.09953670226968825,0.0004092704424510632,-0.029546986159402877,384,0.021179706,0.018777966499328613,0.2454833984375,0.2,1223.0,-2.478419
13312,10,1256,26,-0.023190299049019814,0.9996398091316223,-43.96721851825714,0.005679533984221052,0.0004092704424510632,-0.021528305718675256,400,0.016415415,-0.05031847953796387,0.2056884765625,0.2,1223.0,-2.478419
13824,11,1254,27,-0.03844175860285759,0.9983330368995667,-43.924668312072754,0.0035381619236432016,0.0004092704424510632,-0.030232582590542734,416,0.02482121,-0.1728227138519287,0.242919921875,0.2,1223.0,-2.472647181818182
14336,11,1253,28,0.014825152233242989,0.9970138072967529,-43.88147270679474,0.09972894238308072,0.0004092704424510632,-0.02268616311630467,432,0.021901265,0.020652353763580322,0.2430419921875,0.2,1223.0,-2.472647181818182
14848,11,1253,29,-0.05869876220822334,0.9964463114738464,-43.85490620136261,0.008477555231365841,0.0004092704424510632,-0.0324772580206627,448,0.01969853,-2.190692901611328,0.2479248046875,0.2,1223.0,-2.4745405833333334
15360,12,1253,30,0.016853339970111847,0.9967369437217712,-43.84900104999542,0.12103308830410242,0.0004092704424510632,-0.02459706855006516,464,0.022210397,0.007107853889465332,0.23388671875,0.2,1223.0,-2.4745405833333334
15872,12,1251,31,-0.052532877773046494,0.9959091544151306,-43.84902608394623,0.008414203824941069,0.0004092704424510632,-0.026721775910118595,480,0.017813308,0.02041029930114746,0.2071533203125,0.2,1223.0,-2.4745405833333334
16384,13,1250,32,-0.02963467687368393,0.9960120320320129,-43.83013939857483,0.005191604053834453,0.0004092704424510632,-0.020859048730926588,496,0.01056928,0.15394484996795654,0.173583984375,0.2,1223.0,-2.4679258461538462
16896,13,1249,33,0.007717467844486237,0.9950864315032959,-43.826024770736694,0.08141873753629625,0.0004092704424510632,-0.021610811119899154,512,0.024281805,0.09012061357498169,0.254638671875,0.2,1223.0,-2.4679258461538462
17408,13,1249,34,-0.03557568043470383,0.9956763982772827,-43.81639611721039,0.01025441182719078,0.0004092704424510632,-0.025336550548672676,528,0.0155928545,-2.4973108768463135,0.189208984375,0.2,1223.0,-2.4810588571428576
17920,14,1247,35,0.024255625903606415,0.995235025882721,-43.81677997112274,0.10740740259643644,0.0004092704424510632,-0.020857812225585803,544,0.018824026,0.04184657335281372,0.2152099609375,0.2,1223.0,-2.4810588571428576
18432,14,1247,36,-0.03558029979467392,0.9951722621917725,-43.80626344680786,0.006201424781465903,0.0004092704424510632,-0.02290153640205972,560,0.014192322,-1.0527396202087402,0.176025390625,0.2,1223.0,-2.4807108
18944,15,1247,37,0.017312586307525635,0.9948438405990601,-43.80181658267975,0.1438674924429506,0.0004092704424510632,-0.017899618644150905,576,0.0149021335,0.13784807920455933,0.143798828125,0.2,1223.0,-2.4807108
19456,15,1247,38,-0.03638420253992081,0.9937604665756226,-43.7804970741272,0.005119465808093082,0.0004092704424510632,-0.026039067277451977,592,0.018226728,-0.4989570379257202,0.219482421875,0.2,1223.0,-2.4807108
19968,16,1246,39,-0.03550971671938896,0.9944905042648315,-43.76713156700134,0.0030155895110510755,0.0004092704424510632,-0.022631696076132357,608,0.0195901,-0.03902482986450195,0.201171875,0.2,1223.0,-2.4789151875
20480,16,1246,40,0.011112380772829056,0.9946204423904419,-43.791298151016235,0.14177642040885985,0.0004092704424510632,-0.020205592649290338,624,0.016410276,0.07479047775268555,0.1654052734375,0.2,1223.0,-2.4789151875
20992,16,1246,41,-0.0414806492626667,0.9950116872787476,-43.78932428359985,0.008857198445184622,0.0004092704424510632,-0.02293326146900654,640,0.02143324,-5.369844913482666,0.2098388671875,0.2,1223.0,-2.472637882352941
21504,17,1246,42,0.004312116652727127,0.9938732981681824,-43.780375361442566,0.14414818421937525,0.0004092704424510632,-0.024528725538402796,656,0.02292708,0.02385181188583374,0.2789306640625,0.2,1223.0,-2.472637882352941
22016,17,1246,43,-0.03547678515315056,0.9957955479621887,-43.78168034553528,0.008317959727719426,0.0004092704424510632,-0.0270575670292601,672,0.01945727,-0.7236735820770264,0.2318115234375,0.2,1223.0,-2.4726872777777777
22528,18,1245,44,0.016543850302696228,0.9956546425819397,-43.82252621650696,0.13287184038199484,0.0004092704424510632,-0.022464238296379335,688,0.020668674,0.3276991844177246,0.1859130859375,0.2,1223.0,-2.4726872777777777
23040,18,1245,45,-0.03238368406891823,0.9935685992240906,-43.784741163253784,0.009773423429578543,0.0004092704424510632,-0.028732319420669228,704,0.019108955,-0.15097439289093018,0.2498779296875,0.2,1223.0,-2.4726872777777777
23552,18,1245,46,-0.03176656737923622,0.9936319589614868,-43.73959004878998,0.0030621697223978117,0.0004092704424510632,-0.02711708951392211,720,0.021814466,-0.0027652978897094727,0.2501220703125,0.2,1223.0,-2.4636363157894734
24064,19,1245,47,0.015328072011470795,0.9938980340957642,-43.753671526908875,0.16122835176065564,0.0004092704424510632,-0.019464123601210304,736,0.016824871,0.08208882808685303,0.1488037109375,0.2,1223.0,-2.4636363157894734
24576,19,1245,48,-0.025048429146409035,0.9948254823684692,-43.76368486881256,0.015931802103295922,0.0004092704424510632,-0.026658732298528776,752,0.016065678,-1.6771271228790283,0.205322265625,0.2,1223.0,-2.46121415
25088,20,1244,49,0.04672379046678543,0.9946838617324829,-43.78332054615021,0.16256830818019807,0.0004092704424510632,-0.016789954155683517,768,0.017662603,0.12262135744094849,0.14404296875,0.2,1223.0,-2.46121415
25600,20,1243,50,-0.03391488641500473,0.9941558837890625,-43.767027854919434,0.01887750974856317,0.0004092704424510632,-0.02930531176389195,784,0.020951953,-0.5894064903259277,0.2576904296875,0.2,1223.0,-2.46121415
26112,20,1243,51,-0.02917979098856449,0.9940946102142334,-43.75645709037781,0.0073809735622489825,0.0004092704424510632,-0.020372768194647506,800,0.01457875,-0.9261249303817749,0.20654296875,0.2,1223.0,-2.4591919523809525
26624,21,1243,52,-0.011522859334945679,0.994353175163269,-43.75955772399902,0.11745099467225373,0.0004092704424510632,-0.028818856517318636,816,0.024740223,0.0715104341506958,0.23974609375,0.2,1223.0,-2.4591919523809525
