rollout/ep_rew_mean,train/ent_coef,time/fps,train/learning_rate,time/episodes,rollout/ep_len_mean,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/total_timesteps,train/critic_loss
-4.40303375,0.016898205503821373,27,0.0008459126528049375,4,1257.0,4927,182,-166.27969360351562,-121.50420379638672,5028,2.69958233833313
-3.3995842499999998,0.0010803707409650087,27,0.0008459126528049375,8,1257.0,9955,370,26.77835464477539,-122.56326293945312,10056,14.192788124084473
