train/critic_loss,rollout/ep_len_mean,time/episodes,train/ent_coef_loss,train/n_updates,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/actor_loss,train/ent_coef
1.8786660432815552,1223.0,4,-165.4571075439453,4791,10,-4.29429725,446,4892,0.0008459126528049375,-123.38280487060547,0.019250908866524696
2.11175537109375,1223.0,8,-45.44767761230469,9683,10,-3.401323625,913,9784,0.0008459126528049375,-129.3286590576172,0.0010352550307288766
98.534423828125,1223.0,12,-25.50698471069336,14575,10,-2.676088416666666,1374,14676,0.0008459126528049375,-131.5896453857422,0.0009486933704465628
55.008262634277344,1223.0,16,19.298433303833008,19467,10,-2.357909375,1822,19568,0.0008459126528049375,-135.1577606201172,0.0012345389695838094
55.30429458618164,1223.0,20,54.45556640625,24359,10,-2.1691129,2271,24460,0.0008459126528049375,-140.61412048339844,0.0015982224140316248
4.821017265319824,1223.0,24,-59.25572204589844,29251,10,-2.009895541666667,398,29352,0.0008459126528049375,-142.39657592773438,0.0007931314175948501
4.142748832702637,1223.0,28,-79.2339096069336,34143,10,-1.8844240714285712,845,34244,0.0008459126528049375,-138.66384887695312,0.000804680457804352
38.83235168457031,1223.0,32,42.55339050292969,39035,10,-1.8048815937499998,1292,39136,0.0008459126528049375,-136.32684326171875,0.0009262905805371702
29.415462493896484,1223.0,36,20.156469345092773,43927,10,-1.7503636944444443,1738,44028,0.0008459126528049375,-132.52008056640625,0.001118635991588235
9.818151473999023,1223.0,40,-4.443553924560547,48819,10,-1.730929675,2183,48920,0.0008459126528049375,-123.0401840209961,0.0005903930868953466
16.648426055908203,1223.0,44,0.9567232131958008,53711,11,-1.6748826363636369,344,53812,0.0008459126528049375,-95.58621215820312,0.0010520420037209988
2.082343339920044,1223.0,48,20.24848747253418,58603,11,-1.624239,785,58704,0.0008459126528049375,-96.17042541503906,0.0007876117015257478
4.070798873901367,1223.0,52,-1.1156342029571533,63495,11,-1.584527519230769,1226,63596,0.0008459126528049375,-94.0780029296875,0.0005311509012244642
0.7663156390190125,1223.0,56,29.19973373413086,68387,11,-1.5528090535714283,1668,68488,0.0008459126528049375,-93.19982147216797,0.00032958309748210013
3.1798901557922363,1223.0,60,20.5284423828125,73279,11,-1.5317290999999997,2111,73380,0.0008459126528049375,-75.63591766357422,0.0006666494300588965
7.2258524894714355,1223.0,64,-6.144476413726807,78171,10,-1.503796109375,304,78272,0.0008459126528049375,-69.40686798095703,0.0004863470094278455
5.526575088500977,1223.0,68,40.887393951416016,83063,10,-1.4802749705882352,764,83164,0.0008459126528049375,-65.73310852050781,0.0011105146259069443
8.607507705688477,1223.0,72,2.5072805881500244,87955,10,-1.4620070555555555,1222,88056,0.0008459126528049375,-62.445960998535156,0.0010472176363691688
