train/n_updates,time/time_elapsed,time/fps,time/total_timesteps,train/learning_rate,train/ent_coef,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/ent_coef_loss
4791,166,29,4892,0.0008459126528049375,0.019079100340604782,-122.91239166259766,1.1533575057983398,-4.1904129999999995,4,1223.0,-163.7747802734375
9683,324,30,9784,0.0008459126528049375,0.0010105464607477188,-128.14193725585938,0.5970993041992188,-3.1805776249999997,8,1223.0,-35.44434356689453
14575,487,30,14676,0.0008459126528049375,0.001177728408947587,-131.85592651367188,0.8845487833023071,-2.5387817499999996,12,1223.0,-89.43196868896484
19467,655,29,19568,0.0008459126528049375,0.001025632955133915,-137.08908081054688,1.8291889429092407,-2.22448025,16,1223.0,49.60639190673828
24359,822,29,24460,0.0008459126528049375,0.0011148089542984962,-138.69967651367188,69.98110961914062,-2.07600975,20,1223.0,-32.8674430847168
29251,157,27,29352,0.0008459126528049375,0.0010651473421603441,-140.3117218017578,141.34677124023438,-1.9440027916666665,24,1223.0,6.021900177001953
34143,332,27,34244,0.0008459126528049375,0.0006081970641389489,-142.9897918701172,1.8347606658935547,-1.8382947499999995,28,1223.0,37.618263244628906
39035,506,27,39136,0.0008459126528049375,0.0006244056858122349,-147.43795776367188,1.8998634815216064,-1.7667854374999998,32,1223.0,30.805448532104492
43927,665,28,44028,0.0008459126528049375,0.001349066849797964,-149.43971252441406,2.7891626358032227,-1.7101919166666666,36,1223.0,43.94547653198242
48819,816,29,48920,0.0008459126528049375,0.0007532592862844467,-151.1495361328125,3.9213998317718506,-1.6499218500000001,40,1223.0,-32.034423828125
53711,116,32,53812,0.0008459126528049375,0.0011861829552799463,-153.99343872070312,2.6970322132110596,-1.6151936363636366,44,1223.0,89.6177978515625
58603,260,33,58704,0.0008459126528049375,0.0011022109538316727,-154.33131408691406,3.275840997695923,-1.5740759375,48,1223.0,-23.530136108398438
63495,405,33,63596,0.0008459126528049375,0.0008318615145981312,-156.459228515625,76.8960952758789,-1.5478115769230771,52,1223.0,35.46159744262695
68387,560,32,68488,0.0008459126528049375,0.001291239052079618,-155.7321014404297,154.16970825195312,-1.517899285714286,56,1223.0,-27.640117645263672
73279,733,31,73380,0.0008459126528049375,0.0009865094907581806,-162.43807983398438,6.2092790603637695,-1.4863068500000005,60,1223.0,103.19662475585938
78171,125,26,78272,0.0008459126528049375,0.0015909502981230617,-164.77403259277344,3.7794535160064697,-1.4545624375,64,1223.0,21.737628936767578
83063,308,26,83164,0.0008459126528049375,0.0018397821113467216,-168.92471313476562,4.869551658630371,-1.4272791911764706,68,1223.0,7.668015003204346
87955,499,26,88056,0.0008459126528049375,0.0018910703947767615,-168.0862579345703,8.532349586486816,-1.3989199444444445,72,1223.0,-41.7481575012207
92847,682,26,92948,0.0008459126528049375,0.001149949966929853,-167.96498107910156,4.160696029663086,-1.3767258026315787,76,1223.0,-48.577552795410156
