time/fps,train/n_updates,train/ent_coef,train/ent_coef_loss,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/actor_loss,time/episodes
30,4927,0.017422180622816086,-168.0541229248047,162,1257.0,44.26834487915039,-5.227036,5028,0.0008459126528049375,-121.8436508178711,4
29,9955,0.001263405429199338,-17.54820442199707,344,1257.0,5.5503082275390625,-4.2272792500000005,10056,0.0008459126528049375,-125.59300994873047,8
29,14983,0.0008203823235817254,-45.06987762451172,518,1257.0,4.075283050537109,-3.6522124999999996,15084,0.0008459126528049375,-121.54682159423828,12
28,20011,0.002695763483643532,60.61689376831055,709,1257.0,15.183974266052246,-3.190159,20112,0.0008459126528049375,-106.7773208618164,16
24,25039,0.0008790915017016232,45.15965270996094,5,1257.0,2.7752628326416016,-2.9576263999999997,25140,0.0008459126528049375,-96.6104965209961,20
28,30067,0.0009019508142955601,45.28439712524414,180,1257.0,2.944363594055176,-2.827708916666667,30168,0.0008459126528049375,-92.17251586914062,24
27,35095,0.0006390514899976552,18.25680160522461,373,1257.0,4.27116584777832,-2.736980392857143,35196,0.0008459126528049375,-85.84251403808594,28
27,40123,0.0005926038138568401,31.406784057617188,555,1257.0,5.8701677322387695,-2.6765625625,40224,0.0008459126528049375,-82.99087524414062,32
27,45151,0.000549380318261683,28.291704177856445,734,1257.0,3.8074874877929688,-2.6206127222222224,45252,0.0008459126528049375,-80.36161804199219,36
25,50179,0.0009152593556791544,-4.830434322357178,11,1257.0,5.934691429138184,-2.55107735,50280,0.0008459126528049375,-74.30106353759766,40
26,55207,0.0005903511773794889,28.480623245239258,200,1257.0,4.4718427658081055,-2.4963374318181817,55308,0.0008459126528049375,-66.43756103515625,44
25,60235,0.0008383858948945999,8.340862274169922,398,1257.0,3.5476691722869873,-2.4660906875,60336,0.0008459126528049375,-63.81955337524414,48
26,65263,0.00037924814387224615,-43.52175521850586,577,1257.0,1.9383747577667236,-2.44362525,65364,0.0008459126528049375,-61.42094039916992,52
26,70291,0.000883026747033,2.3952183723449707,774,1257.0,9.67161750793457,-2.409258392857143,70392,0.0008459126528049375,-54.82228088378906,56
29,75319,0.001013310393318534,-27.21050262451172,14,1257.0,15.888275146484375,-2.3892832999999998,75420,0.0008459126528049375,-44.85493087768555,60
28,80347,0.00298212468624115,68.82272338867188,193,1257.0,32.29103469848633,-2.3615700625,80448,0.0008459126528049375,-25.94702911376953,64
27,85375,0.0013028683606535196,-20.211782455444336,382,1257.0,37.236080169677734,-2.3495521617647057,85476,0.0008459126528049375,-8.01882266998291,68
27,90403,0.0007694323430769145,-15.786251068115234,572,1257.0,6.2815961837768555,-2.3277299305555554,90504,0.0008459126528049375,3.8063879013061523,72
26,95431,0.0010029362747445703,-51.803443908691406,761,1257.0,16.065174102783203,-2.307154144736842,95532,0.0008459126528049375,16.630306243896484,76
