time/fps,train/n_updates,train/ent_coef,train/ent_coef_loss,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/actor_loss,time/episodes
29,4927,0.01761956326663494,-176.5471649169922,172,1257.0,1.894202709197998,-5.0673335,5028,0.0008459126528049375,-125.37347412109375,4
29,9955,0.0010275846580043435,-28.647436141967773,340,1257.0,6.969069480895996,-4.2068706250000005,10056,0.0008459126528049375,-133.7289581298828,8
28,14983,0.0009209308191202581,15.376152038574219,527,1257.0,7.471521854400635,-3.557164916666667,15084,0.0008459126528049375,-134.36720275878906,12
28,20011,0.0016045067459344864,0.34229451417922974,711,1257.0,6.542984962463379,-3.1190494375,20112,0.0008459126528049375,-125.48361206054688,16
31,25039,0.0007948196143843234,69.65164184570312,4,1257.0,2.07525634765625,-2.8991057000000002,25140,0.0008459126528049375,-118.91314697265625,20
27,30067,0.0007665031589567661,-12.609931945800781,188,1257.0,3.01444149017334,-2.7468417499999997,30168,0.0008459126528049375,-104.81199645996094,24
27,35095,0.000544089125469327,220.0246124267578,374,1257.0,28.40865707397461,-2.6247816785714284,35196,0.0008459126528049375,-96.66455078125,28
26,40123,0.0008076080121099949,25.2677001953125,569,1257.0,3.9783308506011963,-2.540628,40224,0.0008459126528049375,-77.43894958496094,32
26,45151,0.00047765893395990133,44.13514709472656,753,1257.0,4.22942590713501,-2.4861232777777773,45252,0.0008459126528049375,-74.15037536621094,36
32,50179,0.0002976376854348928,-108.54053497314453,8,1257.0,10.727548599243164,-2.423834225,50280,0.0008459126528049375,-44.181785583496094,40
31,55207,0.0005159784341230989,86.17636108398438,168,1257.0,1.879464864730835,-2.3987172045454543,55308,0.0008459126528049375,-41.24446105957031,44
29,60235,0.0003388173645362258,-17.770309448242188,345,1257.0,9.14142894744873,-2.36588225,60336,0.0008459126528049375,-34.558143615722656,48
29,65263,0.0007888621767051518,-58.84846115112305,526,1257.0,2.7128937244415283,-2.3301758461538458,65364,0.0008459126528049375,-30.493913650512695,52
28,70291,0.0004512120212893933,-63.40216064453125,712,1257.0,5.930305480957031,-2.3000299999999996,70392,0.0008459126528049375,-25.505111694335938,56
26,75319,0.0007184048881754279,-6.327049732208252,15,1257.0,3.524789810180664,-2.266826099999999,75420,0.0008459126528049375,-22.481586456298828,60
25,80347,0.0005245396750979125,3.2429277896881104,216,1257.0,9.363909721374512,-2.24747975,80448,0.0008459126528049375,-19.27739906311035,64
25,85375,0.000956575502641499,-13.58957290649414,416,1257.0,8.477227210998535,-2.2379225882352944,85476,0.0008459126528049375,14.15308952331543,68
26,90403,0.0010303484741598368,15.162342071533203,594,1257.0,9.39123249053955,-2.2394518333333333,90504,0.0008459126528049375,25.78119659423828,72
26,95431,0.0008698637248016894,-98.4771957397461,771,1257.0,9.902344703674316,-2.2263386315789475,95532,0.0008459126528049375,35.09928512573242,76
