time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,3986,,,,,,,,,,,,,
2,1024,0,1875,-0.032351060886867344,0.023186095,-0.6261110305786133,-43.983206272125244,0.2,0.10107056926062796,16,0.0004092704424510632,0.2921142578125,-0.030159642919898033,0.9999885559082031,,
3,1536,0,1595,-0.03279819365707226,0.0294961,0.09523838758468628,-44.003206729888916,0.2,0.0037807551270816475,32,0.0004092704424510632,0.3441162109375,-0.035536497831344604,1.0012954473495483,-2.535826,1258.0
4,2048,1,1493,-0.030634911701781675,0.020595139,0.0141945481300354,-44.03651940822601,0.2,0.015163162432145327,48,0.0004092704424510632,0.27734375,-0.032491955906152725,1.001879096031189,-2.535826,1258.0
5,2560,1,1433,-0.026008275759522803,0.015628923,0.37292593717575073,-44.02711772918701,0.2,0.0019201457653252874,64,0.0004092704424510632,0.260498046875,-0.037726789712905884,1.0006266832351685,-2.418933,1258.0
6,3072,2,1396,-0.032149065867997706,0.01943765,0.018627405166625977,-43.98832619190216,0.2,0.01844439993146807,80,0.0004092704424510632,0.3096923828125,-0.024483568966388702,0.9999815821647644,-2.418933,1258.0
7,3584,2,1375,-0.027545909746550024,0.016203178,0.24757003784179688,-43.97553622722626,0.2,0.0027908191914320923,96,0.0004092704424510632,0.2716064453125,-0.04007571190595627,0.9994394183158875,-2.418933,1258.0
8,4096,3,1363,-0.02263948819017969,0.014083333,0.04112362861633301,-43.96834373474121,0.2,0.0021173675668251235,112,0.0004092704424510632,0.22021484375,-0.02734108828008175,0.9996893405914307,-2.408995,1258.0
9,4608,3,1351,-0.022239700774662197,0.012892871,0.019444048404693604,-43.97215700149536,0.2,0.02887216507224366,128,0.0004092704424510632,0.24462890625,-0.011911701411008835,0.9997815489768982,-2.408995,1258.0
10,5120,3,1342,-0.02375531731377123,0.019091405,0.41929924488067627,-43.97157824039459,0.2,0.00359490708069643,144,0.0004092704424510632,0.255859375,-0.02861187607049942,0.9997895956039429,-2.4559207499999998,1258.0
11,5632,4,1331,-0.034394682879792526,0.024628535,0.047342777252197266,-43.98088204860687,0.2,0.034899921098258346,160,0.0004092704424510632,0.3016357421875,-0.016705550253391266,1.0003293752670288,-2.4559207499999998,1258.0
12,6144,4,1326,-0.026080303883645684,0.0152508505,0.8010611534118652,-43.97362399101257,0.2,0.003656610322650522,176,0.0004092704424510632,0.2254638671875,-0.03818969056010246,0.9991065263748169,-2.4559207499999998,1258.0
13,6656,5,1318,-0.028105942852562293,0.018819204,0.46522951126098633,-43.94289541244507,0.2,0.002380083929892862,192,0.0004092704424510632,0.2596435546875,-0.041366275399923325,0.9989428520202637,-2.4637635999999996,1258.0
14,7168,5,1313,-0.03864082494692411,0.032395132,0.05934327840805054,-43.9053897857666,0.2,0.043711286038160324,208,0.0004092704424510632,0.3643798828125,-0.024181636050343513,0.9955209493637085,-2.4637635999999996,1258.0
15,7680,5,1309,-0.02530574864067603,0.015499225,0.5507890582084656,-43.809356808662415,0.2,0.002843872036464745,224,0.0004092704424510632,0.2451171875,-0.037123918533325195,0.994204044342041,-2.4329024999999995,1258.0
16,8192,6,1304,-0.02306748279806925,0.01648957,0.1400623917579651,-43.793911933898926,0.2,0.04853092762641609,240,0.0004092704424510632,0.2188720703125,-0.008468199521303177,0.9940803050994873,-2.4329024999999995,1258.0
17,8704,6,1303,-0.020700909284641966,0.01801747,0.7807247638702393,-43.81265437602997,0.2,0.0030376847898878623,256,0.0004092704424510632,0.2080078125,-0.03426829352974892,0.9956961870193481,-2.4329024999999995,1258.0
18,9216,7,1301,-0.021635394208715297,0.016228464,0.02691030502319336,-43.8390828371048,0.2,0.0024043748908297857,272,0.0004092704424510632,0.18994140625,-0.03614916652441025,0.9948065876960754,-2.455449857142857,1258.0
19,9728,7,1298,-0.02063650349737145,0.020615788,0.06461423635482788,-43.80626726150513,0.2,0.05999931611586362,288,0.0004092704424510632,0.2291259765625,-0.0050079599022865295,0.9943627119064331,-2.455449857142857,1258.0
20,10240,7,1295,-0.025673423981061205,0.01706025,0.45635366439819336,-43.802223920822144,0.2,0.0076138179283589125,304,0.0004092704424510632,0.2213134765625,-0.02675660140812397,0.9945729970932007,-2.43352725,1258.0
21,10752,8,1294,-0.02797665735852206,0.017287066,0.12028151750564575,-43.79430937767029,0.2,0.06615264329593629,320,0.0004092704424510632,0.260498046875,-0.007642235606908798,0.9932105541229248,-2.43352725,1258.0
22,11264,8,1291,-0.02508442447287962,0.017260643,0.6777969598770142,-43.731624484062195,0.2,0.003580694661650341,336,0.0004092704424510632,0.2161865234375,-0.03872055187821388,0.9913644194602966,-2.43352725,1258.0
23,11776,9,1290,-0.023241777322255075,0.018617176,-0.11922144889831543,-43.70088863372803,0.2,0.0032310599599441048,352,0.0004092704424510632,0.223388671875,-0.03916892781853676,0.9910467863082886,-2.433423888888889,1258.0
24,12288,9,1288,-0.028097104863263667,0.028367259,0.1564319133758545,-43.706751346588135,0.2,0.08376789384055883,368,0.0004092704424510632,0.256103515625,-0.011716019362211227,0.9921101331710815,-2.433423888888889,1258.0
25,12800,9,1286,-0.026024735649116337,0.021460518,0.15619271993637085,-43.724687814712524,0.2,0.005364228520193137,384,0.0004092704424510632,0.2362060546875,-0.04603726416826248,0.9918888807296753,-2.4377858000000003,1258.0
26,13312,10,1285,-0.024105247124680318,0.017320588,0.15303581953048706,-43.702744007110596,0.2,0.07756468304432929,400,0.0004092704424510632,0.2208251953125,-0.009497728198766708,0.9907538294792175,-2.4377858000000003,1258.0
27,13824,10,1284,-0.030470289188087918,0.019477844,0.6870710849761963,-43.668248414993286,0.2,0.005094214589917101,416,0.0004092704424510632,0.2635498046875,-0.03744809329509735,0.990024209022522,-2.4377858000000003,1258.0
28,14336,11,1283,-0.02757295961782802,0.0209039,0.3725864887237549,-43.67736518383026,0.2,0.0037255693168845028,432,0.0004092704424510632,0.2445068359375,-0.03698894754052162,0.9916853308677673,-2.4378486363636367,1258.0
29,14848,11,1281,-0.024631645588669926,0.029294975,0.10693645477294922,-43.7163188457489,0.2,0.04749867459759116,448,0.0004092704424510632,0.285888671875,-0.003984395414590836,0.9916201233863831,-2.4378486363636367,1258.0
30,15360,11,1280,-0.028760049055563286,0.017753175,0.562850832939148,-43.71618640422821,0.2,0.0030900427445885725,464,0.0004092704424510632,0.251708984375,-0.03865613415837288,0.9924027323722839,-2.4414635000000002,1258.0
31,15872,12,1279,-0.02353447172208689,0.01991884,0.08834582567214966,-43.71654665470123,0.2,0.11139526427723467,480,0.0004092704424510632,0.2333984375,0.005583096295595169,0.9909406900405884,-2.4414635000000002,1258.0
32,16384,12,1278,-0.022168480092659593,0.018648813,0.7723677754402161,-43.64929687976837,0.2,0.004853810532949865,496,0.0004092704424510632,0.209716796875,-0.026446545496582985,0.9885756969451904,-2.450343,1258.0
33,16896,13,1276,-0.024450036435155198,0.016228747,0.13593178987503052,-43.60565102100372,0.2,0.11633306625299156,512,0.0004092704424510632,0.227294921875,0.04998897761106491,0.9884934425354004,-2.450343,1258.0
34,17408,13,1274,-0.027886737923836336,0.020274984,-0.2144458293914795,-43.60990369319916,0.2,0.008506647383910604,528,0.0004092704424510632,0.2425537109375,-0.02843998745083809,0.9880855083465576,-2.450343,1258.0
35,17920,14,1274,-0.02343736837792676,0.014407393,0.16943824291229248,-43.5889173746109,0.2,0.003074681655562017,544,0.0004092704424510632,0.265380859375,-0.03116781637072563,0.9879377484321594,-2.45714,1258.0
36,18432,14,1273,-0.026100531686097383,0.024721425,0.03253614902496338,-43.590953946113586,0.2,0.13851100322790444,560,0.0004092704424510632,0.2452392578125,0.032395970076322556,0.9878024458885193,-2.45714,1258.0
37,18944,14,1272,-0.02684178362687817,0.02115285,0.4868004322052002,-43.56556022167206,0.2,0.013184431300032884,576,0.0004092704424510632,0.2515869140625,-0.04256444424390793,0.9863948225975037,-2.4592206,1258.0
38,19456,15,1271,-0.022227349822060205,0.01980499,0.15861117839813232,-43.5294109582901,0.2,0.14287620410323143,592,0.0004092704424510632,0.2105712890625,0.034664399921894073,0.9861277937889099,-2.4592206,1258.0
39,19968,15,1270,-0.021142405516002327,0.016819471,0.6150412559509277,-43.54621076583862,0.2,0.008201207136153243,608,0.0004092704424510632,0.207763671875,-0.015832770615816116,0.9873985648155212,-2.4592206,1258.0
40,20480,16,1270,-0.026841048325877637,0.0202454,0.4860595464706421,-43.59492039680481,0.2,0.002900809016864514,624,0.0004092704424510632,0.281982421875,-0.04612390697002411,0.9892886281013489,-2.4658450625,1258.0
41,20992,16,1270,-0.023535408938187174,0.017081572,0.12870866060256958,-43.62499797344208,0.2,0.15067267627455294,640,0.0004092704424510632,0.21337890625,0.04268503189086914,0.9885494112968445,-2.4658450625,1258.0
42,21504,16,1269,-0.02937781203945633,0.017141506,0.2799034118652344,-43.60473990440369,0.2,0.011611469541094266,656,0.0004092704424510632,0.2662353515625,-0.027822572737932205,0.9889680743217468,-2.467465117647059,1258.0
43,22016,17,1269,-0.023254476647707634,0.021590028,0.09506452083587646,-43.638498306274414,0.2,0.1573389491531998,672,0.0004092704424510632,0.2257080078125,0.04019948095083237,0.9901081919670105,-2.467465117647059,1258.0
44,22528,17,1268,-0.020711847668280825,0.013187237,0.5377781391143799,-43.629215240478516,0.2,0.009037353287567385,688,0.0004092704424510632,0.1796875,-0.03593286871910095,0.987995982170105,-2.467465117647059,1258.0
45,23040,18,1268,-0.023493203821999487,0.017701564,-0.2950335741043091,-43.56894791126251,0.2,0.003900360068655573,704,0.0004092704424510632,0.2344970703125,-0.03436841815710068,0.9870993494987488,-2.455898833333334,1258.0
46,23552,18,1267,-0.02321466853027232,0.019293346,0.08831793069839478,-43.54060983657837,0.2,0.16614418267272413,720,0.0004092704424510632,0.2001953125,0.04801352322101593,0.9855087995529175,-2.455898833333334,1258.0
47,24064,18,1267,-0.02449394323048182,0.016662441,0.10411649942398071,-43.49933898448944,0.2,0.011562918269191869,736,0.0004092704424510632,0.195068359375,-0.025880035012960434,0.9851113557815552,-2.459770736842106,1258.0
48,24576,19,1267,-0.025410651840502396,0.021727525,0.23703628778457642,-43.48283112049103,0.2,0.15835313452407718,752,0.0004092704424510632,0.239990234375,0.05673147365450859,0.9840160012245178,-2.459770736842106,1258.0
49,25088,19,1266,-0.024577838892582804,0.020411067,0.44687288999557495,-43.438599824905396,0.2,0.014844632911263034,768,0.0004092704424510632,0.2200927734375,-0.03025844134390354,0.9828141331672668,-2.459770736842106,1258.0
50,25600,20,1266,-0.0258397716388572,0.017608322,-0.9656853675842285,-43.41727101802826,0.2,0.003500566446746234,784,0.0004092704424510632,0.233154296875,-0.04549972340464592,0.9828362464904785,-2.4593809500000003,1258.0
51,26112,20,1265,-0.02247296168934554,0.023167178,0.06264740228652954,-43.40427649021149,0.2,0.1562326210550964,800,0.0004092704424510632,0.24169921875,0.041410453617572784,0.9818046689033508,-2.4593809500000003,1258.0
52,26624,21,1264,-0.018825289618689567,0.009611635,0.26033735275268555,-43.37806737422943,0.2,0.010889514232985675,816,0.0004092704424510632,0.1759033203125,-0.027470681816339493,0.9813202023506165,-2.461389619047619,1258.0
53,27136,21,1264,-0.024449711345368996,0.019816412,0.13214415311813354,-43.35477888584137,0.2,0.15425038244575262,832,0.0004092704424510632,0.2276611328125,0.05146929621696472,0.9804961681365967,-2.461389619047619,1258.0
54,27648,21,1264,-0.02095831734186504,0.01439736,0.5214138627052307,-43.361775636672974,0.2,0.013854091870598495,848,0.0004092704424510632,0.162109375,-0.03201679512858391,0.9822432398796082,-2.461389619047619,1258.0
55,28160,22,1263,-0.027899287786567584,0.019547492,0.4231625199317932,-43.41133999824524,0.2,0.007052852102788165,864,0.0004092704424510632,0.249755859375,-0.03208521008491516,0.9830650687217712,-2.4613913636363636,1258.0
56,28672,22,1263,-0.031664010166423395,0.03700891,0.12656676769256592,-43.41200053691864,0.2,0.11722566653043032,880,0.0004092704424510632,0.3382568359375,0.0041651651263237,0.9827983975410461,-2.4613913636363636,1258.0
57,29184,23,1263,-0.02549303983687423,0.020506553,0.02218008041381836,-43.39911508560181,0.2,0.015911039969068952,896,0.0004092704424510632,0.226318359375,-0.0332840159535408,0.9818691611289978,-2.4677158695652177,1258.0
58,29696,23,1263,-0.02952678997826297,0.024522167,0.1353548765182495,-43.36594784259796,0.2,0.15087299491278827,912,0.0004092704424510632,0.2493896484375,0.0448366180062294,0.9811380505561829,-2.4677158695652177,1258.0
59,30208,23,1263,-0.024020222364924848,0.014409495,0.439365029335022,-43.34396171569824,0.2,0.012678820377914235,928,0.0004092704424510632,0.2147216796875,-0.029341429471969604,0.9798488616943359,-2.4751860833333335,1258.0
60,30720,24,1263,-0.02157848625211045,0.0206818,0.202153742313385,-43.303268790245056,0.2,0.17229915130883455,944,0.0004092704424510632,0.22509765625,0.040733784437179565,0.9790312051773071,-2.4751860833333335,1258.0
61,31232,24,1263,-0.02496434013301041,0.018174965,-4.214747905731201,-43.292630553245544,0.2,0.0036644512201746693,960,0.0004092704424510632,0.2274169921875,-0.028623901307582855,0.9793462157249451,-2.4751860833333335,1258.0
62,31744,25,1262,-0.02822698574163951,0.0256583,0.1614452600479126,-43.324413657188416,0.2,0.003749438670638483,976,0.0004092704424510632,0.2711181640625,-0.035266537219285965,0.98072350025177,-2.47604304,1258.0
63,32256,25,1262,-0.030289582471596077,0.030964525,0.04418480396270752,-43.342089772224426,0.2,0.1667610346339643,992,0.0004092704424510632,0.2666015625,0.036840230226516724,0.9800882935523987,-2.47604304,1258.0
64,32768,25,1261,-0.023086321496521123,0.012867422,0.4732491970062256,-43.331809520721436,0.2,0.01558322025812231,1008,0.0004092704424510632,0.2340087890625,-0.033036164939403534,0.9806596040725708,-2.478252961538461,1258.0
65,33280,26,1261,-0.018311897831154056,0.01087135,0.2680133581161499,-43.353909730911255,0.2,0.16639624862000346,1024,0.0004092704424510632,0.1727294921875,0.05236131325364113,0.9813365936279297,-2.478252961538461,1258.0
66,33792,26,1261,-0.028142330091213807,0.019848064,0.521783709526062,-43.388179421424866,0.2,0.012532653141533956,1040,0.0004092704424510632,0.2576904296875,-0.0410940907895565,0.9830067157745361,-2.478252961538461,1258.0
67,34304,27,1260,-0.024055094283539802,0.015840037,0.3888216018676758,-43.41155469417572,0.2,0.0038949736117501743,1056,0.0004092704424510632,0.21875,-0.031202496960759163,0.9820324182510376,-2.469243074074074,1258.0
68,34816,27,1260,-0.021929065536824055,0.016466709,0.15262842178344727,-43.363049030303955,0.2,0.15902182227000594,1072,0.0004092704424510632,0.1900634765625,0.0497296079993248,0.9809679388999939,-2.469243074074074,1258.0
69,35328,28,1261,-0.02301004387845751,0.016130086,0.218719482421875,-43.343979835510254,0.2,0.018806491512805223,1088,0.0004092704424510632,0.2003173828125,-0.02525736764073372,0.980743408203125,-2.4639300357142853,1258.0
70,35840,28,1260,-0.02177230644156225,0.020195859,0.20188945531845093,-43.31740963459015,0.2,0.16168743139132857,1104,0.0004092704424510632,0.203857421875,0.0513392873108387,0.9789560437202454,-2.4639300357142853,1258.0
71,36352,28,1260,-0.02269037449877942,0.01394216,0.588645339012146,-43.28466069698334,0.2,0.01680110752931796,1120,0.0004092704424510632,0.193603515625,-0.01874644123017788,0.9796052575111389,-2.4639300357142853,1258.0
72,36864,29,1260,-0.023080182771082036,0.020447802,0.00438612699508667,-43.28813970088959,0.2,0.004026228241855279,1136,0.0004092704424510632,0.2176513671875,-0.0362139567732811,0.9778706431388855,-2.470295068965517,1258.0
73,37376,29,1259,-0.02319997103768401,0.021574901,0.13712692260742188,-43.231653451919556,0.2,0.15753562562167645,1152,0.0004092704424510632,0.2142333984375,0.027232006192207336,0.9772618412971497,-2.470295068965517,1258.0
74,37888,30,1259,-0.018610625200381037,0.011769354,0.15314722061157227,-43.22514879703522,0.2,0.0208697063208092,1168,0.0004092704424510632,0.149169921875,-0.0076463483273983,0.976961076259613,-2.4712894666666667,1258.0
75,38400,30,1259,-0.019506638898747042,0.01603819,0.3313719630241394,-43.23521435260773,0.2,0.16081982105970383,1184,0.0004092704424510632,0.196044921875,0.050887759774923325,0.978657603263855,-2.4712894666666667,1258.0
76,38912,30,1259,-0.027721348393242806,0.02175236,0.39159566164016724,-43.26325440406799,0.2,0.014990296971518546,1200,0.0004092704424510632,0.2642822265625,-0.03519024699926376,0.9775117039680481,-2.4712894666666667,1258.0
77,39424,31,1258,-0.02508296517044073,0.01710008,-0.28759777545928955,-43.22032451629639,0.2,0.00251851528082625,1216,0.0004092704424510632,0.2283935546875,-0.03012075647711754,0.9769589304924011,-2.468651838709677,1258.0
78,39936,31,1258,-0.019858206433127634,0.017881919,0.08962655067443848,-43.21892833709717,0.2,0.14272255497053266,1232,0.0004092704424510632,0.2003173828125,0.04759006202220917,0.9769978523254395,-2.468651838709677,1258.0
79,40448,32,1258,-0.023493434011470526,0.01570936,0.13273638486862183,-43.20020520687103,0.2,0.015950850065564737,1248,0.0004092704424510632,0.1939697265625,-0.03132112696766853,0.9755508899688721,-2.46692978125,1258.0
80,40960,32,1258,-0.023798014444764704,0.016067535,0.1439949870109558,-43.13662672042847,0.2,0.1464285517577082,1264,0.0004092704424510632,0.224853515625,0.042542386800050735,0.9731212854385376,-2.46692978125,1258.0
81,41472,32,1258,-0.030542459920980036,0.019762252,0.43438899517059326,-43.09336543083191,0.2,0.0152902293484658,1280,0.0004092704424510632,0.267333984375,-0.03375013545155525,0.9733515381813049,-2.46692978125,1258.0
82,41984,33,1258,-0.021726724749896675,0.01522474,0.19500505924224854,-43.10480499267578,0.2,0.009211013253661804,1296,0.0004092704424510632,0.2037353515625,-0.029960520565509796,0.9731003046035767,-2.4675565454545456,1258.0
83,42496,33,1258,-0.024257134238723665,0.026434563,0.20030057430267334,-43.06372141838074,0.2,0.12790346750989556,1312,0.0004092704424510632,0.2376708984375,0.031479064375162125,0.9710854887962341,-2.4675565454545456,1258.0
