time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,4090,,,,,,,,,,,,,
2,1024,0,1917,-0.03123177116503939,0.018212229,-0.09667909145355225,-43.99384939670563,0.2,0.11694032711966429,16,0.0004092704424510632,0.263427734375,-0.04419499263167381,1.0002305507659912,,
3,1536,0,1626,-0.027256476634647697,0.022971308,0.06850868463516235,-44.00986135005951,0.2,0.003709645818162244,32,0.0004092704424510632,0.2772216796875,-0.026490896940231323,1.0015270709991455,-2.630224,1258.0
4,2048,1,1510,-0.03020029468461871,0.016173728,0.003148496150970459,-44.0707083940506,0.2,0.006323251480353065,48,0.0004092704424510632,0.2774658203125,-0.03884585574269295,1.0044350624084473,-2.630224,1258.0
5,2560,1,1448,-0.025906331167789176,0.017438713,0.02598118782043457,-44.14451992511749,0.2,0.005342896387446672,64,0.0004092704424510632,0.2608642578125,-0.03373537212610245,1.0055322647094727,-2.6331835000000003,1258.0
6,3072,2,1408,-0.026821826584637165,0.017784566,0.002666175365447998,-44.16814911365509,0.2,0.012478314398322254,80,0.0004092704424510632,0.27001953125,-0.03783559426665306,1.006600022315979,-2.6331835000000003,1258.0
7,3584,2,1384,-0.03445370215922594,0.023671351,0.01042473316192627,-44.198883295059204,0.2,0.004313069963245653,96,0.0004092704424510632,0.3087158203125,-0.0435166172683239,1.0076911449432373,-2.6331835000000003,1258.0
8,4096,3,1361,-0.029198335614637472,0.01901823,0.04731273651123047,-44.24313473701477,0.2,0.0024683287265361287,112,0.0004092704424510632,0.267578125,-0.02573973499238491,1.0090959072113037,-2.596688666666667,1258.0
9,4608,3,1348,-0.022984379553236067,0.018905785,0.004624068737030029,-44.26891553401947,0.2,0.024671855207998306,128,0.0004092704424510632,0.2552490234375,-0.028248561546206474,1.0094770193099976,-2.596688666666667,1258.0
10,5120,3,1340,-0.02539295656606555,0.01682324,0.0745890736579895,-44.27577257156372,0.2,0.004032307988381945,144,0.0004092704424510632,0.24951171875,-0.02938421443104744,1.009889006614685,-2.5994582500000005,1258.0
11,5632,4,1331,-0.023954683165356982,0.017675562,0.012637913227081299,-44.277382135391235,0.2,0.03076189773855731,160,0.0004092704424510632,0.2684326171875,-0.028853511437773705,1.0093528032302856,-2.5994582500000005,1258.0
12,6144,4,1324,-0.02683333700406365,0.01632005,0.6055375933647156,-44.26107943058014,0.2,0.0020820881363761146,176,0.0004092704424510632,0.2431640625,-0.03086579218506813,1.0091100931167603,-2.5994582500000005,1258.0
13,6656,5,1318,-0.029126338253263384,0.019246083,0.2662745714187622,-44.24726724624634,0.2,0.0020027751561428886,192,0.0004092704424510632,0.256103515625,-0.040498144924640656,1.008368968963623,-2.5226968000000003,1258.0
14,7168,5,1314,-0.02830908799660392,0.0234727,0.013043105602264404,-44.19095754623413,0.2,0.0396787408972159,208,0.0004092704424510632,0.295166015625,-0.020813433453440666,1.0053142309188843,-2.5226968000000003,1258.0
15,7680,5,1310,-0.024220877385232598,0.016890405,0.6600601673126221,-44.10918080806732,0.2,0.0016118245712277712,224,0.0004092704424510632,0.197021484375,-0.035755544900894165,1.0035656690597534,-2.527597166666667,1258.0
16,8192,6,1307,-0.025720030644151848,0.021741174,0.05017465353012085,-44.07109570503235,0.2,0.04905288515146822,240,0.0004092704424510632,0.255859375,-0.011881120502948761,1.0026144981384277,-2.527597166666667,1258.0
17,8704,6,1304,-0.0257196543389,0.017848536,0.7925617694854736,-44.043646693229675,0.2,0.002208298370533157,256,0.0004092704424510632,0.23876953125,-0.037243593484163284,1.0021700859069824,-2.527597166666667,1258.0
18,9216,7,1301,-0.029689760121982545,0.017212506,0.26585620641708374,-44.05490851402283,0.2,0.002709087733819615,272,0.0004092704424510632,0.25390625,-0.0400526188313961,1.0035886764526367,-2.532658571428572,1258.0
19,9728,7,1298,-0.027732392540201545,0.02449254,0.04947686195373535,-44.10116350650787,0.2,0.060558977886103094,288,0.0004092704424510632,0.2825927734375,-9.401142597198486e-05,1.004996657371521,-2.532658571428572,1258.0
20,10240,7,1296,-0.02587057466735132,0.017045433,0.6452910900115967,-44.13530194759369,0.2,0.007945429366372991,304,0.0004092704424510632,0.237548828125,-0.0398135744035244,1.0054447650909424,-2.53078525,1258.0
21,10752,8,1295,-0.02797361122793518,0.018062009,0.05716133117675781,-44.156086444854736,0.2,0.07336712838150561,320,0.0004092704424510632,0.2503662109375,0.0017631947994232178,1.0071417093276978,-2.53078525,1258.0
22,11264,8,1293,-0.028127889192546718,0.01898598,0.7289965152740479,-44.18025755882263,0.2,0.002851572360668797,336,0.0004092704424510632,0.2392578125,-0.040828362107276917,1.0055843591690063,-2.53078525,1258.0
23,11776,9,1291,-0.024634203757159412,0.01744545,0.15906399488449097,-44.124544620513916,0.2,0.0022576295432372717,352,0.0004092704424510632,0.2274169921875,-0.03115304931998253,1.0049402713775635,-2.5248197777777777,1258.0
24,12288,9,1290,-0.02404963382286951,0.021739293,0.0711401104927063,-44.116902232170105,0.2,0.07413620629813522,368,0.0004092704424510632,0.19580078125,0.04278874397277832,1.0042589902877808,-2.5248197777777777,1258.0
25,12800,9,1288,-0.027666569338180125,0.023343049,-0.33070361614227295,-44.05515730381012,0.2,0.003914290711691137,384,0.0004092704424510632,0.2479248046875,-0.028726354241371155,1.0014640092849731,-2.5245235,1258.0
26,13312,10,1286,-0.022851889254525304,0.019815952,0.07470554113388062,-44.0049592256546,0.2,0.10300288791768253,400,0.0004092704424510632,0.2088623046875,0.020596273243427277,1.0015673637390137,-2.5245235,1258.0
27,13824,10,1285,-0.026563056009763386,0.0177649,0.6608855724334717,-44.02635478973389,0.2,0.00430688273627311,416,0.0004092704424510632,0.2166748046875,-0.029030021280050278,1.0025861263275146,-2.5245235,1258.0
28,14336,11,1284,-0.021507073775865138,0.020828877,0.3743356466293335,-44.08544921875,0.2,0.003390783727809321,432,0.0004092704424510632,0.19384765625,-0.022063367068767548,1.005477786064148,-2.517037181818182,1258.0
29,14848,11,1283,-0.023757681832648814,0.03245381,0.06700700521469116,-44.1302011013031,0.2,0.053467035526409745,448,0.0004092704424510632,0.2926025390625,-0.007836807519197464,1.00446355342865,-2.517037181818182,1258.0
30,15360,11,1282,-0.022121625574072823,0.01730406,0.48450785875320435,-44.112024903297424,0.2,0.004641029248887207,464,0.0004092704424510632,0.2191162109375,-0.01501558069139719,1.0051442384719849,-2.512572,1258.0
