time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,3999,,,,,,,,,,,,,
2,1024,0,1891,-0.026280720689101145,0.019427223,-0.6006793975830078,-43.984748125076294,0.2,0.21026581027399516,16,0.0004092704424510632,0.2415771484375,-0.019591636955738068,0.9998784065246582,,
3,1536,0,1619,-0.025163904821965843,0.014728729,-0.09967732429504395,-43.96843135356903,0.2,0.0040476552458130755,32,0.0004092704424510632,0.221923828125,-0.03348299115896225,0.9988067150115967,-2.493938,1258.0
4,2048,1,1511,-0.029183378937887028,0.028062493,0.0039255619049072266,-43.95603156089783,0.2,0.027913411002373323,48,0.0004092704424510632,0.323486328125,-0.026210179552435875,0.9996382594108582,-2.493938,1258.0
5,2560,1,1454,-0.029257938673254102,0.015850738,-0.017708659172058105,-43.96505892276764,0.2,0.004394185067212675,64,0.0004092704424510632,0.2479248046875,-0.04564598947763443,0.9985824227333069,-2.4451785,1258.0
6,3072,2,1418,-0.025372324249474332,0.018394701,0.004152655601501465,-43.93881404399872,0.2,0.01600863947533071,80,0.0004092704424510632,0.2708740234375,-0.016440274193882942,0.9990074634552002,-2.4451785,1258.0
7,3584,2,1394,-0.02616530901286751,0.017003905,-0.006526350975036621,-43.92704963684082,0.2,0.004535486863460392,96,0.0004092704424510632,0.2518310546875,-0.0408761203289032,0.9969093799591064,-2.4451785,1258.0
8,4096,2,1374,-0.023500419018091634,0.015034603,-0.0018481016159057617,-43.87043309211731,0.2,0.0023374418015009724,112,0.0004092704424510632,0.2430419921875,-0.027298402041196823,0.9964138865470886,-2.510893333333333,1258.0
9,4608,3,1361,-0.019861792789015453,0.015928335,0.004886269569396973,-43.85341703891754,0.2,0.006712536407576408,128,0.0004092704424510632,0.19677734375,-0.019867081195116043,0.995303750038147,-2.510893333333333,1258.0
10,5120,3,1348,-0.02071996459926595,0.0143042635,-0.022230982780456543,-43.82140278816223,0.2,0.00414551416906761,144,0.0004092704424510632,0.21435546875,-0.03836226090788841,0.9944114089012146,-2.53568025,1258.0
11,5632,4,1338,-0.021305289468728006,0.018080108,0.0009296536445617676,-43.794570565223694,0.2,0.004436155904841144,160,0.0004092704424510632,0.2203369140625,-0.031469281762838364,0.9938452839851379,-2.53568025,1258.0
12,6144,4,1330,-0.032556806108914316,0.018467706,0.00353848934173584,-43.75680387020111,0.2,0.004330005380325019,176,0.0004092704424510632,0.3114013671875,-0.04637768864631653,0.9914472103118896,-2.53568025,1258.0
13,6656,5,1323,-0.022722000459907576,0.016610367,-0.0006455183029174805,-43.69051146507263,0.2,0.0028711802733596414,192,0.0004092704424510632,0.2391357421875,-0.03993581607937813,0.9904681444168091,-2.5514941999999996,1258.0
14,7168,5,1318,-0.031848836661083624,0.017380223,-0.001562356948852539,-43.67195534706116,0.2,0.004648706679290626,208,0.0004092704424510632,0.260498046875,-0.0453820675611496,0.9895845055580139,-2.5514941999999996,1258.0
15,7680,5,1313,-0.028759122389601544,0.0277296,0.0010360479354858398,-43.64683556556702,0.2,0.005965640855720267,224,0.0004092704424510632,0.29150390625,-0.04058561846613884,0.9892555475234985,-2.5815326666666665,1258.0
