train/ent_coef,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,time/total_timesteps,train/n_updates,train/actor_loss,train/ent_coef_loss,time/fps,rollout/ep_rew_mean,train/learning_rate
0.017253635451197624,4,1257.0,152,1.8618364334106445,5028,4927,-122.96422576904297,-179.49163818359375,32,-4.6845885,0.0008459126528049375
0.001032350119203329,8,1257.0,309,7.756781578063965,10056,9955,-129.2227325439453,-6.97410774230957,32,-3.664501625,0.0008459126528049375
0.0014166678301990032,12,1257.0,465,3.664907217025757,15084,14983,-115.89205169677734,-58.964378356933594,32,-3.10497975,0.0008459126528049375
0.0009127698722295463,16,1257.0,621,45.05583190917969,20112,20011,-97.31328582763672,321.6424255371094,32,-2.7974495000000004,0.0008459126528049375
0.0008667042711749673,20,1257.0,4,3.9915709495544434,25140,25039,-89.69204711914062,12.569720268249512,32,-2.58230155,0.0008459126528049375
0.0005165850161574781,24,1257.0,167,1.8725874423980713,30168,30067,-87.60018920898438,10.566604614257812,30,-2.4578461666666667,0.0008459126528049375
0.000363191997166723,28,1257.0,323,1.3314822912216187,35196,35095,-85.78186798095703,55.43595886230469,31,-2.3356316428571433,0.0008459126528049375
0.00041546474676579237,32,1257.0,480,1.4673593044281006,40224,40123,-75.96946716308594,-78.55826568603516,31,-2.2539313749999996,0.0008459126528049375
0.0001569815503899008,36,1257.0,637,1.689229965209961,45252,45151,-73.10901641845703,34.264556884765625,31,-2.2032386944444444,0.0008459126528049375
0.00015905164764262736,40,1257.0,10,0.9720350503921509,50280,50179,-70.05377197265625,74.5365982055664,26,-2.1425791750000003,0.0008459126528049375
0.00023005316324997693,44,1257.0,198,2.5647530555725098,55308,55207,-66.09334564208984,-49.89148712158203,26,-2.0963908863636362,0.0008459126528049375
0.0004417709424160421,48,1257.0,370,4.341734409332275,60336,60235,-60.68377685546875,32.638221740722656,27,-2.0731547708333333,0.0008459126528049375
0.00029841900686733425,52,1257.0,515,0.8478621244430542,65364,65263,-59.74976348876953,95.90252685546875,29,-2.0447021538461536,0.0008459126528049375
0.0003535896830726415,56,1257.0,661,0.6239444613456726,70392,70291,-57.40217590332031,25.626596450805664,30,-2.0232198749999997,0.0008459126528049375
0.00029537524096667767,60,1257.0,12,0.5563535690307617,75420,75319,-51.46781921386719,-69.99974060058594,32,-1.9894781333333333,0.0008459126528049375
