train/ent_coef_loss,time/time_elapsed,train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/critic_loss,train/n_updates,train/ent_coef,time/episodes,rollout/ep_len_mean,train/learning_rate
-164.33741760253906,432,-121.30184936523438,-4.68701275,5028,11,1.0098176002502441,4927,0.017152663320302963,4,1257.0,0.0008459126528049375
4.00594425201416,872,-128.09063720703125,-3.6232721249999997,10056,11,57.4173469543457,9955,0.0012305964482948184,8,1257.0,0.0008459126528049375
33.25205612182617,1314,-133.69691467285156,-2.93039225,15084,11,3.197270154953003,14983,0.00107760785613209,12,1257.0,0.0008459126528049375
19.467300415039062,1753,-141.3743438720703,-2.5398401875,20112,11,6.906907558441162,20011,0.0011447120923548937,16,1257.0,0.0008459126528049375
4.556159496307373,12,-135.4466552734375,-2.3048482999999997,25140,11,47.44237518310547,25039,0.0012955068377777934,20,1257.0,0.0008459126528049375
-2.497140884399414,458,-134.87637329101562,-2.1530760416666666,30168,11,8.730584144592285,30067,0.0007256224052980542,24,1257.0,0.0008459126528049375
47.169586181640625,895,-130.83493041992188,-2.0414971428571422,35196,11,3.158719062805176,35095,0.000578682404011488,28,1257.0,0.0008459126528049375
44.97542190551758,1331,-131.07025146484375,-1.9213811875,40224,11,22.728858947753906,40123,0.0012537863804027438,32,1257.0,0.0008459126528049375
-76.51089477539062,1763,-126.90484619140625,-1.8731616944444442,45252,11,2.233963966369629,45151,0.0008234805427491665,36,1257.0,0.0008459126528049375
59.97979736328125,23,-117.71158599853516,-1.7837113500000001,50280,11,52.727073669433594,50179,0.0010555448243394494,40,1257.0,0.0008459126528049375
-16.893085479736328,458,-108.96772766113281,-1.7198934545454543,55308,11,1.8428713083267212,55207,0.0005568585474975407,44,1257.0,0.0008459126528049375
-37.979427337646484,894,-101.1740493774414,-1.65568175,60336,11,1.3169970512390137,60235,0.0010520108044147491,48,1257.0,0.0008459126528049375
27.263248443603516,1332,-98.26448822021484,-1.6212902884615383,65364,11,4.919597148895264,65263,0.00037518294993788004,52,1257.0,0.0008459126528049375
-16.653383255004883,1772,-95.40126037597656,-1.5609681250000003,70392,11,167.9999542236328,70291,0.00043606155668385327,56,1257.0,0.0008459126528049375
