time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/loss,train/clip_range,train/approx_kl,train/value_loss,train/std,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
1,3713,512,0,,,,,,,,,,,,,
2,2347,1024,0,-0.03700277954339981,0.2,0.014240327,0.07364059424435254,1.0004422664642334,0.0004092704424510632,16,-43.995885133743286,0.221435546875,-0.024259767000330612,-0.6785941123962402,,
3,2123,1536,0,-0.026338720694184303,0.2,0.016877182,0.004589310890878551,0.9996517300605774,0.0004092704424510632,32,-43.990408182144165,0.21826171875,-0.023430397268384695,0.004162132740020752,-2.275355,1258.0
4,2001,2048,1,-0.04151763394474983,0.2,0.02115081,0.004057387246575672,0.996524453163147,0.0004092704424510632,48,-43.931740045547485,0.328857421875,-0.03160751034738496,0.003189265727996826,-2.275355,1258.0
5,1922,2560,1,-0.03881756216287613,0.2,0.015923541,0.002376185468165204,0.9953206181526184,0.0004092704424510632,64,-43.847228050231934,0.2586669921875,-0.02861240293714218,0.014093756675720215,-2.3462875,1258.0
6,1876,3072,1,-0.02513514831662178,0.2,0.02013012,0.009051947243278846,0.9959301948547363,0.0004092704424510632,80,-43.84750163555145,0.2662353515625,-0.022566007042769343,-0.015105605125427246,-2.3462875,1258.0
7,1843,3584,1,-0.03733564913272858,0.2,0.022202305,0.002310236250195885,0.9959481954574585,0.0004092704424510632,96,-43.85716998577118,0.272705078125,-0.0282418621936813,0.01056528091430664,-2.3462875,1258.0
8,1824,4096,2,-0.03031771443784237,0.2,0.013748631,0.00711316050728783,0.996471643447876,0.0004092704424510632,112,-43.86105704307556,0.2479248046875,-0.03042163487407379,0.009042441844940186,-2.323285,1258.0
9,1811,4608,2,-0.03329860046505928,0.2,0.016349435,0.014112599281361327,0.9940924048423767,0.0004092704424510632,128,-43.8436963558197,0.263427734375,-0.028668445243965834,0.011834383010864258,-2.323285,1258.0
10,1801,5120,2,-0.045225776731967926,0.2,0.02049359,0.0038914212127565406,0.9934932589530945,0.0004092704424510632,144,-43.77870321273804,0.2813720703125,-0.030818432300293352,0.3556287884712219,-2.30073675,1258.0
