time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/loss,train/clip_range,train/approx_kl,train/value_loss,train/std,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
16,1651,8192,4,-0.015868771821260452,0.2,0.019981667,0.028921500372234732,0.994525671005249,0.0004092704424510632,240,-43.80977642536163,0.3023681640625,-0.02658277383306995,0.0017361640930175781,-2.3427656666666667,1258.0
17,1643,8704,5,-0.03756009042263031,0.2,0.024049502,0.0026916288006759714,0.9936792254447937,0.0004092704424510632,256,-43.788044810295105,0.28857421875,-0.027877412692760117,0.010396420955657959,-2.3427656666666667,1258.0
18,1638,9216,5,-0.0355648472905159,0.2,0.024543889,0.006211286628968082,0.9942688941955566,0.0004092704424510632,272,-43.78063929080963,0.2742919921875,-0.027612044796114787,0.003647029399871826,-2.3292744285714284,1258.0
19,1635,9728,5,-0.014042366296052933,0.2,0.01644494,0.04501361295115203,0.9949829578399658,0.0004092704424510632,288,-43.803919553756714,0.2208251953125,-0.024640331423142925,0.0021833181381225586,-2.3292744285714284,1258.0
20,1632,10240,6,-0.03102198801934719,0.2,0.02037555,0.005684254218067508,0.9962170124053955,0.0004092704424510632,304,-43.82752597332001,0.224853515625,-0.022046239202609286,0.1476668119430542,-2.33734825,1258.0
21,1630,10752,6,-0.028769444674253464,0.2,0.031230424,0.04915520129725337,0.9962253570556641,0.0004092704424510632,320,-43.860000252723694,0.2799072265625,-0.031999757746234536,0.023858726024627686,-2.33734825,1258.0
22,1630,11264,6,-0.045583199709653854,0.2,0.015600976,0.001992181845707819,0.9954043030738831,0.0004092704424510632,336,-43.833006620407104,0.2149658203125,-0.024846112093655393,0.1469542384147644,-2.33734825,1258.0
23,1628,11776,7,-0.04457496106624603,0.2,0.021724101,0.005854345887200907,0.9937700033187866,0.0004092704424510632,352,-43.795252323150635,0.2525634765625,-0.028321797581156716,0.01650470495223999,-2.339468111111111,1258.0
24,1627,12288,7,-0.005355276167392731,0.2,0.025889125,0.05895368871279061,0.9937809705734253,0.0004092704424510632,368,-43.768386244773865,0.2730712890625,-0.02320310755749233,0.020580053329467773,-2.339468111111111,1258.0
25,1626,12800,7,-0.033724863082170486,0.2,0.016027324,0.004017183295218274,0.992007851600647,0.0004092704424510632,384,-43.74455463886261,0.1917724609375,-0.024519880556908902,0.37770581245422363,-2.3222981,1258.0
26,1625,13312,8,-0.01562160812318325,0.2,0.019692998,0.04703098285244778,0.9898134469985962,0.0004092704424510632,400,-43.674842834472656,0.2296142578125,-0.02457043259346392,0.206795334815979,-2.3222981,1258.0
27,1624,13824,8,-0.0351969338953495,0.2,0.022398874,0.0023197577975224704,0.9889634847640991,0.0004092704424510632,416,-43.6238214969635,0.2239990234375,-0.02133787632919848,-1.8130543231964111,-2.3222981,1258.0
28,1623,14336,8,-0.027158264070749283,0.2,0.018428478,0.006075069206417538,0.9908028841018677,0.0004092704424510632,432,-43.63456988334656,0.225341796875,-0.02143681945744902,0.07342559099197388,-2.316415545454545,1258.0
29,1617,14848,9,-0.012714145705103874,0.2,0.033909664,0.032343606697395444,0.9900801777839661,0.0004092704424510632,448,-43.66315937042236,0.2734375,-0.023038745959638618,0.0835193395614624,-2.316415545454545,1258.0
30,1614,15360,9,-0.03487435355782509,0.2,0.017678903,0.005345029087038711,0.9888502359390259,0.0004092704424510632,464,-43.6268812417984,0.2144775390625,-0.02271983600803651,-0.2674252986907959,-2.3274087499999996,1258.0
31,1614,15872,9,-0.0019967686384916306,0.2,0.02205459,0.05762135947588831,0.9888774156570435,0.0004092704424510632,480,-43.60104596614838,0.20556640625,-0.022762603548471816,0.2611851096153259,-2.3274087499999996,1258.0
32,1614,16384,10,-0.03300163149833679,0.2,0.015500415,0.00328915939462604,0.9899689555168152,0.0004092704424510632,496,-43.62049925327301,0.2093505859375,-0.020342380041256547,-4.664274215698242,-2.320457846153846,1258.0
33,1610,16896,10,-0.006521835923194885,0.2,0.025432002,0.08393337111920118,0.9906189441680908,0.0004092704424510632,512,-43.65071630477905,0.3111572265625,-0.029197728727012873,0.03811931610107422,-2.320457846153846,1258.0
34,1607,17408,10,-0.03315567970275879,0.2,0.015513775,0.0020190348259347957,0.9921329617500305,0.0004092704424510632,528,-43.67631912231445,0.272216796875,-0.023266498974408023,-2.0911877155303955,-2.320457846153846,1258.0
35,1605,17920,11,-0.036060985177755356,0.2,0.016247159,0.008203663164749742,0.9918671250343323,0.0004092704424510632,544,-43.70045483112335,0.2388916015625,-0.026248436151945498,0.00654679536819458,-2.3361699285714286,1258.0
36,1605,18432,11,0.01658589020371437,0.2,0.030570498,0.13147377804853022,0.990680992603302,0.0004092704424510632,560,-43.67157769203186,0.3050537109375,-0.026397104040370323,0.009129881858825684,-2.3361699285714286,1258.0
37,1605,18944,11,-0.032939132302999496,0.2,0.016351948,0.0038837364554638043,0.9895405769348145,0.0004092704424510632,576,-43.63199734687805,0.24853515625,-0.024765112888417207,-1.7853903770446777,-2.3380748,1258.0
38,1604,19456,12,0.00797593966126442,0.2,0.021532577,0.12400871748104692,0.9889132976531982,0.0004092704424510632,592,-43.59999215602875,0.2591552734375,-0.028465303330449387,0.15898996591567993,-2.3380748,1258.0
39,1603,19968,12,-0.03608580678701401,0.2,0.020935347,0.0021004710797569714,0.9876640439033508,0.0004092704424510632,608,-43.57486712932587,0.2642822265625,-0.02547618403332308,-2.163587808609009,-2.3380748,1258.0
40,1602,20480,12,-0.03038644790649414,0.2,0.016496472,0.005800561106298119,0.9889969825744629,0.0004092704424510632,624,-43.570080518722534,0.219482421875,-0.0208170043915743,0.04975634813308716,-2.32971275,1258.0
41,1600,20992,13,-0.003379460424184799,0.2,0.027377147,0.11277009337209165,0.9905256628990173,0.0004092704424510632,640,-43.62392961978912,0.3026123046875,-0.030420890834648162,0.12837845087051392,-2.32971275,1258.0
42,1598,21504,13,-0.024714095517992973,0.2,0.020235917,0.007956383327837102,0.9919804930686951,0.0004092704424510632,656,-43.6685711145401,0.25244140625,-0.028217194107128307,-0.9455907344818115,-2.3322141764705884,1258.0
43,1598,22016,13,0.0218306053429842,0.2,0.017858768,0.12064403295516968,0.9929664134979248,0.0004092704424510632,672,-43.71159017086029,0.2266845703125,-0.021938368285191245,0.4120481014251709,-2.3322141764705884,1258.0
44,1598,22528,14,-0.03421654552221298,0.2,0.01808586,0.004685951498686336,0.9944908022880554,0.0004092704424510632,688,-43.745970129966736,0.244140625,-0.021894119869102724,-2.924643039703369,-2.3322141764705884,1258.0
45,1599,23040,14,-0.03790602087974548,0.2,0.01823572,0.005171001721464563,0.9930897355079651,0.0004092704424510632,704,-43.759910225868225,0.286376953125,-0.03139077113883104,0.08417296409606934,-2.3311139444444446,1258.0
46,1600,23552,14,-0.00032317638397216797,0.2,0.019954493,0.10625567624811083,0.9921987056732178,0.0004092704424510632,720,-43.706199288368225,0.231201171875,-0.026178384519880638,0.20133566856384277,-2.3311139444444446,1258.0
47,1601,24064,15,-0.030585885047912598,0.2,0.017873421,0.009525321933324449,0.9923456311225891,0.0004092704424510632,736,-43.69801378250122,0.2650146484375,-0.026844007370527834,-2.9072935581207275,-2.338252052631579,1258.0
48,1601,24576,15,0.014268632978200912,0.2,0.018573053,0.12038981192745268,0.9919226765632629,0.0004092704424510632,752,-43.69632029533386,0.17431640625,-0.018195563592598774,0.25480014085769653,-2.338252052631579,1258.0
49,1601,25088,15,-0.040514059364795685,0.2,0.02304882,0.003603860666771652,0.9913150668144226,0.0004092704424510632,768,-43.67715871334076,0.2994384765625,-0.029037182073807344,-4.060588359832764,-2.338252052631579,1258.0
50,1602,25600,15,-0.03654985502362251,0.2,0.018638493,0.004089111178473104,0.9915578365325928,0.0004092704424510632,784,-43.66977536678314,0.2921142578125,-0.026870012225117534,0.018333733081817627,-2.3341883,1258.0
51,1601,26112,16,0.004474900662899017,0.2,0.018229857,0.14526075136382133,0.9921415448188782,0.0004092704424510632,800,-43.68628180027008,0.2655029296875,-0.020211923969327472,0.022982656955718994,-2.3341883,1258.0
52,1601,26624,16,-0.021452579647302628,0.2,0.022701599,0.01366209756815806,0.9913997054100037,0.0004092704424510632,816,-43.686352372169495,0.262939453125,-0.025794227403821424,-2.535289764404297,-2.3377775238095237,1258.0
53,1601,27136,16,0.005479820072650909,0.2,0.01701276,0.12288594827987254,0.9907015562057495,0.0004092704424510632,832,-43.66008639335632,0.2587890625,-0.021392272086814046,0.07916831970214844,-2.3377775238095237,1258.0
54,1600,27648,17,-0.03242034465074539,0.2,0.017444111,0.004538362092716852,0.9911980628967285,0.0004092704424510632,848,-43.65392208099365,0.20556640625,-0.019990826040157117,-2.349426507949829,-2.3377775238095237,1258.0
55,1600,28160,17,-0.03840368986129761,0.2,0.024530895,0.006616951446630992,0.9930297136306763,0.0004092704424510632,864,-43.686840176582336,0.306884765625,-0.02850579388177721,0.18386805057525635,-2.3353079545454545,1258.0
56,1600,28672,17,-0.01211153157055378,0.2,0.036122225,0.07053624838590622,0.9938724637031555,0.0004092704424510632,880,-43.74016845226288,0.258056640625,-0.025464416918111965,0.3166894316673279,-2.3353079545454545,1258.0
57,1600,29184,18,-0.04304894432425499,0.2,0.020993404,0.016522857767995447,0.9937862157821655,0.0004092704424510632,896,-43.74591505527496,0.267333984375,-0.0275883634458296,-2.97592830657959,-2.3327396956521738,1258.0
58,1600,29696,18,0.006889326497912407,0.2,0.019662056,0.12463457603007555,0.9940346479415894,0.0004092704424510632,912,-43.74256992340088,0.236083984375,-0.025068704766454175,0.17321670055389404,-2.3327396956521738,1258.0
59,1601,30208,18,-0.03197891637682915,0.2,0.022253167,0.002743449393165065,0.9961124062538147,0.0004092704424510632,928,-43.778706312179565,0.2855224609375,-0.02482245085411705,-5.6240010261535645,-2.3350720000000003,1258.0
60,1601,30720,19,0.013136915862560272,0.2,0.02199227,0.14703971543349326,0.9961474537849426,0.0004092704424510632,944,-43.81675934791565,0.218505859375,-0.02331987433717586,0.18533307313919067,-2.3350720000000003,1258.0
61,1601,31232,19,-0.028183743357658386,0.2,0.02860871,0.0031951183191267774,0.994989812374115,0.0004092704424510632,960,-43.793813943862915,0.269775390625,-0.02150028778851265,-3.1364808082580566,-2.3350720000000003,1258.0
62,1602,31744,19,-0.034050703048706055,0.2,0.016811278,0.0050641120033105835,0.9934059381484985,0.0004092704424510632,976,-43.75948977470398,0.2333984375,-0.02396724629215896,0.04284179210662842,-2.3311489200000004,1258.0
63,1602,32256,20,0.012898249551653862,0.2,0.01923836,0.1468307077884674,0.9925262331962585,0.0004092704424510632,992,-43.71466410160065,0.17724609375,-0.018765736313071102,0.16904443502426147,-2.3311489200000004,1258.0
64,1602,32768,20,-0.04186755418777466,0.2,0.015373664,0.004636060202756198,0.9900556206703186,0.0004092704424510632,1008,-43.67008376121521,0.23876953125,-0.02414006055914797,-1.6889126300811768,-2.3377999230769233,1258.0
65,1603,33280,20,0.009623341262340546,0.2,0.016914587,0.18413981050252914,0.988941490650177,0.0004092704424510632,1024,-43.60189723968506,0.1944580078125,-0.019596505793742836,0.05914384126663208,-2.3377999230769233,1258.0
66,1604,33792,21,-0.041419148445129395,0.2,0.020288887,0.0032356863157474436,0.9886302947998047,0.0004092704424510632,1040,-43.58305871486664,0.282958984375,-0.0247976815153379,-7.274127960205078,-2.3377999230769233,1258.0
67,1604,34304,21,-0.03226584196090698,0.2,0.025164686,0.005734251710237004,0.9889647960662842,0.0004092704424510632,1056,-43.57871472835541,0.310546875,-0.02712877231533639,0.012553811073303223,-2.331865888888889,1258.0
68,1604,34816,21,0.02669159322977066,0.2,0.0184134,0.19870546646416187,0.9886069297790527,0.0004092704424510632,1072,-43.58340775966644,0.1986083984375,-0.022009679028997198,0.05306309461593628,-2.331865888888889,1258.0
69,1605,35328,22,-0.03045063652098179,0.2,0.018541586,0.018161370971938595,0.9889985918998718,0.0004092704424510632,1088,-43.57737469673157,0.282470703125,-0.02951318764826283,-1.9965400695800781,-2.3275177499999997,1258.0
70,1605,35840,22,0.01726231351494789,0.2,0.017667215,0.17338129226118326,0.9885386824607849,0.0004092704424510632,1104,-43.58064317703247,0.1434326171875,-0.019923706306144595,0.18414068222045898,-2.3275177499999997,1258.0
71,1606,36352,22,-0.029741695150732994,0.2,0.023369826,0.01302538940217346,0.9897972345352173,0.0004092704424510632,1120,-43.58034384250641,0.2906494140625,-0.026408381265355274,-1.088442325592041,-2.3275177499999997,1258.0
72,1606,36864,22,-0.049501996487379074,0.2,0.023005303,0.004672038499847986,0.9922534823417664,0.0004092704424510632,1136,-43.646477699279785,0.2891845703125,-0.03229962282057386,0.03282719850540161,-2.3192509655172415,1258.0
73,1606,37376,23,-0.004082582890987396,0.2,0.02090733,0.15617625368759036,0.9931541085243225,0.0004092704424510632,1152,-43.698837995529175,0.162841796875,-0.023946753135533072,0.18246787786483765,-2.3192509655172415,1258.0
74,1606,37888,23,-0.038463205099105835,0.2,0.01995026,0.01118502342433203,0.9934016466140747,0.0004092704424510632,1168,-43.71363544464111,0.2579345703125,-0.02523695901618339,-2.891068935394287,-2.3212239666666665,1258.0
75,1607,38400,23,0.002815086394548416,0.2,0.01933426,0.1590223703533411,0.9938093423843384,0.0004092704424510632,1184,-43.71921741962433,0.1610107421875,-0.025906686234520748,0.23684757947921753,-2.3212239666666665,1258.0
76,1606,38912,24,-0.02685368061065674,0.2,0.021378277,0.010154731047805399,0.9961574673652649,0.0004092704424510632,1200,-43.75440561771393,0.2479248046875,-0.02125810136203654,-1.6505672931671143,-2.3212239666666665,1258.0
77,1606,39424,24,-0.038625821471214294,0.2,0.017244253,0.00855742912972346,0.9973006844520569,0.0004092704424510632,1216,-43.815969944000244,0.244140625,-0.023914051766041666,0.04615563154220581,-2.328746193548387,1258.0
78,1605,39936,24,0.017766544595360756,0.2,0.014591221,0.1427142241736874,0.9965929388999939,0.0004092704424510632,1232,-43.82449126243591,0.1209716796875,-0.01333120274648536,0.2229757308959961,-2.328746193548387,1258.0
79,1605,40448,25,-0.042965877801179886,0.2,0.019027565,0.005572201116592623,0.9957271218299866,0.0004092704424510632,1248,-43.79483985900879,0.256591796875,-0.030230786884203553,-2.730494976043701,-2.32808153125,1258.0
80,1604,40960,25,0.009926587343215942,0.2,0.020792905,0.17035732557997108,0.9955562353134155,0.0004092704424510632,1264,-43.784069299697876,0.2000732421875,-0.024673301246366464,0.22445595264434814,-2.32808153125,1258.0
81,1604,41472,25,-0.03588148579001427,0.2,0.016882338,0.003511153867293615,0.9963219165802002,0.0004092704424510632,1280,-43.78856086730957,0.2962646484375,-0.02691135548229795,-3.452423572540283,-2.32808153125,1258.0
82,1604,41984,26,-0.022956790402531624,0.2,0.026318781,0.007098550253431313,0.997266411781311,0.0004092704424510632,1296,-43.816198110580444,0.3267822265625,-0.027039532287744805,0.10855954885482788,-2.328559545454546,1258.0
83,1604,42496,26,-0.008326206356287003,0.2,0.018451922,0.13601534767076373,0.997107982635498,0.0004092704424510632,1312,-43.83879554271698,0.18798828125,-0.020213041309034452,0.23736786842346191,-2.328559545454546,1258.0
84,1604,43008,26,-0.031755201518535614,0.2,0.021805279,0.009615836053853855,0.9966815710067749,0.0004092704424510632,1328,-43.826746106147766,0.2811279296875,-0.025711489070090465,-4.870961666107178,-2.3262483529411764,1258.0
85,1605,43520,27,0.01587584987282753,0.2,0.020829052,0.2046211005654186,0.9958141446113586,0.0004092704424510632,1344,-43.800803661346436,0.17724609375,-0.02312650191015564,0.16726422309875488,-2.3262483529411764,1258.0
86,1605,44032,27,-0.04600673168897629,0.2,0.023211248,0.004958000245096628,0.9953694939613342,0.0004092704424510632,1360,-43.77911865711212,0.280517578125,-0.028088082850445062,-4.72075080871582,-2.3303555142857144,1258.0
87,1605,44544,27,0.05735207721590996,0.2,0.017348392,0.2774785759393126,0.9965490698814392,0.0004092704424510632,1376,-43.79209613800049,0.166748046875,-0.013914927461883053,0.02932494878768921,-2.3303555142857144,1258.0
88,1605,45056,28,-0.02703654207289219,0.2,0.019444278,0.026945567107759416,0.9964093565940857,0.0004092704424510632,1392,-43.808576583862305,0.272216796875,-0.026293290284229442,-0.5383526086807251,-2.3303555142857144,1258.0
89,1605,45568,28,-0.02717437967658043,0.2,0.01609659,0.0059379637823440135,0.9940919280052185,0.0004092704424510632,1408,-43.7786180973053,0.2261962890625,-0.02546375902602449,0.0687251091003418,-2.3324304444444444,1258.0
90,1605,46080,28,0.027139872312545776,0.2,0.016876804,0.207973888842389,0.9933437705039978,0.0004092704424510632,1424,-43.71916472911835,0.1248779296875,-0.017996632144786417,0.3634817600250244,-2.3324304444444444,1258.0
91,1605,46592,29,-0.03226376324892044,0.2,0.01943883,0.007126706790586468,0.9935792684555054,0.0004092704424510632,1440,-43.71593916416168,0.2392578125,-0.024584207189036533,-14.088184356689453,-2.336012054054054,1258.0
92,1606,47104,29,0.025046903640031815,0.2,0.02941649,0.3156424998305738,0.9929369688034058,0.0004092704424510632,1456,-43.71684122085571,0.2723388671875,-0.025472786830505356,0.04137665033340454,-2.336012054054054,1258.0
93,1606,47616,29,-0.026813391596078873,0.2,0.026357006,0.016461010978673585,0.9916773438453674,0.0004092704424510632,1472,-43.692572355270386,0.2530517578125,-0.024647558529977687,-4.727722644805908,-2.336012054054054,1258.0
94,1606,48128,29,-0.04312290623784065,0.2,0.01579059,0.005618290728307329,0.9912021160125732,0.0004092704424510632,1488,-43.65757763385773,0.2513427734375,-0.025461128097958863,0.01423734426498413,-2.3348419210526314,1258.0
95,1607,48640,30,0.06709420680999756,0.2,0.020726882,0.31328489375300705,0.9910773634910583,0.0004092704424510632,1504,-43.648170590400696,0.1590576171875,-0.01898912395699881,0.07555204629898071,-2.3348419210526314,1258.0
96,1607,49152,30,-0.02896229177713394,0.2,0.019154955,0.0063964230721467175,0.9914719462394714,0.0004092704424510632,1520,-43.65366458892822,0.25390625,-0.02208214157144539,-2.6756057739257812,-2.339049769230769,1258.0
97,1608,49664,30,0.10434861481189728,0.2,0.014466966,0.32245901646092534,0.9916567802429199,0.0004092704424510632,1536,-43.6640545129776,0.1583251953125,-0.019142957717122044,0.17467087507247925,-2.339049769230769,1258.0
98,1608,50176,31,-0.027543650940060616,0.2,0.02427895,0.029568202036898583,0.9922968149185181,0.0004092704424510632,1552,-43.67169439792633,0.2818603515625,-0.026074950757902116,-1.5938386917114258,-2.339049769230769,1258.0
99,1608,50688,31,-0.03136518970131874,0.2,0.02358617,0.007010042332694866,0.993462324142456,0.0004092704424510632,1568,-43.70168673992157,0.2867431640625,-0.03174387260514777,0.024752557277679443,-2.342025275,1258.0
100,1608,51200,31,0.020026465877890587,0.2,0.01647786,0.2696928344666958,0.9933107495307922,0.0004092704424510632,1584,-43.71704435348511,0.1572265625,-0.019407841376960278,0.17595148086547852,-2.342025275,1258.0
101,1609,51712,32,-0.02795238420367241,0.2,0.027178127,0.045725547010079026,0.9916290044784546,0.0004092704424510632,1600,-43.685885429382324,0.30126953125,-0.02724637217761483,-0.5938810110092163,-2.3425879268292684,1258.0
102,1608,52224,32,0.0694522112607956,0.2,0.020261135,0.26910444581881166,0.9914569854736328,0.0004092704424510632,1616,-43.64699053764343,0.1412353515625,-0.019301969339721836,0.36637479066848755,-2.3425879268292684,1258.0
103,1608,52736,32,-0.031094517558813095,0.2,0.019260367,0.010268706639180891,0.993986189365387,0.0004092704424510632,1632,-43.68013954162598,0.2447509765625,-0.025558994835591875,-3.00876522064209,-2.3425879268292684,1258.0
104,1608,53248,33,-0.0407915897667408,0.2,0.018359505,0.005492952514032368,0.9930408596992493,0.0004092704424510632,1648,-43.72786629199982,0.2823486328125,-0.02939981551025994,0.010222196578979492,-2.3458560714285714,1258.0
105,1607,53760,33,0.054897233843803406,0.2,0.022266204,0.33835041825659573,0.9923171997070312,0.0004092704424510632,1664,-43.687091588974,0.203857421875,-0.024645855941344053,0.04228770732879639,-2.3458560714285714,1258.0
106,1607,54272,33,-0.03184885531663895,0.2,0.014672635,0.007351862812356558,0.9945365786552429,0.0004092704424510632,1680,-43.705042123794556,0.224365234375,-0.022157453407999128,-2.6215503215789795,-2.3479545348837205,1258.0
107,1607,54784,34,0.05907416716217995,0.2,0.017276399,0.3330579507164657,0.9953237771987915,0.0004092704424510632,1696,-43.767850041389465,0.1175537109375,-0.01881193845474627,0.11417579650878906,-2.3479545348837205,1258.0
108,1606,55296,34,-0.03250230476260185,0.2,0.027464049,0.012092265926185064,0.9942509531974792,0.0004092704424510632,1712,-43.76230525970459,0.298828125,-0.031785475788637996,-8.252264022827148,-2.3479545348837205,1258.0
109,1606,55808,34,-0.04050138592720032,0.2,0.02719469,0.004268893499101978,0.9924921989440918,0.0004092704424510632,1728,-43.71233880519867,0.2999267578125,-0.027887493080925196,0.05705660581588745,-2.3494092727272724,1258.0
110,1606,56320,35,0.05392224341630936,0.2,0.015796393,0.2751471842639148,0.9914525151252747,0.0004092704424510632,1744,-43.6673344373703,0.1439208984375,-0.015765373944304883,0.11954545974731445,-2.3494092727272724,1258.0
111,1606,56832,35,-0.03078179433941841,0.2,0.017988877,0.02180799696361646,0.9893057346343994,0.0004092704424510632,1760,-43.624613881111145,0.2340087890625,-0.026609254360664636,-0.4579339027404785,-2.346288111111111,1258.0
112,1606,57344,35,0.04022017866373062,0.2,0.013320357,0.2624502012040466,0.9885724186897278,0.0004092704424510632,1776,-43.56490993499756,0.089599609375,-0.013112135624396615,0.37958723306655884,-2.346288111111111,1258.0
113,1606,57856,36,-0.042221397161483765,0.2,0.028125165,0.0050437240352039225,0.9907481670379639,0.0004092704424510632,1792,-43.58461558818817,0.2796630859375,-0.025641039392212406,-10.30147647857666,-2.346288111111111,1258.0
114,1606,58368,36,-0.022680632770061493,0.2,0.022274926,0.0066234783589607105,0.9908656477928162,0.0004092704424510632,1808,-43.631611585617065,0.283935546875,-0.0263356936047785,0.08373463153839111,-2.348265065217391,1258.0
115,1606,58880,36,0.02410285919904709,0.2,0.027692974,0.19369966653175652,0.9899980425834656,0.0004092704424510632,1824,-43.614370942115784,0.290771484375,-0.017885609879158437,0.02870696783065796,-2.348265065217391,1258.0
116,1606,59392,36,-0.03039889596402645,0.2,0.016547639,0.010197952462476678,0.992044985294342,0.0004092704424510632,1840,-43.623271226882935,0.233642578125,-0.023332775512244552,-0.6122626066207886,-2.3504838936170214,1258.0
117,1606,59904,37,0.02224714308977127,0.2,0.021692157,0.3759211990982294,0.9925313591957092,0.0004092704424510632,1856,-43.67494070529938,0.167724609375,-0.023218174290377647,0.054361581802368164,-2.3504838936170214,1258.0
118,1606,60416,37,-0.03765342757105827,0.2,0.01930907,0.007979112422617618,0.994510293006897,0.0004092704424510632,1872,-43.700159311294556,0.2244873046875,-0.023540963156847283,-15.996217727661133,-2.3535740625,1258.0
119,1606,60928,37,0.04362931847572327,0.2,0.012750707,0.45036870427429676,0.9955554008483887,0.0004092704424510632,1888,-43.7584867477417,0.1309814453125,-0.016384403133997694,0.06837588548660278,-2.3535740625,1258.0
120,1606,61440,38,-0.038143351674079895,0.2,0.02755994,0.009446431977266911,0.9951073527336121,0.0004092704424510632,1904,-43.768303871154785,0.2899169921875,-0.02534240788372699,-6.167347431182861,-2.3535740625,1258.0
121,1607,61952,38,-0.03858669474720955,0.2,0.021638341,0.005958765919785947,0.9936668872833252,0.0004092704424510632,1920,-43.733640909194946,0.307373046875,-0.02991939429193735,0.01800858974456787,-2.355934632653061,1258.0
122,1607,62464,38,0.044036462903022766,0.2,0.016531404,0.4118086181115359,0.9931413531303406,0.0004092704424510632,1936,-43.69607353210449,0.1231689453125,-0.020472216841881163,0.11775892972946167,-2.355934632653061,1258.0
123,1607,62976,39,-0.027019070461392403,0.2,0.018872155,0.014884109536069445,0.9935682415962219,0.0004092704424510632,1952,-43.69311583042145,0.2674560546875,-0.02548385459522251,-8.49722671508789,-2.35231982,1258.0
124,1607,63488,39,0.08686944097280502,0.2,0.008723942,0.5436279438436031,0.993423581123352,0.0004092704424510632,1968,-43.70225715637207,0.070068359375,-0.011051541296183132,0.09357327222824097,-2.35231982,1258.0
125,1607,64000,39,-0.019813595339655876,0.2,0.027704246,0.005732042835006723,0.9927435517311096,0.0004092704424510632,1984,-43.692659974098206,0.28125,-0.023470537387765944,-7.878876686096191,-2.35231982,1258.0
