time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/approx_kl,train/clip_range,train/std,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/loss,train/entropy_loss,train/learning_rate,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4549,,,,,,,,,,,,,
0,1024,2,2714,0.1463104698486859,0.020058773,0.2,1.0000873804092407,16,-0.8315995931625366,-0.03348566163913347,-0.03614054620265961,-43.9878191947937,0.0004092704424510632,0.2894287109375,,
0,1536,3,2351,0.006763891360606067,0.015658803,0.2,0.999710202217102,32,-0.11047708988189697,-0.026659674796974286,-0.03525020554661751,-43.98470973968506,0.0004092704424510632,0.256591796875,-2.217302,1258.0
0,2048,4,2178,0.0016775335388956591,0.024962459,0.2,0.9983167052268982,48,0.0036131739616394043,-0.04043846981949173,-0.036907654255628586,-43.956398487091064,0.0004092704424510632,0.3541259765625,-2.217302,1258.0
1,2560,5,2100,0.0027429388646851294,0.022966653,0.2,0.9967748522758484,64,-0.0018521547317504883,-0.028840170532930642,-0.028021859005093575,-43.90954327583313,0.0004092704424510632,0.3009033203125,-2.237814,1258.0
1,3072,6,2049,0.00460660253156675,0.018790212,0.2,0.9957442283630371,80,-0.0071258544921875,-0.027223437195061706,-0.037815339863300323,-43.86566090583801,0.0004092704424510632,0.306640625,-2.237814,1258.0
1,3584,7,2000,0.0023447772218787577,0.01822554,0.2,0.994644045829773,96,0.0070002079010009766,-0.023543432384030893,-0.03183911740779877,-43.83572483062744,0.0004092704424510632,0.2572021484375,-2.237814,1258.0
2,4096,8,1972,0.003712692247063387,0.016707761,0.2,0.995530903339386,112,-0.01698613166809082,-0.02519509452395141,-0.03838030621409416,-43.82196795940399,0.0004092704424510632,0.2266845703125,-2.172311666666667,1258.0
2,4608,9,1939,0.01228209986584261,0.016236834,0.2,0.9963268637657166,128,0.0014781951904296875,-0.025183141930028796,-0.032997895032167435,-43.85549354553223,0.0004092704424510632,0.2266845703125,-2.172311666666667,1258.0
2,5120,10,1913,0.004456312381080352,0.01809444,0.2,0.9973418712615967,144,0.024205267429351807,-0.026228382863337174,-0.039124276489019394,-43.87772536277771,0.0004092704424510632,0.247314453125,-2.17617275,1258.0
2,5632,11,1889,0.01691338754608296,0.016994346,0.2,0.9959142804145813,160,-0.0003274679183959961,-0.025189088482875377,-0.021130619570612907,-43.880388021469116,0.0004092704424510632,0.25244140625,-2.17617275,1258.0
3,6144,12,1875,0.0025483433273620903,0.016598295,0.2,0.995095431804657,176,0.010428130626678467,-0.02408739010570571,-0.03881058096885681,-43.83342516422272,0.0004092704424510632,0.2569580078125,-2.17617275,1258.0
3,6656,13,1862,0.004091132141184062,0.025369236,0.2,0.9934766292572021,192,0.01770937442779541,-0.029231042484752834,-0.030323825776576996,-43.80044782161713,0.0004092704424510632,0.282958984375,-2.166508,1258.0
3,7168,14,1848,0.025263316463679075,0.016261606,0.2,0.9940873384475708,208,0.0044672489166259766,-0.020290227417717688,-0.016011368483304977,-43.77517867088318,0.0004092704424510632,0.2274169921875,-2.166508,1258.0
4,7680,15,1838,0.004275130013411399,0.022882223,0.2,0.9949421882629395,224,0.10947072505950928,-0.026369241706561297,-0.032842401415109634,-43.809446930885315,0.0004092704424510632,0.24072265625,-2.1672591666666667,1258.0
4,8192,16,1825,0.029998515849001706,0.019597862,0.2,0.99440997838974,240,0.002196192741394043,-0.026062056160299107,-0.02410981059074402,-43.8152072429657,0.0004092704424510632,0.2884521484375,-2.1672591666666667,1258.0
4,8704,17,1809,0.0029231628504930995,0.017832804,0.2,0.992239236831665,256,0.01905125379562378,-0.0201699769240804,-0.020235328003764153,-43.774532437324524,0.0004092704424510632,0.2464599609375,-2.1672591666666667,1258.0
5,9216,18,1798,0.0037674103587050922,0.019506091,0.2,0.9925798773765564,272,0.036692261695861816,-0.02692456980003044,-0.04130718484520912,-43.73358464241028,0.0004092704424510632,0.2642822265625,-2.1583007142857142,1258.0
5,9728,19,1790,0.04397044435609132,0.020325482,0.2,0.9925531148910522,288,0.007314205169677734,-0.02246862484025769,-0.0095134899020195,-43.74921143054962,0.0004092704424510632,0.248779296875,-2.1583007142857142,1258.0
5,10240,20,1781,0.004546110540104564,0.020101666,0.2,0.9933367967605591,304,0.24110406637191772,-0.026208930066786706,-0.02013246715068817,-43.750146985054016,0.0004092704424510632,0.265380859375,-2.153335875,1258.0
6,10752,21,1779,0.04346375563181937,0.025583971,0.2,0.991989016532898,320,0.02928030490875244,-0.025558201887179166,-0.016728516668081284,-43.75443875789642,0.0004092704424510632,0.2637939453125,-2.153335875,1258.0
6,11264,22,1776,0.0020007468046969734,0.022301922,0.2,0.9901208281517029,336,-0.007076263427734375,-0.031164954154519364,-0.05581042915582657,-43.69977951049805,0.0004092704424510632,0.27294921875,-2.153335875,1258.0
6,11776,23,1775,0.002871752411010675,0.033863552,0.2,0.9891047477722168,352,0.2859296202659607,-0.03447119999327697,-0.05566050857305527,-43.64667201042175,0.0004092704424510632,0.3126220703125,-2.160661888888889,1258.0
6,12288,24,1771,0.059783090837299824,0.021836895,0.2,0.9885144233703613,368,0.04017019271850586,-0.02561269633588381,-0.011155199259519577,-43.62364971637726,0.0004092704424510632,0.2451171875,-2.160661888888889,1258.0
7,12800,25,1771,0.002464976776536787,0.012743419,0.2,0.987994909286499,384,0.7697951197624207,-0.025496955058770254,-0.04935099929571152,-43.605061054229736,0.0004092704424510632,0.19384765625,-2.153874,1258.0
7,13312,26,1770,0.058905705460347235,0.023129709,0.2,0.9875357151031494,400,0.11726152896881104,-0.023340057545283344,0.005230570212006569,-43.59062469005585,0.0004092704424510632,0.224365234375,-2.153874,1258.0
7,13824,27,1764,0.0016044536223489558,0.024809845,0.2,0.9875086545944214,416,-1.0262465476989746,-0.02339974613278173,-0.027293654158711433,-43.58025622367859,0.0004092704424510632,0.2347412109375,-2.153874,1258.0
8,14336,28,1747,0.0023408221968566068,0.015987864,0.2,0.9869877099990845,432,0.15396785736083984,-0.022644107360974886,-0.032925549894571304,-43.57783269882202,0.0004092704424510632,0.21923828125,-2.153294272727273,1258.0
8,14848,29,1735,0.03962026827502996,0.038019665,0.2,0.9845830798149109,448,0.007653295993804932,-0.022274106595432386,-0.009030606597661972,-43.53019189834595,0.0004092704424510632,0.2603759765625,-2.153294272727273,1258.0
8,15360,30,1722,0.003198367208824493,0.01877248,0.2,0.9847326874732971,464,0.4813796877861023,-0.029770728229777887,-0.04634835571050644,-43.482025504112244,0.0004092704424510632,0.2310791015625,-2.1556840000000004,1258.0
9,15872,31,1710,0.07802949962206185,0.020489013,0.2,0.9841933846473694,480,0.0738324522972107,-0.02370920716202818,0.0034641586244106293,-43.48799538612366,0.0004092704424510632,0.2198486328125,-2.1556840000000004,1258.0
9,16384,32,1700,0.002121113782777684,0.016316673,0.2,0.9858859777450562,496,-0.9941939115524292,-0.018733058182988316,-0.02737814374268055,-43.49069619178772,0.0004092704424510632,0.183349609375,-2.1444184615384616,1258.0
9,16896,33,1691,0.07545688445679843,0.020216241,0.2,0.9867025017738342,512,-0.03023850917816162,-0.030535886209690943,-0.008020460605621338,-43.543377161026,0.0004092704424510632,0.2496337890625,-2.1444184615384616,1258.0
10,17408,34,1682,0.002611746906040935,0.01807868,0.2,0.9855189323425293,528,0.00704348087310791,-0.02373513336351607,-0.041455015540122986,-43.53662657737732,0.0004092704424510632,0.2154541015625,-2.1444184615384616,1258.0
10,17920,35,1673,0.003737731291039381,0.022739027,0.2,0.9857744574546814,544,0.06422483921051025,-0.026039704200229608,-0.037515703588724136,-43.51100420951843,0.0004092704424510632,0.2454833984375,-2.132555642857143,1258.0
11,18432,36,1663,0.0756632067495957,0.018131912,0.2,0.9855241179466248,560,0.025457680225372314,-0.0216340205661254,0.004126477986574173,-43.52071166038513,0.0004092704424510632,0.2066650390625,-2.132555642857143,1258.0
11,18944,37,1657,0.0024713689199415967,0.019991126,0.2,0.9863088130950928,576,0.7410339117050171,-0.024039990923483856,-0.02861618995666504,-43.51736259460449,0.0004092704424510632,0.22705078125,-2.132661266666667,1258.0
11,19456,38,1651,0.07710934022907168,0.018358294,0.2,0.9873864054679871,592,0.009712159633636475,-0.026932984590530396,-0.00816628709435463,-43.55504822731018,0.0004092704424510632,0.2572021484375,-2.132661266666667,1258.0
12,19968,39,1644,0.0015926944124657894,0.022985335,0.2,0.9866635799407959,608,0.08032917976379395,-0.030802799403318204,-0.04782712087035179,-43.570180773735046,0.0004092704424510632,0.2708740234375,-2.132661266666667,1258.0
12,20480,40,1637,0.0037952560232952237,0.016588598,0.2,0.9850023984909058,624,0.02619171142578125,-0.022533610135724302,-0.03996963053941727,-43.52221977710724,0.0004092704424510632,0.2166748046875,-2.1318988125000002,1258.0
12,20992,41,1631,0.08715712220873684,0.015509764,0.2,0.9842572808265686,640,0.007494509220123291,-0.020188530208542943,0.01041431725025177,-43.483482241630554,0.0004092704424510632,0.19189453125,-2.1318988125000002,1258.0
13,21504,42,1625,0.003087200504523935,0.013737636,0.2,0.9835870265960693,656,0.7805312871932983,-0.018553614936536178,-0.03295062854886055,-43.46013164520264,0.0004092704424510632,0.1654052734375,-2.1272052352941175,1258.0
13,22016,43,1620,0.08179425611160696,0.018363783,0.2,0.9831923842430115,672,0.04856139421463013,-0.025810173028730787,0.002936325967311859,-43.44302189350128,0.0004092704424510632,0.2222900390625,-2.1272052352941175,1258.0
13,22528,44,1615,0.001972426314750919,0.019860543,0.2,0.9834496378898621,688,-0.2920330762863159,-0.026501135114813223,-0.041592761874198914,-43.44030427932739,0.0004092704424510632,0.2366943359375,-2.1272052352941175,1258.0
14,23040,45,1610,0.003179960789566394,0.018857092,0.2,0.9836397767066956,704,0.11930620670318604,-0.02398771810112521,-0.03221234679222107,-43.44519925117493,0.0004092704424510632,0.2071533203125,-2.1382864444444447,1258.0
14,23552,46,1606,0.08603607781697065,0.02276985,0.2,0.9840787649154663,720,0.015384316444396973,-0.024611555083538406,0.007036231458187103,-43.45680320262909,0.0004092704424510632,0.264404296875,-2.1382864444444447,1258.0
15,24064,47,1601,0.005080827620986383,0.01942633,0.2,0.9832881689071655,736,0.65152508020401,-0.026665170982596464,-0.04508420452475548,-43.45991039276123,0.0004092704424510632,0.262939453125,-2.129676263157895,1258.0
15,24576,48,1597,0.0871892967261374,0.024065318,0.2,0.9812570214271545,752,0.137753427028656,-0.02694267853803467,0.006850656121969223,-43.41090703010559,0.0004092704424510632,0.2510986328125,-2.129676263157895,1258.0
15,25088,49,1594,0.0023692174236202845,0.018481608,0.2,0.9797766208648682,768,-1.0763368606567383,-0.022586268081795424,-0.029105305671691895,-43.350393533706665,0.0004092704424510632,0.20068359375,-2.129676263157895,1258.0
16,25600,50,1589,0.0020268531970941694,0.023324592,0.2,0.9794646501541138,784,0.14358264207839966,-0.02543929617968388,-0.03336106613278389,-43.31626212596893,0.0004092704424510632,0.294921875,-2.12962895,1258.0
16,26112,51,1586,0.08923550555482507,0.019483175,0.2,0.9776551723480225,800,0.018634438514709473,-0.027358990322682075,0.006823204457759857,-43.294020771980286,0.0004092704424510632,0.2735595703125,-2.12962895,1258.0
16,26624,52,1583,0.006801546071073972,0.016370326,0.2,0.9777493476867676,816,0.5664790868759155,-0.028897189753479324,-0.039811231195926666,-43.25089883804321,0.0004092704424510632,0.249267578125,-2.124192380952381,1258.0
17,27136,53,1581,0.08463020576164126,0.01711642,0.2,0.9757124185562134,832,0.18308377265930176,-0.02419938475941308,0.002714186906814575,-43.238117814064026,0.0004092704424510632,0.2376708984375,-2.124192380952381,1258.0
17,27648,54,1578,0.003375313553988235,0.01620824,0.2,0.9735511541366577,848,-1.6418132781982422,-0.024940015078755096,-0.04334511235356331,-43.15823948383331,0.0004092704424510632,0.219970703125,-2.124192380952381,1258.0
17,28160,55,1574,0.0026359895236964803,0.020390071,0.2,0.9737206697463989,864,0.21146565675735474,-0.017783238450647332,-0.034023717045784,-43.12406349182129,0.0004092704424510632,0.236328125,-2.1263174545454544,1258.0
18,28672,56,1570,0.06368009687867016,0.04147855,0.2,0.9732527136802673,880,0.03017139434814453,-0.02770283662539441,-0.012899849563837051,-43.12524902820587,0.0004092704424510632,0.321533203125,-2.1263174545454544,1258.0
18,29184,57,1568,0.005621564436296467,0.0126162,0.2,0.971383273601532,896,0.5678062438964844,-0.020191900577628985,-0.03252561762928963,-43.09140706062317,0.0004092704424510632,0.178955078125,-2.1251879130434785,1258.0
18,29696,58,1564,0.08764470205642283,0.025995329,0.2,0.9725631475448608,912,0.20838892459869385,-0.03143936728884,-0.0022438913583755493,-43.066240191459656,0.0004092704424510632,0.2777099609375,-2.1251879130434785,1258.0
19,30208,59,1566,0.004546457787000691,0.015815934,0.2,0.9728899598121643,928,-5.1368489265441895,-0.02276682885712944,-0.018536875024437904,-43.10402834415436,0.0004092704424510632,0.2017822265625,-2.1201405416666668,1258.0
19,30720,60,1568,0.0868006011005491,0.026899781,0.2,0.9736467599868774,944,-0.07020008563995361,-0.025005830990266986,0.0120310727506876,-43.114551305770874,0.0004092704424510632,0.2462158203125,-2.1201405416666668,1258.0
19,31232,61,1569,0.0027877727552549914,0.017206628,0.2,0.9747043251991272,960,0.004453480243682861,-0.025478165727690794,-0.03837522119283676,-43.14417052268982,0.0004092704424510632,0.24755859375,-2.1201405416666668,1258.0
20,31744,62,1570,0.0021842802816536278,0.0152142765,0.2,0.9736420512199402,976,0.4097040295600891,-0.021784137963550165,-0.028960444033145905,-43.14928889274597,0.0004092704424510632,0.1842041015625,-2.117442,1258.0
20,32256,63,1570,0.08032579557038844,0.021476746,0.2,0.9719334244728088,992,0.0127297043800354,-0.025930053903721273,-2.66246497631073e-05,-43.09976851940155,0.0004092704424510632,0.2354736328125,-2.117442,1258.0
20,32768,64,1570,0.004973773371602874,0.022554446,0.2,0.9724993705749512,1008,0.12155717611312866,-0.027512398723047227,-0.026628367602825165,-43.070504903793335,0.0004092704424510632,0.2357177734375,-2.1098736923076924,1258.0
