time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/approx_kl,train/clip_range,train/std,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/loss,train/entropy_loss,train/learning_rate,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4034,,,,,,,,,,,,,
0,1024,2,2376,0.1018060352653265,0.022859804,0.2,0.9998379349708557,16,-0.511318564414978,-0.03653613512869924,-0.04601171612739563,-43.98356533050537,0.0004092704424510632,0.2978515625,,
0,1536,3,2061,0.003985506991739385,0.017656658,0.2,0.9999691247940063,32,0.06806957721710205,-0.02839873734046705,-0.03710344433784485,-43.98246395587921,0.0004092704424510632,0.24267578125,-2.26805,1258.0
1,2048,4,1950,0.011486462579341605,0.021041287,0.2,1.0000659227371216,48,0.03700053691864014,-0.02894181027659215,-0.03840301185846329,-43.986366748809814,0.0004092704424510632,0.28662109375,-2.26805,1258.0
1,2560,5,1887,0.0021428967083920725,0.022195676,0.2,0.9984704256057739,64,0.029103517532348633,-0.02558438794221729,-0.037119172513484955,-43.96737504005432,0.0004092704424510632,0.2791748046875,-2.176225,1258.0
1,3072,6,1846,0.01568608602974564,0.019401997,0.2,0.9976391196250916,80,0.002549886703491211,-0.028466874733567238,-0.025224588811397552,-43.92084980010986,0.0004092704424510632,0.305419921875,-2.176225,1258.0
1,3584,7,1820,0.002587862854852574,0.0152544435,0.2,0.9970765709877014,96,0.004849374294281006,-0.027425429318100214,-0.03213977441191673,-43.89985466003418,0.0004092704424510632,0.2481689453125,-2.176225,1258.0
2,4096,8,1806,0.00272080623471993,0.018099226,0.2,0.9980199337005615,112,0.1277245283126831,-0.024548638626583852,-0.028323642909526825,-43.90401291847229,0.0004092704424510632,0.260009765625,-2.2035053333333336,1258.0
2,4608,9,1794,0.02181755204219371,0.015259946,0.2,0.9975267648696899,128,0.03730088472366333,-0.0223956611007452,-0.011911535635590553,-43.919312834739685,0.0004092704424510632,0.21875,-2.2035053333333336,1258.0
2,5120,10,1776,0.0034582219741423614,0.014216246,0.2,0.9942286014556885,144,0.42885178327560425,-0.030443830240983516,-0.032566845417022705,-43.862837433815,0.0004092704424510632,0.2337646484375,-2.20009875,1258.0
3,5632,11,1767,0.030434930289629847,0.02604243,0.2,0.9936344027519226,160,0.012093722820281982,-0.03549690142972395,-0.02266804128885269,-43.78381705284119,0.0004092704424510632,0.376220703125,-2.20009875,1258.0
3,6144,12,1760,0.001942494865943445,0.016524136,0.2,0.9927646517753601,176,0.043395161628723145,-0.03277537657413632,-0.042588379234075546,-43.77581000328064,0.0004092704424510632,0.2803955078125,-2.20009875,1258.0
3,6656,13,1752,0.006101866485551,0.016520904,0.2,0.9932256937026978,192,0.04617869853973389,-0.022171724878717214,-0.027473945170640945,-43.757421016693115,0.0004092704424510632,0.2174072265625,-2.2022275999999996,1258.0
4,7168,14,1746,0.039723886584397405,0.032952413,0.2,0.9902529120445251,208,0.03190714120864868,-0.03708302238374017,-0.02462775819003582,-43.73555636405945,0.0004092704424510632,0.3408203125,-2.2022275999999996,1258.0
4,7680,15,1741,0.0038397116695705336,0.013735405,0.2,0.989759624004364,224,0.6785843968391418,-0.02189725342032034,-0.03216651827096939,-43.65618073940277,0.0004092704424510632,0.1883544921875,-2.1872781666666667,1258.0
4,8192,16,1735,0.046026952215470374,0.018322902,0.2,0.9899528622627258,240,0.041101038455963135,-0.024968243444163818,-0.013851247727870941,-43.664368748664856,0.0004092704424510632,0.2537841796875,-2.1872781666666667,1258.0
5,8704,17,1727,0.0024178866915463004,0.015139928,0.2,0.9927527904510498,256,-0.17068767547607422,-0.02192039429792203,-0.03255296126008034,-43.6962696313858,0.0004092704424510632,0.2225341796875,-2.1872781666666667,1258.0
5,9216,18,1725,0.0023378097466775216,0.015103387,0.2,0.9944716691970825,272,0.17916256189346313,-0.018692897428991273,-0.027907444164156914,-43.78219699859619,0.0004092704424510632,0.20068359375,-2.174766571428571,1258.0
5,9728,19,1723,0.06055387365631759,0.01677233,0.2,0.9945290088653564,288,0.037445783615112305,-0.020469014416448772,-0.0006219930946826935,-43.810006976127625,0.0004092704424510632,0.2364501953125,-2.174766571428571,1258.0
5,10240,20,1719,0.0029916124913142994,0.018008433,0.2,0.9939392805099487,304,0.6665096282958984,-0.024793659133138135,-0.03571058809757233,-43.79792594909668,0.0004092704424510632,0.2481689453125,-2.1647875,1258.0
6,10752,21,1717,0.05206199665553868,0.015836667,0.2,0.9922528266906738,320,0.07955968379974365,-0.029588909448648337,-0.01781608909368515,-43.76245737075806,0.0004092704424510632,0.2554931640625,-2.1647875,1258.0
