time/episodes,train/critic_loss,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/actor_loss,train/learning_rate,time/fps,train/ent_coef,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean
4,1.8932983875274658,4892,-157.01565551757812,441,-123.5357894897461,0.0008459126528049375,11,0.019257372245192528,1223.0,4791,-4.447768
8,2.1277213096618652,9784,12.2564697265625,912,-129.56610107421875,0.0008459126528049375,10,0.0010630482574924827,1223.0,9683,-3.5332885000000003
12,96.10597229003906,14676,-85.96903991699219,1374,-131.2122344970703,0.0008459126528049375,10,0.000994105008430779,1223.0,14575,-2.8005449166666665
16,53.393409729003906,19568,-8.37257194519043,1834,-134.52659606933594,0.0008459126528049375,10,0.0008092914940789342,1223.0,19467,-2.47518575
20,54.383384704589844,24460,2.9124951362609863,2293,-140.34103393554688,0.0008459126528049375,10,0.0014429292641580105,1223.0,24359,-2.2355353
24,4.599231719970703,29352,-4.0857648849487305,409,-142.60879516601562,0.0008459126528049375,10,0.0012434700038284063,1223.0,29251,-2.0672025
28,5.907718658447266,34244,-61.19594192504883,873,-142.14613342285156,0.0008459126528049375,10,0.0012035986874252558,1223.0,34143,-1.9874701428571429
32,4.416108131408691,39136,30.612049102783203,1329,-144.36126708984375,0.0008459126528049375,10,0.0006276822532527149,1223.0,39035,-1.8995643437499998
36,6.201108455657959,44028,18.056800842285156,1786,-143.87188720703125,0.0008459126528049375,10,0.0006758208619430661,1223.0,43927,-1.8361013888888889
40,54.037559509277344,48920,-26.419757843017578,2245,-143.91494750976562,0.0008459126528049375,10,0.0009313831105828285,1223.0,48819,-1.7749194750000001
44,8.327249526977539,53812,42.501426696777344,352,-134.6849365234375,0.0008459126528049375,10,0.0006249364814721048,1223.0,53711,-1.7306435000000002
48,10.451512336730957,58704,60.53843688964844,815,-114.84953308105469,0.0008459126528049375,10,0.001840363023802638,1223.0,58603,-1.6890658958333333
52,7.537171363830566,63596,-5.0927581787109375,1276,-98.99703979492188,0.0008459126528049375,10,0.0014207063941285014,1223.0,63495,-1.6427906153846155
56,4.3463945388793945,68488,-10.894006729125977,1753,-95.03681945800781,0.0008459126528049375,10,0.0007040153723210096,1223.0,68387,-1.6138675178571427
60,3.5920543670654297,73380,3.4361395835876465,2212,-89.98887634277344,0.0008459126528049375,10,0.0005781735526397824,1223.0,73279,-1.5908897166666662
64,13.007231712341309,78272,98.48041534423828,323,-87.7294921875,0.0008459126528049375,10,0.0007284411694854498,1223.0,78171,-1.5756800625
68,18.089908599853516,83164,220.15652465820312,799,-66.60985565185547,0.0008459126528049375,10,0.0014609192730858922,1223.0,83063,-1.5642959117647057
72,15.734672546386719,88056,39.435577392578125,1269,-60.374916076660156,0.0008459126528049375,10,0.0009436664404347539,1223.0,87955,-1.5522535555555557
76,3.5863099098205566,92948,28.157215118408203,1756,-50.86500549316406,0.0008459126528049375,10,0.0010341159068048,1223.0,92847,-1.5353890131578949
