time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,train/ent_coef_loss,time/total_timesteps,train/ent_coef,train/learning_rate,time/fps,train/n_updates,time/episodes
219,1257.0,-5.1612515000000005,1.4664459228515625,-118.6644287109375,-171.61886596679688,5028,0.01697601191699505,0.0008459126528049375,22,4927,4
457,1257.0,-4.2149985,4.591496467590332,-119.3966064453125,-29.026464462280273,10056,0.0012563357595354319,0.0008459126528049375,21,9955,8
