rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,time/fps,train/n_updates,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,time/episodes
1257.0,5028,-121.63973999023438,0.0008459126528049375,0.01749490574002266,-162.570556640625,31,4927,159,40.02568817138672,-5.312924499999999,4
1257.0,10056,-124.36231994628906,0.0008459126528049375,0.0009928856743499637,-1.7441216707229614,31,9955,323,18.116680145263672,-4.2787546249999995,8
1257.0,15084,-126.54591369628906,0.0008459126528049375,0.0006366426241584122,-56.352630615234375,30,14983,491,3.0877933502197266,-3.522608583333333,12
1257.0,20112,-117.97076416015625,0.0008459126528049375,0.0008727192180231214,-9.491524696350098,30,20011,657,3.9130678176879883,-3.1288209375,16
1257.0,25140,-94.31013488769531,0.0008459126528049375,0.0008640699088573456,66.91734313964844,31,25039,4,2.740410327911377,-2.9140155500000002,20
1257.0,30168,-93.5224380493164,0.0008459126528049375,0.000576806312892586,61.33134841918945,30,30067,168,3.0845305919647217,-2.8188065000000004,24
1257.0,35196,-89.72669219970703,0.0008459126528049375,0.00038504102849401534,62.81636047363281,30,35095,337,2.860826015472412,-2.755504321428572,28
1257.0,40224,-86.00933837890625,0.0008459126528049375,0.00047349315718747675,64.85231018066406,28,40123,533,1.9412548542022705,-2.69074153125,32
1257.0,45252,-80.34359741210938,0.0008459126528049375,0.0004749401123262942,-27.01382827758789,28,45151,701,4.000218391418457,-2.62936625,36
1257.0,50280,-78.20804595947266,0.0008459126528049375,0.00029612774960696697,-5.509981155395508,30,50179,9,1.3897558450698853,-2.56825835,40
1257.0,55308,-71.88630676269531,0.0008459126528049375,0.000547631352674216,34.68468475341797,26,55207,198,2.0645649433135986,-2.524244318181818,44
1257.0,60336,-69.38043212890625,0.0008459126528049375,0.0006559191388078034,18.807449340820312,27,60235,373,1.7496237754821777,-2.4795815833333332,48
1257.0,65364,-67.40283966064453,0.0008459126528049375,0.0014094454236328602,-50.836181640625,28,65263,545,13.760293960571289,-2.4599370384615384,52
1257.0,70392,-58.63646697998047,0.0008459126528049375,0.0012945410562679172,45.90048599243164,28,70291,706,21.122371673583984,-2.4341297857142856,56
1257.0,75420,-48.848411560058594,0.0008459126528049375,0.0008449884480796754,35.824440002441406,30,75319,13,3.3163816928863525,-2.401258233333333,60
1257.0,80448,-46.59309768676758,0.0008459126528049375,0.0008249043603427708,18.830520629882812,29,80347,183,26.609886169433594,-2.3824815937499997,64
1257.0,85476,-36.769203186035156,0.0008459126528049375,0.0005441238754428923,-22.20343589782715,29,85375,354,27.200538635253906,-2.362865808823529,68
1257.0,90504,-27.608428955078125,0.0008459126528049375,0.0010773740941658616,47.45742416381836,29,90403,530,7.442808151245117,-2.339525138888889,72
1257.0,95532,-14.503881454467773,0.0008459126528049375,0.000782965449616313,-18.263872146606445,27,95431,739,18.65508270263672,-2.32929875,76
