rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,time/fps,train/n_updates,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,time/episodes
1257.0,5028,-121.77638244628906,0.0008459126528049375,0.016997672617435455,-180.76214599609375,25,4927,195,2.735910654067993,-5.2683015,4
1257.0,10056,-124.14028930664062,0.0008459126528049375,0.0008993851370178163,-16.615901947021484,26,9955,381,2.6855664253234863,-4.065862125,8
1257.0,15084,-124.05154418945312,0.0008459126528049375,0.0009568332461640239,-93.27720642089844,27,14983,543,3.8622937202453613,-3.326562583333333,12
1257.0,20112,-98.82937622070312,0.0008459126528049375,0.00046321883564814925,15.163490295410156,28,20011,706,3.5829620361328125,-2.9794294375000003,16
1257.0,25140,-100.31708526611328,0.0008459126528049375,0.0013813178520649672,-6.233295917510986,31,25039,4,2.172450304031372,-2.8042415500000004,20
1257.0,30168,-93.69156646728516,0.0008459126528049375,0.0013565851841121912,-38.17298889160156,25,30067,201,6.322545528411865,-2.721131083333333,24
1257.0,35196,-73.71370697021484,0.0008459126528049375,0.0011788790579885244,-35.929847717285156,25,35095,393,5.394094944000244,-2.6132352857142855,28
1257.0,40224,-70.31161499023438,0.0008459126528049375,0.0006038917927071452,-26.62893295288086,27,40123,561,2.0207295417785645,-2.5473477187499998,32
1257.0,45252,-65.79983520507812,0.0008459126528049375,0.0005951442290097475,-29.10809898376465,27,45151,730,5.170749664306641,-2.4830424722222215,36
1257.0,50280,-28.108688354492188,0.0008459126528049375,0.0018230057321488857,-14.697041511535645,30,50179,9,28.05710220336914,-2.458828375,40
1257.0,55308,6.181509494781494,0.0008459126528049375,0.0009093951666727662,6.117794036865234,29,55207,177,22.426671981811523,-2.4233125681818177,44
1257.0,60336,23.021347045898438,0.0008459126528049375,0.0008987802430056036,-34.569210052490234,27,60235,371,18.099838256835938,-2.397810875,48
1257.0,65364,53.81807327270508,0.0008459126528049375,0.0004964676918461919,44.426841735839844,26,65263,569,15.451902389526367,-2.371853596153846,52
1257.0,70392,81.7531509399414,0.0008459126528049375,0.0008976910612545907,31.53478240966797,27,70291,754,51.706722259521484,-2.3624815535714285,56
1257.0,75420,126.40215301513672,0.0008459126528049375,0.001477997051551938,24.483823776245117,28,75319,14,46.89885711669922,-2.358576183333333,60
1257.0,80448,157.98171997070312,0.0008459126528049375,0.0024716234765946865,-84.42704772949219,28,80347,194,36.623817443847656,-2.3393992968750004,64
1257.0,85476,206.1989288330078,0.0008459126528049375,0.0022461439948529005,-55.685081481933594,26,85375,401,60.156394958496094,-2.336692044117647,68
1257.0,90504,241.70492553710938,0.0008459126528049375,0.002106043277308345,9.062143325805664,25,90403,599,43.754234313964844,-2.3287769722222222,72
1257.0,95532,285.9283447265625,0.0008459126528049375,0.0017588076880201697,10.893739700317383,25,95431,792,53.15806579589844,-2.3188246052631576,76
