rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,time/fps,train/n_updates,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,time/episodes
1257.0,5028,-122.00765991210938,0.0008459126528049375,0.01715877465903759,-177.2811737060547,30,4927,163,1.7286089658737183,-5.32559,4
1257.0,10056,-129.92738342285156,0.0008459126528049375,0.0009770659962669015,16.37029266357422,28,9955,356,5.362715721130371,-4.2177055,8
1257.0,15084,-127.09962463378906,0.0008459126528049375,0.0011059942189604044,5.787691116333008,28,14983,537,5.3775224685668945,-3.51389825,12
1257.0,20112,-112.85871124267578,0.0008459126528049375,0.0010003461502492428,-4.042811870574951,28,20011,701,4.242791652679443,-3.2152481875000003,16
1257.0,25140,-92.22144317626953,0.0008459126528049375,0.0007107638521119952,-52.76057815551758,26,25039,5,8.30302619934082,-2.9846723000000006,20
1257.0,30168,-80.6982421875,0.0008459126528049375,0.0006707045249640942,29.78775405883789,30,30067,170,4.142539024353027,-2.8169028333333337,24
1257.0,35196,-79.89405059814453,0.0008459126528049375,0.0006990521214902401,42.51383972167969,30,35095,333,2.389503002166748,-2.6975855714285717,28
1257.0,40224,-78.42140197753906,0.0008459126528049375,0.00022697757231071591,32.70158004760742,30,40123,496,1.013266921043396,-2.60035009375,32
1257.0,45252,-76.3309097290039,0.0008459126528049375,0.00022672770137432963,70.64799499511719,29,45151,688,1.294388771057129,-2.534697194444444,36
1257.0,50280,-73.4254379272461,0.0008459126528049375,0.0002614026016090065,-28.38101577758789,31,50179,8,2.7714972496032715,-2.4780883749999996,40
1257.0,55308,-63.202430725097656,0.0008459126528049375,0.0009161129710264504,28.93714141845703,31,55207,168,4.349372386932373,-2.4504338863636366,44
1257.0,60336,-58.040401458740234,0.0008459126528049375,0.00023586767201777548,68.74066162109375,31,60235,328,0.9062949419021606,-2.4438608125,48
1257.0,65364,-55.56669616699219,0.0008459126528049375,0.00022939789050724357,129.33346557617188,31,65263,489,5.727165699005127,-2.4190345,52
1257.0,70392,-53.66013717651367,0.0008459126528049375,0.00028384727193042636,-18.213268280029297,31,70291,646,0.9961409568786621,-2.381941267857143,56
1257.0,75420,-43.540470123291016,0.0008459126528049375,0.0006263117538765073,-45.55379104614258,31,75319,13,3.269757032394409,-2.3387210999999994,60
1257.0,80448,-33.66791534423828,0.0008459126528049375,0.000671188929118216,54.77973937988281,30,80347,176,7.271106719970703,-2.32769475,64
1257.0,85476,-11.141810417175293,0.0008459126528049375,0.0017153832595795393,-42.59769058227539,30,85375,342,6.347202777862549,-2.314919308823529,68
1257.0,90504,0.07661384344100952,0.0008459126528049375,0.0005845967680215836,-5.893093585968018,30,90403,507,2.4666686058044434,-2.299677305555556,72
1257.0,95532,5.539923667907715,0.0008459126528049375,0.0003890799998771399,-22.830490112304688,31,95431,645,2.062534809112549,-2.294666828947369,76
