train/ent_coef_loss,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/actor_loss,train/ent_coef,time/fps,time/time_elapsed,train/learning_rate,train/n_updates
-160.88035583496094,1257.0,4,-4.620631749999999,3.2677242755889893,5028,-121.2032699584961,0.017224568873643875,68,73,0.0008459126528049375,4927
28.12959861755371,1257.0,8,-3.6248859999999996,30.869247436523438,10056,-126.61174774169922,0.0013166499556973577,68,147,0.0008459126528049375,9955
-35.028724670410156,1257.0,12,-3.0348341666666667,5.263332366943359,15084,-130.8203887939453,0.0008876346400938928,67,222,0.0008459126528049375,14983
-35.25452423095703,1257.0,16,-2.6674333125,2.8904693126678467,20112,-121.84732055664062,0.0011563509469851851,67,297,0.0008459126528049375,20011
10.707347869873047,1257.0,20,-2.4306247,20.234268188476562,25140,-120.70673370361328,0.0009077185532078147,67,2,0.0008459126528049375,25039
-60.91020202636719,1257.0,24,-2.30291025,3.2401022911071777,30168,-105.43824768066406,0.0007685512537136674,66,77,0.0008459126528049375,30067
14.807661056518555,1257.0,28,-2.2444379285714287,1.3173762559890747,35196,-100.50919342041016,0.00032076501520350575,66,152,0.0008459126528049375,35095
18.79711151123047,1257.0,32,-2.13069184375,13.867135047912598,40224,-77.9118423461914,0.002259747590869665,66,227,0.0008459126528049375,40123
88.67401885986328,1257.0,36,-2.0710910277777783,1.454419493675232,45252,-73.23681640625,0.0006489860243164003,66,302,0.0008459126528049375,45151
-63.019134521484375,1257.0,40,-2.0241618,7.219427108764648,50280,-69.59307098388672,0.0006380771519616246,67,4,0.0008459126528049375,50179
18.958450317382812,1257.0,44,-1.9692192954545455,27.448020935058594,55308,-71.83123779296875,0.000637691468000412,66,79,0.0008459126528049375,55207
16.556724548339844,1257.0,48,-1.9237214166666667,2.3107714653015137,60336,-68.9857177734375,0.0010241229319944978,66,154,0.0008459126528049375,60235
-26.189849853515625,1257.0,52,-1.8977373269230768,7.7916693687438965,65364,-53.68449783325195,0.0016303048469126225,66,230,0.0008459126528049375,65263
-26.107694625854492,1257.0,56,-1.8665433035714287,1.8215506076812744,70392,-47.031253814697266,0.0006379588157869875,66,305,0.0008459126528049375,70291
-6.107366561889648,1257.0,60,-1.8434277166666666,4.558670997619629,75420,-33.75695037841797,0.0009264297550544143,64,6,0.0008459126528049375,75319
-14.60346794128418,1257.0,64,-1.8201936406249999,7.611198902130127,80448,-19.4892578125,0.0013050843263044953,63,85,0.0008459126528049375,80347
9.637348175048828,1257.0,68,-1.7997337058823528,6.662428855895996,85476,-8.402445793151855,0.001414793194271624,63,164,0.0008459126528049375,85375
-51.41728973388672,1257.0,72,-1.7872478055555554,7.453586578369141,90504,0.568673849105835,0.001698505599051714,63,244,0.0008459126528049375,90403
14.981014251708984,1257.0,76,-1.7753782631578945,12.531973838806152,95532,14.193138122558594,0.0009806675370782614,63,324,0.0008459126528049375,95431
