train/ent_coef_loss,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/actor_loss,train/ent_coef,time/fps,time/time_elapsed,train/learning_rate,train/n_updates
-178.24102783203125,1257.0,4,-4.47391075,1.8138986825942993,5028,-123.19410705566406,0.017436018213629723,78,63,0.0008459126528049375,4927
62.30590057373047,1257.0,8,-3.7576045000000002,5.273565292358398,10056,-131.77938842773438,0.0013360838638618588,78,128,0.0008459126528049375,9955
54.58003616333008,1257.0,12,-3.11141525,6.2833709716796875,15084,-128.19473266601562,0.0015177979366853833,77,193,0.0008459126528049375,14983
19.918724060058594,1257.0,16,-2.7316553125,9.17148208618164,20112,-113.50458526611328,0.0021728775463998318,77,259,0.0008459126528049375,20011
36.79690170288086,1257.0,20,-2.5350871,31.797325134277344,25140,-105.18020629882812,0.0008783850353211164,75,1,0.0008459126528049375,25039
159.15223693847656,1257.0,24,-2.3961074166666667,34.55807876586914,30168,-92.37356567382812,0.000652507646009326,75,68,0.0008459126528049375,30067
96.25732421875,1257.0,28,-2.2749910357142857,19.35832977294922,35196,-70.85600280761719,0.002809529658406973,75,134,0.0008459126528049375,35095
45.74269104003906,1257.0,32,-2.2230535937499996,5.794439315795898,40224,-65.2633056640625,0.0004622566048055887,75,201,0.0008459126528049375,40123
20.97214126586914,1257.0,36,-2.150925166666666,1.2725110054016113,45252,-62.738624572753906,0.0007891447166912258,75,268,0.0008459126528049375,45151
0.20657610893249512,1257.0,40,-2.0880728499999996,2.123142719268799,50280,-59.55145263671875,0.0005868941079825163,76,3,0.0008459126528049375,50179
2.0517091751098633,1257.0,44,-2.0289829772727273,1.537984013557434,55308,-55.314849853515625,0.0005000621895305812,75,69,0.0008459126528049375,55207
255.0796661376953,1257.0,48,-1.9665675833333331,36.11069107055664,60336,-42.03575134277344,0.00046019849833101034,75,136,0.0008459126528049375,60235
-37.42662048339844,1257.0,52,-1.9090635,6.324325084686279,65364,-32.87310028076172,0.0010787836508825421,75,202,0.0008459126528049375,65263
3.9450931549072266,1257.0,56,-1.879368767857143,2.4940695762634277,70392,-28.76456069946289,0.0004934401367790997,75,269,0.0008459126528049375,70291
-26.065227508544922,1257.0,60,-1.8556265000000003,1.3007105588912964,75420,-24.36419677734375,0.0007117154891602695,73,5,0.0008459126528049375,75319
-6.096970558166504,1257.0,64,-1.8329426875000001,5.794425010681152,80448,-17.226505279541016,0.000836622784845531,71,76,0.0008459126528049375,80347
2.1096532344818115,1257.0,68,-1.820934191176471,3.4790191650390625,85476,-14.272869110107422,0.0007550670416094363,69,149,0.0008459126528049375,85375
-7.74951696395874,1257.0,72,-1.8060818194444446,12.089156150817871,90504,-7.239917755126953,0.0008175491821020842,68,225,0.0008459126528049375,90403
16.377853393554688,1257.0,76,-1.7919602368421055,6.3139567375183105,95532,-3.906184673309326,0.0012785096187144518,68,299,0.0008459126528049375,95431
