time/episodes,rollout/ep_len_mean,time/fps,train/ent_coef,train/n_updates,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean
4,1223.0,25,0.019188465550541878,4791,190,1.6040369272232056,-124.58679962158203,-173.9763641357422,4892,0.0008459126528049375,-4.241239
8,1223.0,26,0.0012465862091630697,9683,371,45.54722595214844,-131.64028930664062,-25.738676071166992,9784,0.0008459126528049375,-3.4921968750000003
12,1223.0,25,0.0009174217702820897,14575,567,7.365664482116699,-129.81582641601562,61.77513885498047,14676,0.0008459126528049375,-2.8287320833333336
16,1223.0,25,0.0009027550113387406,19467,766,11.521529197692871,-119.91987609863281,14.239544868469238,19568,0.0008459126528049375,-2.4853105625
20,1223.0,25,0.0006070265080779791,24359,950,3.885575294494629,-111.57164001464844,134.7373046875,24460,0.0008459126528049375,-2.3262565499999996
24,1223.0,29,0.0006244214600883424,29251,148,3.5056662559509277,-96.49507904052734,126.61885833740234,29352,0.0008459126528049375,-2.214668083333333
28,1223.0,29,0.0004440649936441332,34143,316,1.6027748584747314,-96.26341247558594,59.84989547729492,34244,0.0008459126528049375,-2.104988964285714
32,1223.0,29,0.00037939700996503234,39035,483,2.8784475326538086,-90.19482421875,-37.837554931640625,39136,0.0008459126528049375,-2.023489375
36,1223.0,29,0.0002524775336496532,43927,651,6.037172317504883,-86.57703399658203,85.89978790283203,44028,0.0008459126528049375,-1.961879111111111
40,1223.0,29,0.0006568653043359518,48819,821,5.104783058166504,-70.85353088378906,-31.58142852783203,48920,0.0008459126528049375,-1.9129483749999998
44,1223.0,28,0.001313462620601058,53711,135,6.055330276489258,-41.563175201416016,-82.40457153320312,53812,0.0008459126528049375,-1.8552424090909092
48,1223.0,28,0.0003594700829125941,58603,305,1.8955645561218262,-34.37639236450195,-22.747947692871094,58704,0.0008459126528049375,-1.8066910625
52,1223.0,28,0.00027138442965224385,63495,474,7.568288803100586,-33.751434326171875,179.1527099609375,63596,0.0008459126528049375,-1.7572695384615384
56,1223.0,28,0.000614339835010469,68387,644,7.0933637619018555,-13.939112663269043,59.647682189941406,68488,0.0008459126528049375,-1.7191007857142857
60,1223.0,28,0.0008933503995649517,73279,815,3.2292261123657227,-13.387228012084961,24.826053619384766,73380,0.0008459126528049375,-1.6869330333333334
64,1223.0,27,0.0009378737304359674,78171,119,5.597344398498535,-0.2757468521595001,7.529608249664307,78272,0.0008459126528049375,-1.6577190625
68,1223.0,26,0.00015041885490063578,83063,303,1.4845788478851318,1.6430444717407227,65.75837707519531,83164,0.0008459126528049375,-1.6309612352941179
72,1223.0,26,0.0002744999073911458,87955,486,0.846442699432373,3.301021099090576,27.72472381591797,88056,0.0008459126528049375,-1.6068084861111112
76,1223.0,26,0.00017473621119279414,92847,673,1.0924211740493774,4.718956470489502,69.09593200683594,92948,0.0008459126528049375,-1.5828159868421054
80,1223.0,26,0.0003794939839281142,97739,859,2.9203662872314453,9.333868026733398,-76.94119262695312,97840,0.0008459126528049375,-1.56680455
