time/episodes,rollout/ep_len_mean,time/fps,train/ent_coef,train/n_updates,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean
4,1223.0,37,0.019669264554977417,4791,129,1.0951108932495117,-120.72826385498047,-170.89927673339844,4892,0.0008459126528049375,-4.4081135
8,1223.0,37,0.0015056373085826635,9683,262,3.2240118980407715,-130.12960815429688,3.935257911682129,9784,0.0008459126528049375,-3.4430636249999997
12,1223.0,37,0.001197659526951611,14575,394,4.157102108001709,-130.49606323242188,-1.9150816202163696,14676,0.0008459126528049375,-2.8254026666666667
16,1223.0,37,0.000889876508153975,19467,526,5.599111080169678,-108.8672866821289,11.053323745727539,19568,0.0008459126528049375,-2.4521865
20,1223.0,37,0.000947029679082334,24359,661,2.642099618911743,-96.28590393066406,-22.249361038208008,24460,0.0008459126528049375,-2.23919595
24,1223.0,36,0.0007086406694725156,29251,119,10.356544494628906,-92.01604461669922,331.134521484375,29352,0.0008459126528049375,-2.0873665
28,1223.0,36,0.0006754542700946331,34143,253,4.850366592407227,-75.8513412475586,-81.74468994140625,34244,0.0008459126528049375,-1.9610566071428572
32,1223.0,36,0.0004776236310135573,39035,387,81.88919067382812,-55.360931396484375,191.2848358154297,39136,0.0008459126528049375,-1.8799404375
36,1223.0,36,0.000503674556966871,43927,522,10.406944274902344,-53.0809440612793,71.71778869628906,44028,0.0008459126528049375,-1.8178051666666666
40,1223.0,36,0.0005714694852940738,48819,655,2.344467878341675,-52.17629623413086,-27.25495147705078,48920,0.0008459126528049375,-1.762500825
44,1223.0,36,0.0007399435271508992,53711,105,3.3185956478118896,-47.79509353637695,-5.375582695007324,53812,0.0008459126528049375,-1.7091880454545454
48,1223.0,34,0.0004170035244897008,58603,255,0.502551794052124,-45.64839172363281,-45.50836944580078,58704,0.0008459126528049375,-1.653370416666667
52,1223.0,32,0.0008781128562986851,63495,414,2.458394765853882,-43.88518142700195,-12.818033218383789,63596,0.0008459126528049375,-1.6215818269230775
56,1223.0,32,0.0006465240148827434,68387,576,0.6380854845046997,-40.11893844604492,-31.69198989868164,68488,0.0008459126528049375,-1.5913185535714285
60,1223.0,31,0.00046802277211099863,73279,739,20.976625442504883,-39.46012878417969,12.539606094360352,73380,0.0008459126528049375,-1.56770905
64,1223.0,28,0.0009603130165487528,78171,113,2.8457837104797363,-37.60767364501953,-66.16829681396484,78272,0.0008459126528049375,-1.5410616718749999
68,1223.0,28,0.002084411447867751,83063,287,13.60165786743164,-18.088464736938477,-38.67253875732422,83164,0.0008459126528049375,-1.5075444705882353
72,1223.0,28,0.0013022447237744927,87955,461,12.043909072875977,-4.406379699707031,52.27610778808594,88056,0.0008459126528049375,-1.4789736249999998
76,1223.0,28,0.0009673913009464741,92847,637,4.015018939971924,9.671546936035156,14.05600357055664,92948,0.0008459126528049375,-1.4691248421052632
80,1223.0,28,0.000673355592880398,97739,813,6.506356239318848,16.839303970336914,-22.86186981201172,97840,0.0008459126528049375,-1.4566716
