train/ent_coef,train/learning_rate,time/fps,time/total_timesteps,train/critic_loss,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.017448417842388153,0.0008459126528049375,21,5032,1.1474913358688354,4931,237,-171.70181274414062,-122.40632629394531,4,1258.0,-4.2318435
0.0009377673268318176,0.0008459126528049375,21,10064,5.042309761047363,9963,472,-32.8314323425293,-129.4764862060547,8,1258.0,-3.13528975
0.0010985741391777992,0.0008459126528049375,20,15096,12.165811538696289,14995,727,-27.095035552978516,-132.76309204101562,12,1258.0,-2.5862985000000003
0.0008998698904179037,0.0008459126528049375,20,20128,5.747830867767334,20027,961,18.281606674194336,-130.08079528808594,16,1258.0,-2.2224765625
0.0016901574563235044,0.0008459126528049375,23,25160,8.106066703796387,25059,6,-53.50867462158203,-105.44288635253906,20,1258.0,-1.9587165499999997
0.000847855641040951,0.0008459126528049375,21,30192,2.4918980598449707,30091,240,4.636756896972656,-98.11214447021484,24,1258.0,-1.8187816666666665
0.0008075452642515302,0.0008459126528049375,21,35224,3.4672391414642334,35123,476,15.525992393493652,-66.45756530761719,28,1258.0,-1.7065587857142857
0.0007022531353868544,0.0008459126528049375,21,40256,4.402525901794434,40155,722,70.98442077636719,-42.7047119140625,32,1258.0,-1.6081233750000001
0.0003928631776943803,0.0008459126528049375,21,45288,1.3564544916152954,45187,959,34.22966766357422,-36.67516326904297,36,1258.0,-1.558254277777778
0.00020897056674584746,0.0008459126528049375,21,50320,1.775335431098938,50219,14,43.69675064086914,-34.71564483642578,40,1258.0,-1.54008725
0.00040679628727957606,0.0008459126528049375,21,55352,1.9244177341461182,55251,254,-0.27201390266418457,-23.20024871826172,44,1258.0,-1.5196255227272724
0.0004740927543025464,0.0008459126528049375,20,60384,1.603913426399231,60283,505,-66.00588989257812,-17.308637619018555,48,1258.0,-1.4918733958333334
0.0003645557735580951,0.0008459126528049375,20,65416,1.638448715209961,65315,755,-10.354562759399414,-14.092040061950684,52,1258.0,-1.4955188653846152
0.0002530715137254447,0.0008459126528049375,20,70448,0.4618329405784607,70347,1000,-64.41117858886719,-11.76173210144043,56,1258.0,-1.4781133214285715
0.00012004966265521944,0.0008459126528049375,20,75480,3.639261245727539,75379,23,69.73087310791016,-9.27580738067627,60,1258.0,-1.47200685
0.0004308417555876076,0.0008459126528049375,19,80512,3.121436595916748,80411,285,3.3826987743377686,-2.9032347202301025,64,1258.0,-1.46151671875
0.00036998093128204346,0.0008459126528049375,19,85544,6.166413307189941,85443,542,-35.760005950927734,-3.343141555786133,68,1258.0,-1.4563190588235295
0.00034270482137799263,0.0008459126528049375,19,90576,1.1458582878112793,90475,798,8.139569282531738,2.838002920150757,72,1258.0,-1.449793486111111
0.0006305064889602363,0.0008459126528049375,19,95608,3.1312241554260254,95507,1055,-81.43282318115234,12.262726783752441,76,1258.0,-1.4307461578947365
