train/ent_coef,train/learning_rate,time/fps,time/total_timesteps,train/critic_loss,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.017346663400530815,0.0008459126528049375,23,5032,1.6832358837127686,4931,216,-172.14341735839844,-122.806884765625,4,1258.0,-3.9181352499999997
0.001154062687419355,0.0008459126528049375,22,10064,6.330328464508057,9963,441,-17.737953186035156,-127.92733764648438,8,1258.0,-2.91318025
0.0008706551161594689,0.0008459126528049375,22,15096,27.58551025390625,14995,663,-14.896236419677734,-126.93822479248047,12,1258.0,-2.3266534166666664
0.0015728336293250322,0.0008459126528049375,22,20128,4.312704563140869,20027,886,-87.85791015625,-109.50439453125,16,1258.0,-2.0284329375
0.0008863966213539243,0.0008459126528049375,22,25160,5.031368255615234,25059,7,-85.25037384033203,-102.35062408447266,20,1258.0,-1.8296600499999998
0.0007423626375384629,0.0008459126528049375,22,30192,2.052694320678711,30091,229,16.678606033325195,-97.41828918457031,24,1258.0,-1.6779871666666668
0.000631389208137989,0.0008459126528049375,22,35224,3.829712390899658,35123,452,-47.22506332397461,-78.40089416503906,28,1258.0,-1.5918852857142856
0.0005901147378608584,0.0008459126528049375,22,40256,1.6774226427078247,40155,675,-69.08984375,-73.29827117919922,32,1258.0,-1.51955671875
0.0006437096744775772,0.0008459126528049375,22,45288,2.146552562713623,45187,898,16.93726921081543,-68.4930419921875,36,1258.0,-1.4775896388888892
0.0003171710413880646,0.0008459126528049375,22,50320,2.114518642425537,50219,14,14.848532676696777,-65.21890258789062,40,1258.0,-1.4232160999999999
0.0006157965981401503,0.0008459126528049375,22,55352,2.7154908180236816,55251,240,-54.66904067993164,-59.83058547973633,44,1258.0,-1.3713238409090907
0.0004646751913242042,0.0008459126528049375,22,60384,2.937235116958618,60283,465,5.321302890777588,-52.907230377197266,48,1258.0,-1.3346948541666668
0.000630323716904968,0.0008459126528049375,22,65416,4.058839321136475,65315,691,9.675732612609863,-50.91521453857422,52,1258.0,-1.2962201923076921
0.0005515184602700174,0.0008459126528049375,22,70448,4.718662738800049,70347,922,-30.15184783935547,-39.777992248535156,56,1258.0,-1.27386175
0.0005051679909229279,0.0008459126528049375,20,75480,5.448798656463623,75379,23,-103.07664489746094,-31.97542953491211,60,1258.0,-1.2526379499999998
0.0006539329770021141,0.0008459126528049375,20,80512,6.563798904418945,80411,274,-27.772838592529297,-23.432262420654297,64,1258.0,-1.23623434375
0.0004439231415744871,0.0008459126528049375,20,85544,3.812758445739746,85443,522,-30.871980667114258,-19.185874938964844,68,1258.0,-1.2151903088235296
0.0005653686239384115,0.0008459126528049375,20,90576,9.198785781860352,90475,768,-23.62126350402832,-6.11091947555542,72,1258.0,-1.2042628611111112
0.0004942810628563166,0.0008459126528049375,20,95608,5.113397598266602,95507,1016,-16.590007781982422,2.0682101249694824,76,1258.0,-1.1939997368421054
