train/ent_coef,train/learning_rate,time/fps,time/total_timesteps,train/critic_loss,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.017203349620103836,0.0008459126528049375,22,5032,1.1991124153137207,4931,219,-178.32049560546875,-121.46251678466797,4,1258.0,-4.10155325
0.0008985467138700187,0.0008459126528049375,23,10064,4.520495414733887,9963,430,-57.154563903808594,-127.29270935058594,8,1258.0,-3.205292125
0.0007240566774271429,0.0008459126528049375,23,15096,2.927341938018799,14995,654,-51.43780517578125,-122.65782928466797,12,1258.0,-2.5501995833333333
0.0010843530762940645,0.0008459126528049375,21,20128,5.514664649963379,20027,938,-8.825769424438477,-112.72079467773438,16,1258.0,-2.210323125
0.0011338688200339675,0.0008459126528049375,17,25160,1.9082655906677246,25059,9,8.509759902954102,-100.28778076171875,20,1258.0,-1.9934432499999999
0.0009858370758593082,0.0008459126528049375,17,30192,2.267017364501953,30091,304,-56.28434371948242,-96.71583557128906,24,1258.0,-1.854314625
0.0003425808099564165,0.0008459126528049375,16,35224,2.2909162044525146,35123,601,143.74542236328125,-93.81725311279297,28,1258.0,-1.7817597142857142
0.0004383643972687423,0.0008459126528049375,17,40256,1.732342004776001,40155,890,66.575439453125,-91.70073699951172,32,1258.0,-1.7336306875
0.0009279891382902861,0.0008459126528049375,17,45288,10.800949096679688,45187,1176,20.052963256835938,-77.80976104736328,36,1258.0,-1.6689195833333335
0.0006596063612960279,0.0008459126528049375,17,50320,2.256267786026001,50219,18,-32.35634994506836,-75.77974700927734,40,1258.0,-1.6238084499999998
0.000930685200728476,0.0008459126528049375,17,55352,3.2288074493408203,55251,310,-35.710357666015625,-70.42466735839844,44,1258.0,-1.5600041363636363
0.0007042208453640342,0.0008459126528049375,17,60384,2.4230284690856934,60283,594,-17.89686393737793,-66.40889739990234,48,1258.0,-1.519568354166667
0.0005688738892786205,0.0008459126528049375,18,65416,2.2965221405029297,65315,828,-70.80729675292969,-60.977718353271484,52,1258.0,-1.4781452307692307
0.0007634114590473473,0.0008459126528049375,19,70448,7.178884506225586,70347,1069,21.61526870727539,-56.760406494140625,56,1258.0,-1.4556692678571428
0.0006514997221529484,0.0008459126528049375,20,75480,4.813483238220215,75379,23,-9.697555541992188,-51.04884719848633,60,1258.0,-1.4230704333333333
0.0010452490532770753,0.0008459126528049375,19,80512,11.033354759216309,80411,279,-36.814659118652344,-38.79433822631836,64,1258.0,-1.395546421875
0.0007575113559141755,0.0008459126528049375,19,85544,4.4489030838012695,85443,550,-77.54946899414062,-35.59342575073242,68,1258.0,-1.3859082647058825
0.0006035290425643325,0.0008459126528049375,19,90576,2.620272636413574,90475,813,-3.294642448425293,-25.41515350341797,72,1258.0,-1.3671176944444445
0.0008228077786043286,0.0008459126528049375,19,95608,11.237958908081055,95507,1071,-11.842415809631348,-16.11216926574707,76,1258.0,-1.3577204868421056
