train/ent_coef,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef_loss,train/learning_rate,time/total_timesteps,train/n_updates,time/episodes
0.016925381496548653,-4.79359475,27,1258.0,-121.45773315429688,185,1.7432665824890137,-179.060546875,0.0008459126528049375,5032,4931,4
0.0013560489751398563,-3.7498208749999997,26,1258.0,-116.61666870117188,373,10.945659637451172,-62.41645050048828,0.0008459126528049375,10064,9963,8
0.0013491883873939514,-3.032063916666667,26,1258.0,-109.68975830078125,567,4.850393772125244,-27.86272430419922,0.0008459126528049375,15096,14995,12
0.0007426228257827461,-2.6861445625,26,1258.0,-106.6768798828125,749,1.7853792905807495,20.528461456298828,0.0008459126528049375,20128,20027,16
0.000667434767819941,-2.4686859500000002,31,1258.0,-104.30297088623047,5,1.0581679344177246,9.939566612243652,0.0008459126528049375,25160,25059,20
0.00032801181077957153,-2.3048422916666667,31,1258.0,-99.53472137451172,165,1.4003868103027344,-26.6396427154541,0.0008459126528049375,30192,30091,24
0.0001770167873473838,-2.2104282142857143,31,1258.0,-96.0732192993164,324,1.294154167175293,133.3756103515625,0.0008459126528049375,35224,35123,28
0.0005987672484479845,-2.12226290625,31,1258.0,-91.81369018554688,486,7.15117883682251,-19.880964279174805,0.0008459126528049375,40256,40155,32
0.0009608324617147446,-2.0681121944444443,31,1258.0,-49.882957458496094,652,7.791545867919922,-19.67984390258789,0.0008459126528049375,45288,45187,36
0.0009476259583607316,-2.025199625,28,1258.0,-43.951847076416016,11,3.3162262439727783,-33.53989028930664,0.0008459126528049375,50320,50219,40
0.00035748229129239917,-2.0025151136363637,31,1258.0,-38.135704040527344,168,4.163795471191406,57.02082061767578,0.0008459126528049375,55352,55251,44
0.0010286470642313361,-1.9622287083333332,30,1258.0,-31.78220558166504,340,9.511425018310547,-8.322860717773438,0.0008459126528049375,60384,60283,48
0.002240049419924617,-1.9243529038461538,30,1258.0,-25.181941986083984,498,6.928576469421387,42.96920394897461,0.0008459126528049375,65416,65315,52
0.0014269199455156922,-1.8883171428571426,30,1258.0,-19.366653442382812,664,22.77044105529785,2.6055502891540527,0.0008459126528049375,70448,70347,56
0.0013775941915810108,-1.8659877333333335,29,1258.0,-4.6749701499938965,16,14.888708114624023,-5.898403644561768,0.0008459126528049375,75480,75379,60
0.0011888261651620269,-1.84068028125,29,1258.0,5.374195098876953,186,7.164637088775635,5.805118083953857,0.0008459126528049375,80512,80411,64
0.004027701914310455,-1.8156194117647058,29,1258.0,29.468265533447266,355,165.37181091308594,-24.1784725189209,0.0008459126528049375,85544,85443,68
0.0036443655844777822,-1.8103790694444446,29,1258.0,78.3851089477539,522,105.677734375,-13.846854209899902,0.0008459126528049375,90576,90475,72
0.003939745482057333,-1.8019594210526322,29,1258.0,123.18653869628906,691,71.68179321289062,-27.24296760559082,0.0008459126528049375,95608,95507,76
