train/ent_coef,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef_loss,train/learning_rate,time/total_timesteps,train/n_updates,time/episodes
0.017061010003089905,-4.697354750000001,35,1258.0,-121.33457946777344,143,4.759887218475342,-151.27976989746094,0.0008459126528049375,5032,4931,4
0.0010366055648773909,-3.5662780000000005,34,1258.0,-130.0889129638672,289,4.5842742919921875,23.9732666015625,0.0008459126528049375,10064,9963,8
0.001383584225550294,-2.9751460833333336,34,1258.0,-128.69178771972656,443,4.421950340270996,2.7596240043640137,0.0008459126528049375,15096,14995,12
0.0019380846060812473,-2.7487998125,33,1258.0,-115.82881164550781,596,19.40143585205078,23.14899253845215,0.0008459126528049375,20128,20027,16
0.0011195879196748137,-2.585213,30,1258.0,-103.50972747802734,5,3.854799270629883,-58.61122131347656,0.0008459126528049375,25160,25059,20
0.0008199622971005738,-2.483384083333333,32,1258.0,-99.4677734375,160,3.675489902496338,103.1195297241211,0.0008459126528049375,30192,30091,24
0.0013811051612719893,-2.3904210714285705,31,1258.0,-91.36605834960938,325,2.187772750854492,8.484210968017578,0.0008459126528049375,35224,35123,28
0.0018781541148200631,-2.3332931875000003,31,1258.0,-66.98939514160156,487,30.888511657714844,123.30583953857422,0.0008459126528049375,40256,40155,32
0.0008593241800554097,-2.2996924166666672,31,1258.0,-64.47356414794922,641,3.070648193359375,4.7425618171691895,0.0008459126528049375,45288,45187,36
0.0004974356852471828,-2.238831925,32,1258.0,-56.42486572265625,9,2.506169319152832,34.0989875793457,0.0008459126528049375,50320,50219,40
0.0003916026034858078,-2.192301136363636,31,1258.0,-51.15105438232422,167,1.9701964855194092,-6.014665603637695,0.0008459126528049375,55352,55251,44
0.000549362797755748,-2.1476925,31,1258.0,-49.20859909057617,325,2.627997636795044,14.671265602111816,0.0008459126528049375,60384,60283,48
0.0013787507778033614,-2.095540826923077,31,1258.0,-30.21418571472168,489,2.3438658714294434,-54.911434173583984,0.0008459126528049375,65416,65315,52
0.0009345291764475405,-2.0579638392857142,31,1258.0,-27.805883407592773,646,0.7874884605407715,-35.508201599121094,0.0008459126528049375,70448,70347,56
0.0010863419156521559,-2.0260607499999996,30,1258.0,-22.756088256835938,15,5.920804977416992,-8.06779670715332,0.0008459126528049375,75480,75379,60
0.0007499834755435586,-1.9939645937500001,30,1258.0,-19.327655792236328,180,3.5932843685150146,18.567012786865234,0.0008459126528049375,80512,80411,64
0.0015350712928920984,-1.95799305882353,30,1258.0,1.20005464553833,346,6.408115386962891,-29.045581817626953,0.0008459126528049375,85544,85443,68
0.0012477226555347443,-1.928374652777778,30,1258.0,16.196714401245117,516,25.07309341430664,14.515838623046875,0.0008459126528049375,90576,90475,72
0.0023518495727330446,-1.896098605263158,29,1258.0,33.82267761230469,689,18.772846221923828,-36.89786911010742,0.0008459126528049375,95608,95507,76
