train/ent_coef,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef_loss,train/learning_rate,time/total_timesteps,train/n_updates,time/episodes
0.017345570027828217,-4.752991,33,1258.0,-122.23222351074219,151,2.8546340465545654,-162.52413940429688,0.0008459126528049375,5032,4931,4
0.0015187390381470323,-3.73180175,33,1258.0,-126.0226821899414,301,4.020986557006836,-14.812437057495117,0.0008459126528049375,10064,9963,8
0.001462464570067823,-3.0655079166666668,33,1258.0,-114.46156311035156,452,2.9308362007141113,43.78908157348633,0.0008459126528049375,15096,14995,12
0.0005593672976829112,-2.6980992500000003,32,1258.0,-115.35737609863281,610,0.9120083451271057,78.78642272949219,0.0008459126528049375,20128,20027,16
0.0005831493181176484,-2.5133851500000004,33,1258.0,-112.88445281982422,4,1.7600585222244263,62.595542907714844,0.0008459126528049375,25160,25059,20
0.0009367411839775741,-2.3830582916666665,40,1258.0,-94.6344985961914,127,5.796254634857178,-65.42926788330078,0.0008459126528049375,30192,30091,24
0.00044859794434159994,-2.326465642857143,38,1258.0,-90.96023559570312,267,1.7863132953643799,-6.428313732147217,0.0008459126528049375,35224,35123,28
0.00042443853453733027,-2.2959926875,36,1258.0,-80.44198608398438,422,1.6115708351135254,-108.2821044921875,0.0008459126528049375,40256,40155,32
0.0009564145002514124,-2.225535694444444,35,1258.0,-69.74998474121094,575,2.613800525665283,-59.09621810913086,0.0008459126528049375,45288,45187,36
0.0006534579442813993,-2.216983475,29,1258.0,-59.84290313720703,10,1.4163141250610352,-17.170427322387695,0.0008459126528049375,50320,50219,40
0.0005809841677546501,-2.177255568181818,32,1258.0,-42.561397552490234,164,3.624854564666748,-39.874412536621094,0.0008459126528049375,55352,55251,44
0.0006184441153891385,-2.1308921458333336,32,1258.0,-37.56965637207031,324,9.319393157958984,94.12982177734375,0.0008459126528049375,60384,60283,48
0.0004314706602599472,-2.099560096153846,31,1258.0,-33.568199157714844,491,1.4583710432052612,11.176959037780762,0.0008459126528049375,65416,65315,52
0.000591490650549531,-2.065449035714286,30,1258.0,-30.364566802978516,661,2.8407015800476074,-18.627199172973633,0.0008459126528049375,70448,70347,56
0.0007091423030942678,-2.034290066666667,28,1258.0,-28.73531150817871,16,11.479419708251953,-81.28900146484375,0.0008459126528049375,75480,75379,60
0.0007504489040002227,-2.0070051875,29,1258.0,-27.24295425415039,185,3.357733726501465,-16.717281341552734,0.0008459126528049375,80512,80411,64
0.0005595703260041773,-1.992106676470588,30,1258.0,-21.157068252563477,349,1.6859302520751953,-33.05762481689453,0.0008459126528049375,85544,85443,68
0.0008636995917186141,-1.9667235694444447,30,1258.0,-18.784404754638672,515,14.242868423461914,83.51585388183594,0.0008459126528049375,90576,90475,72
0.0007520996732637286,-1.9535866184210533,30,1258.0,-10.612699508666992,685,2.3802108764648438,16.69304847717285,0.0008459126528049375,95608,95507,76
