train/ent_coef_loss,train/n_updates,train/critic_loss,train/actor_loss,time/fps,train/learning_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef,time/episodes
-187.05789184570312,4931,1.6301189661026,-120.3899154663086,73,0.0008459126528049375,1258.0,68,-4.20933875,5032,0.017209436744451523,4
7.064173698425293,9963,5.731141090393066,-118.77032470703125,71,0.0008459126528049375,1258.0,139,-3.11025925,10064,0.0014297491870820522,8
14.201775550842285,14995,7.346968650817871,-105.47848510742188,71,0.0008459126528049375,1258.0,211,-2.47430525,15096,0.0011931172339245677,12
-42.886436462402344,20027,3.2945094108581543,-95.97138214111328,71,0.0008459126528049375,1258.0,283,-2.1520633124999997,20128,0.001019790768623352,16
26.346477508544922,25059,2.300776958465576,-88.08642578125,70,0.0008459126528049375,1258.0,2,-1.9329800499999998,25160,0.000686560058966279,20
33.77458190917969,30091,2.611630916595459,-77.81007385253906,69,0.0008459126528049375,1258.0,74,-1.7731497916666665,30192,0.0007069592247717083,24
-77.83541107177734,35123,1.8382248878479004,-74.79042053222656,70,0.0008459126528049375,1258.0,145,-1.6968217142857143,35224,0.0003813531657215208,28
-16.132007598876953,40155,4.280706405639648,-66.94496154785156,70,0.0008459126528049375,1258.0,217,-1.627835625,40256,0.0004504634707700461,32
-52.199859619140625,45187,0.7855587005615234,-59.41057586669922,70,0.0008459126528049375,1258.0,289,-1.5708468888888887,45288,0.000481229682918638,36
-62.15150451660156,50219,1.565368413925171,-56.479007720947266,70,0.0008459126528049375,1258.0,4,-1.5379053999999999,50320,0.0008749146363697946,40
12.1427001953125,55251,2.773517608642578,-47.14826583862305,70,0.0008459126528049375,1258.0,76,-1.4883743409090906,55352,0.00040905651985667646,44
-3.7827963829040527,60283,2.6613259315490723,-41.250736236572266,69,0.0008459126528049375,1258.0,148,-1.44983225,60384,0.0003371592902112752,48
-10.851188659667969,65315,1.470531940460205,-36.954376220703125,69,0.0008459126528049375,1258.0,221,-1.417030346153846,65416,0.0004412073758430779,52
-6.256606101989746,70347,5.248308181762695,-35.32142639160156,69,0.0008459126528049375,1258.0,295,-1.396272017857143,70448,0.0003593110595829785,56
15.91749382019043,75379,0.7183214426040649,-33.587432861328125,66,0.0008459126528049375,1258.0,7,-1.3710346666666668,75480,0.0005419219378381968,60
-38.53609848022461,80411,1.9845634698867798,-28.458484649658203,65,0.0008459126528049375,1258.0,84,-1.356927984375,80512,0.000830511620733887,64
15.733402252197266,85443,3.992173671722412,-26.99603843688965,65,0.0008459126528049375,1258.0,161,-1.3308915294117647,85544,0.0013237654929980636,68
-6.436239242553711,90475,6.009793281555176,-19.49984359741211,65,0.0008459126528049375,1258.0,238,-1.3221861527777776,90576,0.0012005120515823364,72
-21.68920135498047,95507,3.701083183288574,-11.847217559814453,65,0.0008459126528049375,1258.0,315,-1.3027105789473683,95608,0.0008092845673672855,76
