train/ent_coef_loss,train/n_updates,train/critic_loss,train/actor_loss,time/fps,train/learning_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef,time/episodes
-179.61231994628906,4931,1.8697638511657715,-122.54112243652344,71,0.0008459126528049375,1258.0,70,-4.136519750000001,5032,0.017024390399456024,4
-74.28094482421875,9963,5.678499221801758,-127.12507629394531,71,0.0008459126528049375,1258.0,141,-3.21309825,10064,0.0008857704233378172,8
148.6992645263672,14995,2.319688320159912,-120.74890899658203,70,0.0008459126528049375,1258.0,213,-2.5878718333333333,15096,0.0006635907921008766,12
-94.86056518554688,20027,1.49001145362854,-122.77391052246094,70,0.0008459126528049375,1258.0,284,-2.2601545,20128,0.0006733568734489381,16
-17.309898376464844,25059,1.5172125101089478,-121.6130142211914,70,0.0008459126528049375,1258.0,2,-2.06597165,25160,0.0005752576980739832,20
-2.992194890975952,30091,1.6740260124206543,-118.77323150634766,70,0.0008459126528049375,1258.0,73,-1.9494766666666667,30192,0.0005931381019763649,24
-63.40809631347656,35123,1.7737833261489868,-116.31587982177734,70,0.0008459126528049375,1258.0,145,-1.8530566071428574,35224,0.0004790555976796895,28
-76.02088928222656,40155,1.589017629623413,-117.39654541015625,70,0.0008459126528049375,1258.0,217,-1.79219321875,40256,0.000672469031997025,32
-126.5370101928711,45187,1.700885534286499,-113.21672821044922,69,0.0008459126528049375,1258.0,290,-1.7205299722222223,45288,0.0009757423540577292,36
-8.396174430847168,50219,2.503840684890747,-109.39689636230469,69,0.0008459126528049375,1258.0,4,-1.7014698,50320,0.0002281719062011689,40
41.384639739990234,55251,4.32889986038208,-105.89728546142578,68,0.0008459126528049375,1258.0,77,-1.648581,55352,0.0004503133532125503,44
-10.228009223937988,60283,6.430181503295898,-99.82487487792969,68,0.0008459126528049375,1258.0,151,-1.607266541666667,60384,0.0005395482294261456,48
19.301246643066406,65315,4.015714645385742,-96.05094146728516,68,0.0008459126528049375,1258.0,224,-1.571109076923077,65416,0.0006406872416846454,52
-66.6706771850586,70347,4.1294660568237305,-89.2040023803711,68,0.0008459126528049375,1258.0,297,-1.526298285714286,70448,0.0007129658479243517,56
-1.6049658060073853,75379,5.606119632720947,-83.37112426757812,66,0.0008459126528049375,1258.0,7,-1.5008757333333336,75480,0.00075110187754035,60
-2.7238352298736572,80411,11.030037879943848,-86.86720275878906,65,0.0008459126528049375,1258.0,83,-1.476591546875,80512,0.0005707867676392198,64
-5.146620273590088,85443,4.977980613708496,-78.45813751220703,65,0.0008459126528049375,1258.0,160,-1.4569496176470587,85544,0.0007895120652392507,68
17.05870819091797,90475,4.898352146148682,-80.69434356689453,65,0.0008459126528049375,1258.0,236,-1.4363032222222223,90576,0.0005952180363237858,72
38.07016372680664,95507,4.415508270263672,-70.7264404296875,65,0.0008459126528049375,1258.0,313,-1.4204938552631579,95608,0.0008537743706256151,76
