rollout/ep_rew_mean,train/actor_loss,train/critic_loss,time/fps,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,train/ent_coef,time/time_elapsed,train/learning_rate,time/total_timesteps
-4.47486525,-124.29344177246094,2.1991138458251953,73,4927,1257.0,-176.0249481201172,4,0.017533715814352036,68,0.0008459126528049375,5028
-3.454619625,-131.90350341796875,5.668476581573486,72,9955,1257.0,36.3173942565918,8,0.0009902813471853733,138,0.0008459126528049375,10056
-2.8061439166666666,-126.093994140625,2.7626826763153076,71,14983,1257.0,44.23489761352539,12,0.0008289499673992395,212,0.0008459126528049375,15084
-2.47861275,-113.8703842163086,3.5029497146606445,70,20011,1257.0,-40.288658142089844,16,0.0007454134756699204,286,0.0008459126528049375,20112
-2.22860685,-89.61074829101562,4.034640312194824,70,25039,1257.0,98.25640106201172,20,0.0008733161957934499,1,0.0008459126528049375,25140
-2.0994625416666666,-77.82009887695312,4.039938449859619,68,30067,1257.0,-21.02249526977539,24,0.0006250190199352801,75,0.0008459126528049375,30168
-2.0292222142857144,-64.24066925048828,16.688766479492188,68,35095,1257.0,314.793701171875,28,0.0003192138683516532,148,0.0008459126528049375,35196
-1.9740165937499998,-56.2514762878418,2.0994763374328613,68,40123,1257.0,-21.89414405822754,32,0.00044807055382989347,223,0.0008459126528049375,40224
-1.9280519999999994,-48.66666793823242,3.4566612243652344,68,45151,1257.0,-41.63764190673828,36,0.0008016113424673676,296,0.0008459126528049375,45252
-1.8848197,-31.634180068969727,4.439176559448242,69,50179,1257.0,163.67498779296875,40,0.0007247855537571013,4,0.0008459126528049375,50280
-1.8807552045454543,-27.22210121154785,0.7783340811729431,67,55207,1257.0,8.734051704406738,44,0.0002849968150258064,78,0.0008459126528049375,55308
-1.8498535,-16.34807777404785,3.3571910858154297,66,60235,1257.0,89.59253692626953,48,0.0005753740551881492,155,0.0008459126528049375,60336
-1.8155066538461537,-13.510111808776855,2.152094841003418,66,65263,1257.0,-53.73518753051758,52,0.0005114672239869833,229,0.0008459126528049375,65364
-1.7957443571428569,-7.95178747177124,1.24428391456604,67,70291,1257.0,-47.11870193481445,56,0.0005949197802692652,303,0.0008459126528049375,70392
-1.787274033333333,-1.0054185390472412,1.204409122467041,66,75319,1257.0,-9.392485618591309,60,0.0002781199582386762,6,0.0008459126528049375,75420
-1.742694296875,3.9385666847229004,3.709315776824951,63,80347,1257.0,-21.30071258544922,64,0.0010435363510623574,85,0.0008459126528049375,80448
-1.7234211176470589,16.33086395263672,3.1219704151153564,63,85375,1257.0,7.852380752563477,68,0.000540881825145334,163,0.0008459126528049375,85476
-1.7070297777777779,27.273731231689453,2.950003147125244,64,90403,1257.0,-67.61375427246094,72,0.0004301483277231455,242,0.0008459126528049375,90504
-1.6806454868421052,35.58502960205078,2.7014522552490234,64,95431,1257.0,-91.35692596435547,76,0.0004536729829851538,320,0.0008459126528049375,95532
