rollout/ep_rew_mean,train/actor_loss,train/critic_loss,time/fps,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,train/ent_coef,time/time_elapsed,train/learning_rate,time/total_timesteps
-4.427252750000001,-121.4054183959961,40.770118713378906,65,4927,1257.0,-164.10203552246094,4,0.01745024137198925,76,0.0008459126528049375,5028
-3.499948375,-119.69440460205078,4.194053649902344,65,9955,1257.0,-5.583320617675781,8,0.0015040902653709054,154,0.0008459126528049375,10056
-2.824132583333333,-108.5682601928711,10.913543701171875,64,14983,1257.0,-39.76503372192383,12,0.0016110315918922424,234,0.0008459126528049375,15084
-2.4615408125,-89.20523834228516,3.0229365825653076,63,20011,1257.0,-23.84490966796875,16,0.0012174240546301007,315,0.0008459126528049375,20112
-2.2498256499999996,-65.64268493652344,4.141236305236816,71,25039,1257.0,-59.004547119140625,20,0.0007568210712634027,1,0.0008459126528049375,25140
-2.115692791666667,-65.81886291503906,1.0008620023727417,66,30067,1257.0,46.47975158691406,24,0.00040725432336330414,77,0.0008459126528049375,30168
-2.040031107142857,-63.18292236328125,0.9719890356063843,64,35095,1257.0,30.519054412841797,28,0.0002497613022569567,157,0.0008459126528049375,35196
-1.9797130312500002,-55.66049575805664,1.4449663162231445,64,40123,1257.0,-112.2503662109375,32,0.0002733421279117465,234,0.0008459126528049375,40224
-1.9261470833333334,-55.45304870605469,1.748582124710083,64,45151,1257.0,2.929781675338745,36,0.00016050790145527571,313,0.0008459126528049375,45252
-1.8776214,-52.688232421875,0.3172714114189148,60,50179,1257.0,-18.863832473754883,40,0.00015405056183226407,4,0.0008459126528049375,50280
-1.815914818181818,-49.176727294921875,0.4188113510608673,61,55207,1257.0,-48.183021545410156,44,0.00032773788552731276,86,0.0008459126528049375,55308
-1.7807093333333333,-47.76774978637695,0.2412721812725067,62,60235,1257.0,-52.623783111572266,48,0.0003514605632517487,165,0.0008459126528049375,60336
-1.756651269230769,-46.785301208496094,0.6748084425926208,62,65263,1257.0,-32.7658576965332,52,0.00047209247713908553,244,0.0008459126528049375,65364
-1.7314169642857142,-42.863502502441406,2.251798629760742,62,70291,1257.0,96.596435546875,56,0.0006508675287477672,325,0.0008459126528049375,70392
-1.7085291333333334,-35.74045181274414,2.0605428218841553,63,75319,1257.0,3.7247695922851562,60,0.0005596525152213871,6,0.0008459126528049375,75420
-1.681416984375,-11.771721839904785,13.919554710388184,60,80347,1257.0,94.06400299072266,64,0.0008357085171155632,90,0.0008459126528049375,80448
-1.6600363382352938,5.827363014221191,11.106894493103027,59,85375,1257.0,3.9607672691345215,68,0.0011610472574830055,175,0.0008459126528049375,85476
-1.6476381111111111,26.871118545532227,13.971857070922852,59,90403,1257.0,47.890933990478516,72,0.0010744123719632626,258,0.0008459126528049375,90504
-1.6344823947368419,53.82635498046875,21.542905807495117,59,95431,1257.0,18.690357208251953,76,0.0011310252593830228,343,0.0008459126528049375,95532
