time/fps,train/actor_loss,train/n_updates,train/ent_coef,time/episodes,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean
10,-124.42115783691406,4931,0.01730719394981861,4,-164.38673400878906,1258.0,0.0008459126528049375,469,1.8079456090927124,5032,-4.256412999999999
10,-131.7457275390625,9963,0.0008340651402249932,8,-64.90730285644531,1258.0,0.0008459126528049375,948,4.948246002197266,10064,-3.3135586249999998
10,-131.30068969726562,14995,0.0008478621020913124,12,27.713890075683594,1258.0,0.0008459126528049375,1429,3.020930528640747,15096,-2.6060597499999996
10,-120.90734100341797,20027,0.001309321727603674,16,-1.6627671718597412,1258.0,0.0008459126528049375,1912,8.294188499450684,20128,-2.206252625
10,-110.6928939819336,25059,0.0008394860196858644,20,90.64705657958984,1258.0,0.0008459126528049375,15,5.065617084503174,25160,-1.9726549000000002
10,-104.63886260986328,30091,0.0005576362600550056,24,-7.071598529815674,1258.0,0.0008459126528049375,506,5.8550496101379395,30192,-1.8631317916666668
10,-101.56585693359375,35123,0.0009712493629194796,28,8.177939414978027,1258.0,0.0008459126528049375,1002,5.108838081359863,35224,-1.7697281428571432
10,-99.39657592773438,40155,0.0003599518968258053,32,-57.769752502441406,1258.0,0.0008459126528049375,1498,2.9319794178009033,40256,-1.7251629375
10,-93.4218521118164,45187,0.000330842420225963,36,3.3614602088928223,1258.0,0.0008459126528049375,1988,11.743715286254883,45288,-1.6605126666666665
10,-91.96176147460938,50219,0.0003456877893768251,40,-31.333337783813477,1258.0,0.0008459126528049375,29,1.0552122592926025,50320,-1.6038398999999999
10,-91.138671875,55251,0.0004688022891059518,44,22.280193328857422,1258.0,0.0008459126528049375,501,1.2577377557754517,55352,-1.5468705227272723
10,-67.73563385009766,60283,0.0006368618924170732,48,-60.62518310546875,1258.0,0.0008459126528049375,970,4.798806190490723,60384,-1.5030967916666667
