train/ent_coef,rollout/ep_rew_mean,train/actor_loss,time/fps,time/episodes,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,train/ent_coef_loss,time/time_elapsed,train/n_updates
0.016777556389570236,-5.210213250000001,-121.07730102539062,13,4,1257.0,1.6189477443695068,5028,0.0008459126528049375,-187.01231384277344,366,4927
0.0009168830001726747,-4.51544825,-126.8376693725586,13,8,1257.0,2.419416904449463,10056,0.0008459126528049375,-15.255393028259277,738,9955
0.00047795832506380975,-3.5822825833333334,-129.15692138671875,13,12,1257.0,3.8792521953582764,15084,0.0008459126528049375,115.63816833496094,1109,14983
0.0006762428674846888,-3.1811201875,-122.8071060180664,13,16,1257.0,9.089934349060059,20112,0.0008459126528049375,-55.693824768066406,1479,20011
0.0013064541853964329,-2.9341482,-92.02973175048828,13,20,1257.0,6.9001874923706055,25140,0.0008459126528049375,-1.0228326320648193,10,25039
0.0006271768943406641,-2.7568795833333333,-85.32237243652344,13,24,1257.0,6.758999347686768,30168,0.0008459126528049375,14.58020305633545,387,30067
0.0008758362964726985,-2.6558598214285714,-65.29566192626953,13,28,1257.0,36.0731315612793,35196,0.0008459126528049375,277.4232177734375,754,35095
0.0014992369106039405,-2.6329796874999998,-50.66466522216797,13,32,1257.0,4.463238716125488,40224,0.0008459126528049375,-138.29281616210938,1133,40123
0.0004663370782509446,-2.6322388888888892,-47.57365798950195,13,36,1257.0,2.1966145038604736,45252,0.0008459126528049375,-41.27442932128906,1519,45151
0.0004043637600261718,-2.6088026999999996,-44.40982437133789,12,40,1257.0,0.7896624803543091,50280,0.0008459126528049375,13.381075859069824,21,50179
0.0003687591233756393,-2.5797369999999997,-30.42113494873047,12,44,1257.0,49.51048278808594,55308,0.0008459126528049375,200.8968963623047,415,55207
0.0007926845573820174,-2.518884125,-20.40082550048828,12,48,1257.0,2.3113853931427,60336,0.0008459126528049375,-61.3596305847168,814,60235
0.0002366966800764203,-2.487912442307692,-14.794443130493164,12,52,1257.0,1.8788797855377197,65364,0.0008459126528049375,-46.15492630004883,1211,65263
0.00027405863511376083,-2.4704081071428567,-12.787210464477539,12,56,1257.0,1.0944716930389404,70392,0.0008459126528049375,36.40435028076172,1605,70291
0.0002035805518971756,-2.4582751166666665,-8.366422653198242,12,60,1257.0,1.498664140701294,75420,0.0008459126528049375,-65.89583587646484,34,75319
0.0005291091511026025,-2.4492956875000003,6.150266647338867,12,64,1257.0,0.9006146192550659,80448,0.0008459126528049375,-14.594172477722168,447,80347
0.00044386324589140713,-2.4227429558823528,8.429269790649414,12,68,1257.0,0.6320239305496216,85476,0.0008459126528049375,17.919710159301758,857,85375
